Timestamp;Reactive Power [kvar];QoS
08/12/2022 12:00:00 AM;12.718;0
08/12/2022 12:00:30 AM;-3.801;0
08/12/2022 12:01:00 AM;4.612;0
08/12/2022 12:01:30 AM;5.061;0
08/12/2022 12:02:00 AM;14.599;0
08/12/2022 12:02:30 AM;13.292;0
08/12/2022 12:03:00 AM;-11.26;0
08/12/2022 12:03:30 AM;-11.496;0
08/12/2022 12:04:00 AM;-3.582;0
08/12/2022 12:04:30 AM;-3.056;0
08/12/2022 12:05:00 AM;16.19;0
08/12/2022 12:05:30 AM;15.783;0
08/12/2022 12:06:00 AM;4.741;0
08/12/2022 12:06:30 AM;14.089;0
08/12/2022 12:07:00 AM;14.538;0
08/12/2022 12:07:30 AM;14.703;0
08/12/2022 12:08:00 AM;14.88;0
08/12/2022 12:08:30 AM;14.765;0
08/12/2022 12:09:00 AM;14.327;0
08/12/2022 12:09:30 AM;15.144;0
08/12/2022 12:10:00 AM;15.835;0
08/12/2022 12:10:30 AM;13.934;0
08/12/2022 12:11:00 AM;13.307;0
08/12/2022 12:11:30 AM;13.555;0
08/12/2022 12:12:00 AM;14.249;0
08/12/2022 12:12:30 AM;13.998;0
08/12/2022 12:13:00 AM;13.85;0
08/12/2022 12:13:30 AM;13.447;0
08/12/2022 12:14:00 AM;13.532;0
08/12/2022 12:14:30 AM;14.01;0
08/12/2022 12:15:00 AM;14.518;0
08/12/2022 12:15:30 AM;14.325;0
08/12/2022 12:16:00 AM;13.99;0
08/12/2022 12:16:30 AM;15.18;0
08/12/2022 12:17:00 AM;13.64;0
08/12/2022 12:17:30 AM;14.256;0
08/12/2022 12:18:00 AM;13.771;0
08/12/2022 12:18:30 AM;13.632;0
08/12/2022 12:19:00 AM;4.831;0
08/12/2022 12:19:30 AM;15.588;0
08/12/2022 12:20:00 AM;13.656;0
08/12/2022 12:20:30 AM;13.365;0
08/12/2022 12:21:00 AM;13.359;0
08/12/2022 12:21:30 AM;12.863;0
08/12/2022 12:22:00 AM;17.272;0
08/12/2022 12:22:30 AM;15.014;0
08/12/2022 12:23:00 AM;14.129;0
08/12/2022 12:23:30 AM;12.887;0
08/12/2022 12:24:00 AM;16.577;0
08/12/2022 12:24:30 AM;15.249;0
08/12/2022 12:25:00 AM;15.021;0
08/12/2022 12:25:30 AM;13.997;0
08/12/2022 12:26:00 AM;13.868;0
08/12/2022 12:26:30 AM;16.431;0
08/12/2022 12:27:00 AM;15.913;0
08/12/2022 12:27:30 AM;14.102;0
08/12/2022 12:28:00 AM;14.082;0
08/12/2022 12:28:30 AM;13.026;0
08/12/2022 12:29:00 AM;13.748;0
08/12/2022 12:29:30 AM;-11.931;0
08/12/2022 12:30:00 AM;-11.978;0
08/12/2022 12:30:30 AM;-3.127;0
08/12/2022 12:31:00 AM;13.089;0
08/12/2022 12:31:30 AM;13.278;0
08/12/2022 12:32:00 AM;-3.06;0
08/12/2022 12:32:30 AM;-3.879;0
08/12/2022 12:33:00 AM;13.731;0
08/12/2022 12:33:30 AM;13.354;0
08/12/2022 12:34:00 AM;13.379;0
08/12/2022 12:34:30 AM;13.059;0
08/12/2022 12:35:00 AM;13.234;0
08/12/2022 12:35:30 AM;13.333;0
