Timestamp;Current Ir [A];QoS
08/12/2022 12:00:00 AM;113.646;0
08/12/2022 12:00:30 AM;114.858;0
08/12/2022 12:01:00 AM;116.773;0
08/12/2022 12:01:30 AM;136.745;0
08/12/2022 12:02:00 AM;138.296;0
08/12/2022 12:02:30 AM;120.657;0
08/12/2022 12:03:00 AM;105.009;0
08/12/2022 12:03:30 AM;105.013;0
08/12/2022 12:04:00 AM;109.925;0
08/12/2022 12:04:30 AM;121.731;0
08/12/2022 12:05:00 AM;138.464;0
08/12/2022 12:05:30 AM;120.681;0
08/12/2022 12:06:00 AM;113.528;0
08/12/2022 12:06:30 AM;117.35;0
08/12/2022 12:07:00 AM;121.917;0
08/12/2022 12:07:30 AM;117.951;0
08/12/2022 12:08:00 AM;123.42;0
08/12/2022 12:08:30 AM;119.136;0
08/12/2022 12:09:00 AM;128.959;0
08/12/2022 12:09:30 AM;129.112;0
08/12/2022 12:10:00 AM;132.188;0
08/12/2022 12:10:30 AM;127.092;0
08/12/2022 12:11:00 AM;122.392;0
08/12/2022 12:11:30 AM;120.672;0
08/12/2022 12:12:00 AM;126.689;0
08/12/2022 12:12:30 AM;123.02;0
08/12/2022 12:13:00 AM;124.96;0
08/12/2022 12:13:30 AM;120.313;0
08/12/2022 12:14:00 AM;118.5;0
08/12/2022 12:14:30 AM;118.087;0
08/12/2022 12:15:00 AM;122.559;0
08/12/2022 12:15:30 AM;116.91;0
08/12/2022 12:16:00 AM;112.967;0
08/12/2022 12:16:30 AM;120.265;0
08/12/2022 12:17:00 AM;113.046;0
08/12/2022 12:17:30 AM;120.008;0
08/12/2022 12:18:00 AM;121.592;0
08/12/2022 12:18:30 AM;118.635;0
08/12/2022 12:19:00 AM;127.343;0
08/12/2022 12:19:30 AM;127.147;0
08/12/2022 12:20:00 AM;112.337;0
08/12/2022 12:20:30 AM;113.474;0
08/12/2022 12:21:00 AM;110.323;0
08/12/2022 12:21:30 AM;110.671;0
08/12/2022 12:22:00 AM;124.071;0
08/12/2022 12:22:30 AM;123.581;0
08/12/2022 12:23:00 AM;119.817;0
08/12/2022 12:23:30 AM;115.793;0
08/12/2022 12:24:00 AM;128.069;0
08/12/2022 12:24:30 AM;128.094;0
08/12/2022 12:25:00 AM;124.623;0
08/12/2022 12:25:30 AM;119.087;0
08/12/2022 12:26:00 AM;119.016;0
08/12/2022 12:26:30 AM;131.68;0
08/12/2022 12:27:00 AM;127.828;0
08/12/2022 12:27:30 AM;122.486;0
08/12/2022 12:28:00 AM;122.349;0
08/12/2022 12:28:30 AM;113.678;0
08/12/2022 12:29:00 AM;120.365;0
08/12/2022 12:29:30 AM;109.002;0
08/12/2022 12:30:00 AM;109.06;0
08/12/2022 12:30:30 AM;108.091;0
08/12/2022 12:31:00 AM;114.903;0
08/12/2022 12:31:30 AM;114.904;0
08/12/2022 12:32:00 AM;112.35;0
08/12/2022 12:32:30 AM;107.163;0
08/12/2022 12:33:00 AM;109.699;0
08/12/2022 12:33:30 AM;113.867;0
08/12/2022 12:34:00 AM;113.641;0
08/12/2022 12:34:30 AM;111.644;0
08/12/2022 12:35:00 AM;118.13;0
08/12/2022 12:35:30 AM;114.838;0
08/12/2022 12:36:00 AM;116.794;0
08/12/2022 12:36:30 AM;117.002;0
08/12/2022 12:37:00 AM;134.394;0
08/12/2022 12:37:30 AM;109.308;0
08/12/2022 12:38:00 AM;117.774;0
08/12/2022 12:38:30 AM;110.053;0
08/12/2022 12:39:00 AM;109.976;0
08/12/2022 12:39:30 AM;109.789;0
08/12/2022 12:40:00 AM;114.448;0
08/12/2022 12:40:30 AM;102.775;0
08/12/2022 12:41:00 AM;102.398;0
08/12/2022 12:41:30 AM;103.214;0
08/12/2022 12:42:00 AM;118.047;0
08/12/2022 12:42:30 AM;118.572;0
08/12/2022 12:43:00 AM;118.288;0
08/12/2022 12:43:30 AM;121.501;0
08/12/2022 12:44:00 AM;125.037;0
08/12/2022 12:44:30 AM;112.487;0
08/12/2022 12:45:00 AM;125.593;0
08/12/2022 12:45:30 AM;112.689;0
08/12/2022 12:46:00 AM;111.041;0
08/12/2022 12:46:30 AM;110.212;0
08/12/2022 12:47:00 AM;114.258;0
08/12/2022 12:47:30 AM;111.287;0
08/12/2022 12:48:00 AM;116.575;0
08/12/2022 12:48:30 AM;120.851;0
08/12/2022 12:49:00 AM;124.883;0
08/12/2022 12:49:30 AM;122.367;0
08/12/2022 12:50:00 AM;116.35;0
08/12/2022 12:50:30 AM;128.507;0
08/12/2022 12:51:00 AM;124.742;0
08/12/2022 12:51:30 AM;128.405;0
08/12/2022 12:52:00 AM;126.084;0
08/12/2022 12:52:30 AM;114.342;0
08/12/2022 12:53:00 AM;113.076;0
08/12/2022 12:53:30 AM;117.485;0
08/12/2022 12:54:00 AM;121.781;0
08/12/2022 12:54:30 AM;132.003;0
08/12/2022 12:55:00 AM;109.112;0
08/12/2022 12:55:30 AM;114.462;0
08/12/2022 12:56:00 AM;106.601;0
08/12/2022 12:56:30 AM;118.022;0
08/12/2022 12:57:00 AM;122.717;0
08/12/2022 12:57:30 AM;117.543;0
08/12/2022 12:58:00 AM;111.647;0
08/12/2022 12:58:30 AM;108.76;0
08/12/2022 12:59:00 AM;112.606;0
08/12/2022 12:59:30 AM;113.994;0
08/12/2022 01:00:00 AM;113.354;0
08/12/2022 01:00:30 AM;121.544;0
08/12/2022 01:01:00 AM;121.103;0
08/12/2022 01:01:30 AM;115.025;0
08/12/2022 01:02:00 AM;104.894;0
08/12/2022 01:02:30 AM;114.89;0
08/12/2022 01:03:00 AM;116.617;0
08/12/2022 01:03:30 AM;113.517;0
08/12/2022 01:04:00 AM;105.581;0
08/12/2022 01:04:30 AM;111.09;0
08/12/2022 01:05:00 AM;109.41;0
08/12/2022 01:05:30 AM;111.271;0
08/12/2022 01:06:00 AM;118.74;0
