Timestamp;Current Ib [A];QoS
08/12/2022 12:00:00 AM;112.425;0
08/12/2022 12:00:30 AM;119.433;0
08/12/2022 12:01:00 AM;123.187;0
08/12/2022 12:01:30 AM;129.829;0
08/12/2022 12:02:00 AM;155.971;0
08/12/2022 12:02:30 AM;116.706;0
08/12/2022 12:03:00 AM;105.886;0
08/12/2022 12:03:30 AM;101.814;0
08/12/2022 12:04:00 AM;108.232;0
08/12/2022 12:04:30 AM;127.496;0
08/12/2022 12:05:00 AM;145.806;0
08/12/2022 12:05:30 AM;111.803;0
08/12/2022 12:06:00 AM;103.198;0
08/12/2022 12:06:30 AM;106.867;0
08/12/2022 12:07:00 AM;122.234;0
08/12/2022 12:07:30 AM;121.318;0
08/12/2022 12:08:00 AM;130.503;0
08/12/2022 12:08:30 AM;123.051;0
08/12/2022 12:09:00 AM;128.06;0
08/12/2022 12:09:30 AM;113.601;0
08/12/2022 12:10:00 AM;117.4;0
08/12/2022 12:10:30 AM;120.98;0
08/12/2022 12:11:00 AM;108.159;0
08/12/2022 12:11:30 AM;112.881;0
08/12/2022 12:12:00 AM;124.863;0
08/12/2022 12:12:30 AM;109.636;0
08/12/2022 12:13:00 AM;108.459;0
08/12/2022 12:13:30 AM;104.648;0
08/12/2022 12:14:00 AM;112.242;0
08/12/2022 12:14:30 AM;117.631;0
08/12/2022 12:15:00 AM;121.006;0
08/12/2022 12:15:30 AM;123.81;0
08/12/2022 12:16:00 AM;114.588;0
08/12/2022 12:16:30 AM;122.405;0
08/12/2022 12:17:00 AM;115.036;0
08/12/2022 12:17:30 AM;121.658;0
08/12/2022 12:18:00 AM;113.745;0
08/12/2022 12:18:30 AM;113.828;0
08/12/2022 12:19:00 AM;108.207;0
08/12/2022 12:19:30 AM;118.739;0
08/12/2022 12:20:00 AM;107.199;0
08/12/2022 12:20:30 AM;108.936;0
08/12/2022 12:21:00 AM;108.498;0
08/12/2022 12:21:30 AM;108.81;0
08/12/2022 12:22:00 AM;122.885;0
08/12/2022 12:22:30 AM;118.57;0
08/12/2022 12:23:00 AM;113.108;0
08/12/2022 12:23:30 AM;111.388;0
08/12/2022 12:24:00 AM;122.347;0
08/12/2022 12:24:30 AM;123.361;0
08/12/2022 12:25:00 AM;122.581;0
08/12/2022 12:25:30 AM;108.791;0
08/12/2022 12:26:00 AM;107.197;0
08/12/2022 12:26:30 AM;115.739;0
08/12/2022 12:27:00 AM;108.788;0
08/12/2022 12:27:30 AM;107.26;0
08/12/2022 12:28:00 AM;108.745;0
08/12/2022 12:28:30 AM;108.247;0
08/12/2022 12:29:00 AM;131.264;0
08/12/2022 12:29:30 AM;106.499;0
08/12/2022 12:30:00 AM;105.596;0
08/12/2022 12:30:30 AM;105.734;0
08/12/2022 12:31:00 AM;111.987;0
08/12/2022 12:31:30 AM;112.346;0
08/12/2022 12:32:00 AM;111.982;0
08/12/2022 12:32:30 AM;92.495;0
08/12/2022 12:33:00 AM;107.782;0
08/12/2022 12:33:30 AM;109.707;0
08/12/2022 12:34:00 AM;109.806;0
08/12/2022 12:34:30 AM;112.453;0
08/12/2022 12:35:00 AM;120.558;0
08/12/2022 12:35:30 AM;107.146;0
08/12/2022 12:36:00 AM;110.018;0
08/12/2022 12:36:30 AM;111.405;0
08/12/2022 12:37:00 AM;113.862;0
08/12/2022 12:37:30 AM;105.342;0
08/12/2022 12:38:00 AM;114.886;0
08/12/2022 12:38:30 AM;115.631;0
08/12/2022 12:39:00 AM;108.98;0
08/12/2022 12:39:30 AM;101.542;0
08/12/2022 12:40:00 AM;103.913;0
08/12/2022 12:40:30 AM;97.395;0
08/12/2022 12:41:00 AM;102.027;0
08/12/2022 12:41:30 AM;105.396;0
08/12/2022 12:42:00 AM;127.145;0
08/12/2022 12:42:30 AM;114.601;0
08/12/2022 12:43:00 AM;114.54;0
08/12/2022 12:43:30 AM;116.255;0
08/12/2022 12:44:00 AM;118.314;0
08/12/2022 12:44:30 AM;108.152;0
08/12/2022 12:45:00 AM;121.893;0
08/12/2022 12:45:30 AM;105.033;0
08/12/2022 12:46:00 AM;102.244;0
08/12/2022 12:46:30 AM;102.373;0
08/12/2022 12:47:00 AM;104.635;0
08/12/2022 12:47:30 AM;105.098;0
08/12/2022 12:48:00 AM;116.299;0
08/12/2022 12:48:30 AM;117.031;0
08/12/2022 12:49:00 AM;122.05;0
08/12/2022 12:49:30 AM;128.057;0
08/12/2022 12:50:00 AM;113.616;0
08/12/2022 12:50:30 AM;120.778;0
08/12/2022 12:51:00 AM;115.724;0
08/12/2022 12:51:30 AM;124.783;0
08/12/2022 12:52:00 AM;114.889;0
08/12/2022 12:52:30 AM;103.247;0
08/12/2022 12:53:00 AM;97.961;0
08/12/2022 12:53:30 AM;102.301;0
08/12/2022 12:54:00 AM;102.04;0
08/12/2022 12:54:30 AM;109.67;0
08/12/2022 12:55:00 AM;114.777;0
08/12/2022 12:55:30 AM;114.577;0
08/12/2022 12:56:00 AM;118.618;0
08/12/2022 12:56:30 AM;119.618;0
08/12/2022 12:57:00 AM;119.351;0
08/12/2022 12:57:30 AM;111.851;0
08/12/2022 12:58:00 AM;114.407;0
08/12/2022 12:58:30 AM;117.434;0
08/12/2022 12:59:00 AM;109.336;0
08/12/2022 12:59:30 AM;104.886;0
08/12/2022 01:00:00 AM;109.904;0
08/12/2022 01:00:30 AM;118.571;0
08/12/2022 01:01:00 AM;105.773;0
08/12/2022 01:01:30 AM;106.107;0
08/12/2022 01:02:00 AM;97.487;0
08/12/2022 01:02:30 AM;110.051;0
08/12/2022 01:03:00 AM;111.841;0
08/12/2022 01:03:30 AM;114.406;0
08/12/2022 01:04:00 AM;104.013;0
08/12/2022 01:04:30 AM;108.759;0
08/12/2022 01:05:00 AM;112.011;0
08/12/2022 01:05:30 AM;121.305;0
08/12/2022 01:06:00 AM;116.981;0
08/12/2022 01:06:30 AM;138.97;0
08/12/2022 01:07:00 AM;125.068;0
08/12/2022 01:07:30 AM;106.348;0
08/12/2022 01:08:00 AM;105.183;0
08/12/2022 01:08:30 AM;112.711;0
08/12/2022 01:09:00 AM;113.14;0
08/12/2022 01:09:30 AM;128.514;0
08/12/2022 01:10:00 AM;130.502;0
08/12/2022 01:10:30 AM;112.201;0
08/12/2022 01:11:00 AM;110.965;0
08/12/2022 01:11:30 AM;104.427;0
08/12/2022 01:12:00 AM;130.923;0
08/12/2022 01:12:30 AM;142.895;0
08/12/2022 01:13:00 AM;129.029;0
08/12/2022 01:13:30 AM;116.778;0
08/12/2022 01:14:00 AM;119.874;0
08/12/2022 01:14:30 AM;113.752;0
08/12/2022 01:15:00 AM;122.061;0
08/12/2022 01:15:30 AM;109.781;0
08/12/2022 01:16:00 AM;109.661;0
08/12/2022 01:16:30 AM;115.199;0
08/12/2022 01:17:00 AM;127.418;0
08/12/2022 01:17:30 AM;117.018;0
08/12/2022 01:18:00 AM;117.401;0
08/12/2022 01:18:30 AM;108.197;0
08/12/2022 01:19:00 AM;105.448;0
08/12/2022 01:19:30 AM;114.34;0
08/12/2022 01:20:00 AM;113.8;0
08/12/2022 01:20:30 AM;108.591;0
08/12/2022 01:21:00 AM;114.996;0
08/12/2022 01:21:30 AM;101.447;0
08/12/2022 01:22:00 AM;101.449;0
08/12/2022 01:22:30 AM;107.793;0
