IsoDatetime,SOURCEBUS.1,SOURCEBUS.2,SOURCEBUS.3
2022-07-15T01:50:00,(1.0213515087241176+0j),(-0.5181436026146917+0.8974510453454246j),(-0.5193993791574694-0.8996261141204687j)
2022-07-15T01:55:00,(1.0234390727882006+0j),(-0.5181612660341214+0.8974816392853123j),(-0.5197002144568414-0.9001471761436913j)
2022-07-15T02:00:00,(1.0232049929750935+0j),(-0.5182382112192363+0.8976149122553292j),(-0.5197497032207556-0.9002328931971945j)
2022-07-15T02:05:00,(1.0170910904840007+0j),(-0.5162271733377499+0.8941316924686491j),(-0.5176819315102428-0.8966514075361327j)
2022-07-15T02:10:00,(1.0199605634664497+0j),(-0.5151431367306477+0.8922540859878832j),(-0.5190518443144162-0.8990241661149001j)
2022-07-15T02:15:00,(1.0195959716025085+0j),(-0.5154215712648668+0.8927363487477326j),(-0.5183547405813405-0.8978167470310672j)
2022-07-15T02:20:00,(1.0191987423595905+0j),(-0.5167545311403582+0.8950451029765345j),(-0.5182153844682573-0.8975753751628619j)
2022-07-15T02:25:00,(1.0217648974947904+0j),(-0.5151797150469696+0.8923174414902083j),(-0.5182828655396214-0.8976922558070137j)
2022-07-15T02:30:00,(1.020933645873097+0j),(-0.5177658413511753+0.896796743643883j),(-0.5189289873271586-0.8988113715709053j)
2022-07-15T02:35:00,(1.0198016746259428+0j),(-0.5176257937118709+0.8965541740171276j),(-0.5182618364716892-0.8976558323929192j)
2022-07-15T02:40:00,(1.0197735404821242+0j),(-0.5170371938723742+0.8955346891897925j),(-0.5181088392223693-0.8973908333836789j)
2022-07-15T02:45:00,(1.0202491074147415+0j),(-0.5180841045002527+0.8973479915882615j),(-0.5188686552052498-0.8987068732704308j)
2022-07-15T02:50:00,(1.020714174833884+0j),(-0.5178856785712382+0.8970043077976697j),(-0.5194044337220242-0.8996348688830879j)
2022-07-15T02:55:00,(1.0209456679515405+0j),(-0.5182708654543554+0.8976714710496377j),(-0.5192256145666325-0.899325145020583j)
2022-07-15T03:00:00,(1.019730512374839+0j),(-0.517229459342694+0.8958677027529275j),(-0.5188808086412042-0.8987279236389901j)
2022-07-15T03:05:00,(1.0181505998605447+0j),(-0.515880504106137+0.8935312437460746j),(-0.5176930960994829-0.8966707451719423j)
2022-07-15T03:10:00,(1.0199074869020353+0j),(-0.5168624617215537+0.8952320442268553j),(-0.5181954020048034-0.897540764520899j)
2022-07-15T03:15:00,(1.0202393676554822+0j),(-0.5172597411778533+0.8959201524299696j),(-0.5185854128752184-0.8982162831639621j)
2022-07-15T03:20:00,(1.0219180594194017+0j),(-0.5177617221516828+0.8967896089810754j),(-0.5192206239487555-0.8993165010168586j)
2022-07-15T03:25:00,(1.021690798586403+0j),(-0.5151012321883172+0.8921815051914989j),(-0.5177140724122035-0.8967070772113297j)
2022-07-15T03:30:00,(1.0197616939695673+0j),(-0.5173891260386867+0.8961442535826633j),(-0.5186785219716651-0.8983775528496545j)
2022-07-15T03:35:00,(1.0189318294366339+0j),(-0.5170048817534715+0.8954787229581527j),(-0.5186067436559595-0.8982532291599709j)
2022-07-15T03:40:00,(1.0193693479925936+0j),(-0.5170063752166179+0.8954813097122015j),(-0.5185675400768959-0.8981853265691939j)
2022-07-15T03:45:00,(1.0204178770263446+0j),(-0.5182016955015714+0.8975516651770586j),(-0.5192272903340122-0.899328047534826j)
2022-07-15T03:50:00,(1.0210808732818613+0j),(-0.5181109662166721+0.8973945174458787j),(-0.5193411166765208-0.8995252005432909j)
2022-07-15T03:55:00,(1.0236729781900538+0j),(-0.5188315572514249+0.8986426177295493j),(-0.5199079585710916-0.900506999504546j)
2022-07-15T04:00:00,(1.0219248841090542+0j),(-0.5175466904976445+0.8964171632310455j),(-0.5187930809392354-0.8985759748019492j)
2022-07-15T04:05:00,(1.019995919885681+0j),(-0.5173876239585512+0.8961416519035517j),(-0.5185177103879574-0.8980990190162274j)
2022-07-15T04:10:00,(1.0183390858874202+0j),(-0.5172481269046705+0.8959000359187242j),(-0.5179550951728303-0.897124540878516j)
2022-07-15T04:15:00,(1.0213046370019816+0j),(-0.5179796960231213+0.8971671508011294j),(-0.5190155150816407-0.8989612420379332j)
2022-07-15T04:20:00,(1.021277990018207+0j),(-0.5178825984736919+0.896998972912227j),(-0.5193325288968337-0.8995103260725485j)
2022-07-15T04:25:00,(1.021715428823696+0j),(-0.5175686694815407+0.8964552319478524j),(-0.5194124070711609-0.8996486791288991j)
2022-07-15T04:30:00,(1.0155505668933473+0j),(-0.5148469816025842+0.8917411302591555j),(-0.5163477005747312-0.8943404517667966j)
2022-07-15T04:35:00,(1.0132185659890132+0j),(-0.5137616226244326+0.8898612333645458j),(-0.5152052805235022-0.8923617221944823j)
2022-07-15T04:40:00,(1.010892469139364+0j),(-0.5107836458220406+0.8847032262390414j),(-0.5140925034414339-0.8904343357508419j)
2022-07-15T04:45:00,(1.008855245883186+0j),(-0.5107521560535213+0.8846486843600473j),(-0.5130951392379592-0.8887068502767733j)
2022-07-15T04:50:00,(1.00821126339557+0j),(-0.5107576625103619+0.8846582218230649j),(-0.512946014459879-0.8884485585844707j)
2022-07-15T04:55:00,(1.0064149324257217+0j),(-0.5095608377976273+0.8825852606128546j),(-0.5124847318963288-0.8876495937477562j)
2022-07-15T05:00:00,(1.0043539265836805+0j),(-0.5094747740032357+0.882436193748276j),(-0.5103165697309453-0.8838942267182633j)
2022-07-15T05:05:00,(1.0069568205414505+0j),(-0.5072944903404641+0.8786598316694433j),(-0.5112800589369282-0.8855630389755701j)
2022-07-15T05:10:00,(1.0192482387308517+0j),(-0.514122231599304+0.8904858264306885j),(-0.5183612846104987-0.8978280816220552j)
2022-07-15T05:15:00,(1.0173524891542105+0j),(-0.5128923220607171+0.8883555606211421j),(-0.5171844202422489-0.8957896927426291j)
2022-07-15T05:20:00,(1.0170490079058154+0j),(-0.5149848574536826+0.8919799382383947j),(-0.5164195506616907-0.8944648997679386j)
2022-07-15T05:25:00,(1.017043976800625+0j),(-0.5156244543537071+0.8930877525656004j),(-0.5173488762250168-0.896074538860392j)
2022-07-15T05:30:00,(1.0157108502559014+0j),(-0.5162550743051773+0.8941800183618133j),(-0.5177663083078814-0.8967975524366227j)
2022-07-15T05:35:00,(1.0149857933757298+0j),(-0.5127543566042821+0.8881165974409075j),(-0.5171207540057887-0.8956794195863536j)
2022-07-15T05:40:00,(1.010229990061084+0j),(-0.5158375607096912+0.8934568636015807j),(-0.5150875081580003-0.8921577344737056j)
2022-07-15T05:45:00,(1.0124690074706466+0j),(-0.5136221666025245+0.8896196884491795j),(-0.5154751998356452-0.8928292361570581j)
2022-07-15T05:50:00,(1.0116629610332222+0j),(-0.5110950867607656+0.8852426577684701j),(-0.5144081010270825-0.8909809668039312j)
2022-07-15T05:55:00,(1.0090964349697373+0j),(-0.5128154083717086+0.888222342203982j),(-0.5140509099647823-0.8903622937360177j)
2022-07-15T06:00:00,(1.0094075944087373+0j),(-0.5081872281545146+0.8802060989212167j),(-0.5134666057349714-0.889350249122908j)
2022-07-15T06:05:00,(1.0040174635183767+0j),(-0.5106651041823318+0.8844979060962529j),(-0.5105545316404758-0.8843063888358363j)
2022-07-15T06:10:00,(0.9993325488104897+0j),(-0.5084402278353715+0.8806443072227595j),(-0.509376656300551-0.8822662489021043j)
2022-07-15T06:15:00,(1.0113449388291995+0j),(-0.5134504495448994+0.8893222657808463j),(-0.5157555437363778-0.893314806036719j)
2022-07-15T06:20:00,(1.0194692452146528+0j),(-0.5178196719220863+0.8968899809277012j),(-0.5201184887842153-0.9008716485302046j)
2022-07-15T06:25:00,(1.0196462162605617+0j),(-0.5160143254475928+0.8937630291086129j),(-0.5185282466036562-0.8981172682771371j)
2022-07-15T06:30:00,(1.0186841665170205+0j),(-0.5167807651390258+0.8950905415951125j),(-0.5189614561883993-0.8988676092882378j)
2022-07-15T06:35:00,(1.01779804119358+0j),(-0.5138183602303212+0.8899595057806444j),(-0.5180465610822286-0.8972829644807542j)
2022-07-15T06:40:00,(1.0138016843020043+0j),(-0.513734022517284+0.88981342857667j),(-0.5174553230984474-0.8962589102534806j)
2022-07-15T06:45:00,(1.0153013779567577+0j),(-0.5151590167685163+0.8922815910202979j),(-0.5166651906178557-0.8948903606523853j)
2022-07-15T06:50:00,(1.0104518742900803+0j),(-0.5137622333263553+0.8898622911313042j),(-0.5149311710173038-0.8918869506029091j)
2022-07-15T06:55:00,(1.0091156736326405+0j),(-0.5137738765744744+0.8898824578286115j),(-0.5164941025684171-0.8945940274581898j)
2022-07-15T06:55:30,(1.0118528983751474+0j),(-0.5135476313695634+0.8894905896387368j),(-0.5158762066600097-0.8935238003510393j)
2022-07-15T07:05:00,(1.0199577698423192+0j),(-0.5170534759393964+0.8955628905571272j),(-0.5207734920715457-0.9020061475029856j)
2022-07-15T07:10:00,(1.0215311925905635+0j),(-0.5198201331163491+0.9003548813547343j),(-0.5176593192647292-0.89661224197803j)
2022-07-15T07:15:00,(1.0207172965075637+0j),(-0.5197598646011887+0.9002504932243798j),(-0.5190925142214554-0.8990946084602311j)
2022-07-15T07:20:00,(1.0192954433006047+0j),(-0.5197669851105166+0.9002628263083113j),(-0.5210377101349972-0.9024637866131608j)
2022-07-15T07:25:00,(1.022281925645965+0j),(-0.5185251935099372+0.8981119801636956j),(-0.5204113806711711-0.9013789521595369j)
2022-07-15T07:30:00,(1.0246833080374473+0j),(-0.5171210009167837+0.8956798472487418j),(-0.5213797282684214-0.9030561793973616j)
2022-07-15T07:35:00,(1.0216187456686718+0j),(-0.5179014944966877+0.8970317017841167j),(-0.5188271497563058-0.8986349837240689j)
2022-07-15T07:40:00,(1.0217129361915493+0j),(-0.5170962036911271+0.8956368971940178j),(-0.5195760142917335-0.899932055147416j)
2022-07-15T07:45:00,(1.0174757777924575+0j),(-0.5154917269515921+0.8928578619615807j),(-0.5189675304070718-0.8988781301435949j)
2022-07-15T07:50:00,(1.017188153342457+0j),(-0.5167984804066249+0.8951212253386638j),(-0.5180748367741282-0.8973319394157434j)
2022-07-15T07:55:00,(1.0193907664038289+0j),(-0.5174152410440596+0.896189486098809j),(-0.5192504994486159-0.8993682469005184j)
2022-07-15T08:00:00,(1.0164825898118788+0j),(-0.5169865067304107+0.8954468964846211j),(-0.5199706024818095-0.9006155019406943j)
2022-07-15T08:05:00,(1.0205981999609983+0j),(-0.5190456687199888+0.899013469671585j),(-0.5174046262282215-0.8961711006984646j)
2022-07-15T08:10:00,(1.01958539830222+0j),(-0.5184262203675004+0.8979405536524102j),(-0.5182953677889387-0.8977139103380399j)
2022-07-15T08:15:00,(1.0180752883465185+0j),(-0.5153756534315539+0.8926568167274613j),(-0.5183041605096899-0.8977291397771175j)
2022-07-15T08:20:00,(1.0163970362300387+0j),(-0.5169957541129191+0.8954629134209627j),(-0.5170689644777603-0.8955897174925084j)
2022-07-15T08:25:00,(1.0223173859645318+0j),(-0.5198050735990599+0.900328797505652j),(-0.5201782137238763-0.9009750951601765j)
2022-07-15T08:30:00,(1.0227155551983917+0j),(-0.5200594968047824+0.9007694714245875j),(-0.520355794495188-0.9012826740785356j)
2022-07-15T08:35:00,(1.0334579608603667+0j),(-0.5215258486143827+0.9033092672605861j),(-0.5255388819629195-0.9102600449127202j)
2022-07-15T08:40:00,(1.0262256033054635+0j),(-0.5212916369623269+0.9029036007795009j),(-0.5232209970717607-0.9062453505151369j)
2022-07-15T08:45:00,(1.0245867639388186+0j),(-0.520576140944287+0.9016643253236424j),(-0.5220211815239592-0.9041672090266335j)
2022-07-15T08:50:00,(1.0350892836734236+0j),(-0.5235810059376025+0.9068689041619501j),(-0.5268526650294749-0.9125355839341178j)
2022-07-15T08:55:00,(1.032178019537055+0j),(-0.5239397319699147+0.9074902358759125j),(-0.5274975371211457-0.9136525351612746j)
2022-07-15T09:00:00,(1.0210580012044272+0j),(-0.5163273145558939+0.8943051421464062j),(-0.5202961294928373-0.9011793312630304j)
2022-07-15T09:05:00,(1.0216254386126948+0j),(-0.5164546659942707+0.8945257213080917j),(-0.5186801012322179-0.8983802882091703j)
2022-07-15T09:10:00,(1.020226868061847+0j),(-0.5167949809946063+0.8951151641792509j),(-0.5192345126144042-0.8993405568914116j)
2022-07-15T09:15:00,(1.023307490624049+0j),(-0.5203887092551243+0.9013396841150639j),(-0.5200045554677496-0.9006743102374113j)
2022-07-15T09:20:00,(1.009911028143475+0j),(-0.5150544549676198+0.8921004846686141j),(-0.5154535980841098-0.8927918208258664j)
2022-07-15T09:25:00,(1.017480087716923+0j),(-0.5150854329388266+0.8921541400886599j),(-0.5184807124120059-0.8980349366421022j)
2022-07-15T09:30:00,(1.0245571576364472+0j),(-0.5200362787097624+0.9007292565043581j),(-0.5208650673069517-0.9021647604634239j)
2022-07-15T09:35:00,(1.0252833837528217+0j),(-0.5182479355877262+0.8976317553556251j),(-0.5208290320086152-0.9021023454958391j)
2022-07-15T09:40:00,(1.0223749424951623+0j),(-0.5188931205242395+0.8987492484459442j),(-0.5198305488375421-0.9003729219130381j)
2022-07-15T09:45:00,(1.017916301367815+0j),(-0.5197211453886242+0.900183429580989j),(-0.520667471786351-0.9018225149823952j)
2022-07-15T09:50:00,(1.0329201314639609+0j),(-0.5244808058875523+0.9084274033919111j),(-0.5252303975357638-0.9097257342115425j)
2022-07-15T09:55:00,(1.0231144445016656+0j),(-0.5185190975979367+0.8981014217343922j),(-0.5206260533058971-0.9017507760698769j)
2022-07-15T10:00:00,(1.0260714128373885+0j),(-0.5202738475832495+0.9011407378635347j),(-0.524565366626616-0.908573866888295j)
2022-07-15T10:05:00,(1.023129767297779+0j),(-0.5184565505256532+0.8979930870273326j),(-0.5204623707688948-0.9014672695994772j)
2022-07-15T10:10:00,(1.023716218624541+0j),(-0.5172580844251051+0.8959172828500341j),(-0.5211906940794806-0.9027287625777485j)
2022-07-15T10:15:00,(1.0267118618430027+0j),(-0.5206167502265951+0.9017346626638592j),(-0.5226034998934994-0.9051758140288576j)
2022-07-15T10:20:00,(1.022945474216876+0j),(-0.5215788782903896+0.9034011173537391j),(-0.5217148864817824-0.9036366904514769j)
2022-07-15T10:25:00,(1.0227449203215169+0j),(-0.5174035186014909+0.8961691822326913j),(-0.5206194125119163-0.9017392738772997j)
2022-07-15T10:30:00,(1.0281214291319065+0j),(-0.5211308114539246+0.9026250428277947j),(-0.5238312711564076-0.9073023762362878j)
2022-07-15T10:35:00,(1.016800395700311+0j),(-0.5178994239738484+0.8970281155333609j),(-0.5192076340870371-0.8992940019163792j)
2022-07-15T10:40:00,(1.0294405454080617+0j),(-0.5196000203328766+0.8999736348303645j),(-0.525573533218361-0.9103200626476907j)
2022-07-15T10:45:00,(1.0292675337134223+0j),(-0.5217690897492214+0.9037305732646175j),(-0.525387739461008-0.9099982584202264j)
2022-07-15T10:50:30,(1.0322276367320995+0j),(-0.5213248234772493+0.9029610815094725j),(-0.5251925030061176-0.9096600989608663j)
2022-07-15T10:55:00,(1.0249478333543816+0j),(-0.5232649802404682+0.9063215315980161j),(-0.5239712684600428-0.9075448586791067j)
2022-07-15T11:00:00,(1.0304382038474018+0j),(-0.5243425708919807+0.9081879733561967j),(-0.5257285020571678-0.9105884765500942j)
2022-07-15T11:05:00,(1.0290728388139583+0j),(-0.5232615465311162+0.9063155842389599j),(-0.5252715471040135-0.9097970073544607j)
2022-07-15T11:10:00,(1.0274787326049544+0j),(-0.5225051997948763+0.9050055532636536j),(-0.523332049252546-0.906437698534548j)
2022-07-15T11:15:00,(1.0267166368332439+0j),(-0.5229586239346354+0.9057909069110945j),(-0.5240533479333717-0.9076870244971706j)
2022-07-15T11:20:00,(1.0284180449795324+0j),(-0.5239283331101524+0.9074704924716558j),(-0.5262887337093489-0.9115588262356801j)
2022-07-15T11:25:00,(1.034748312991278+0j),(-0.5265599929084108+0.9120286609504759j),(-0.5282493040863668-0.9149546337404896j)
2022-07-15T11:30:00,(1.0438362564071566+0j),(-0.5304026792725537+0.9186843889707235j),(-0.531781947680672-0.9210733519308588j)
2022-07-15T11:35:00,(1.0331749459001236+0j),(-0.5214749205709875+0.9032210573018956j),(-0.5249400704407905-0.909222872932235j)
2022-07-15T11:40:00,(1.0266005854140885+0j),(-0.5199492347109702+0.9005784918759562j),(-0.5234163876751223-0.9065837769674805j)
2022-07-15T11:45:00,(1.0167370777486848+0j),(-0.5135717368882423+0.8895323416218317j),(-0.5170435901034607-0.8955457677870111j)
2022-07-15T11:50:00,(1.0102109666069436+0j),(-0.5109692212561625+0.8850246523195769j),(-0.5154975309079919-0.8928679147089501j)
2022-07-15T11:55:00,(1.009916046840955+0j),(-0.5098989403754356+0.8831708714557885j),(-0.5159123009887855-0.8935863175623442j)
2022-07-15T12:00:00,(1.014265565124847+0j),(-0.5162439678633847+0.8941607814403375j),(-0.5174498673074706-0.8962494605463133j)
2022-07-15T12:05:00,(1.0113309846763148+0j),(-0.5117448241020536+0.8863680358551552j),(-0.5153454904568138-0.8926045729227038j)
2022-07-15T12:10:00,(1.0152694566826848+0j),(-0.5101657141391023+0.8836329371685856j),(-0.5147021218067624-0.8914902257328179j)
2022-07-15T12:15:00,(1.0149474383021149+0j),(-0.5145737245331894+0.8912678351314359j),(-0.515376810283311-0.8926588204534812j)
2022-07-15T12:20:00,(1.0193695452453622+0j),(-0.5188753155025889+0.8987184092438156j),(-0.5201068631059987-0.900851512264861j)
2022-07-15T12:25:00,(1.0218790415187546+0j),(-0.5176938013509024+0.8966719667032328j),(-0.5212386643366205-0.9028118495003669j)
2022-07-15T12:30:00,(1.0162267022714988+0j),(-0.5161676415602193+0.8940285804053012j),(-0.5196976298177353-0.9001426994174401j)
2022-07-15T12:35:00,(1.01602491263283+0j),(-0.5159615451485842+0.8936716109490912j),(-0.5193318144524446-0.8995090886185675j)
2022-07-15T12:40:00,(1.015732068286408+0j),(-0.5135324021472627+0.8894642118519522j),(-0.517002404769779-0.8954744326965478j)
2022-07-15T12:45:00,(1.022184050338967+0j),(-0.5173446434166502+0.8960672074212421j),(-0.5203866473634373-0.9013361128139025j)
2022-07-15T12:50:00,(1.0160060532058683+0j),(-0.5136778883310613+0.8897162013140908j),(-0.51731313945979-0.896012640967321j)
2022-07-15T12:55:00,(1.016858243324221+0j),(-0.5118922502740512+0.8866233854754205j),(-0.5183276124472573-0.8977697597245204j)
2022-07-15T13:00:00,(1.0210943138858928+0j),(-0.51922005462975+0.8993155149274156j),(-0.5212987845016607-0.902915980680776j)
2022-07-15T13:05:00,(1.0209857630272532+0j),(-0.5199115374040283+0.9005131982250241j),(-0.5218193255598415-0.9038175842409708j)
2022-07-15T13:10:00,(1.0178585346071445+0j),(-0.5185200341775785+0.8981030439379172j),(-0.5196194202359861-0.9000072364482119j)
2022-07-15T13:15:00,(1.014873195172757+0j),(-0.515832903646492+0.893448797331506j),(-0.5190861128841878-0.8990835210188475j)
2022-07-15T13:20:00,(1.0183504071499263+0j),(-0.518654774010731+0.8983364201747408j),(-0.5195472465773667-0.899882228004515j)
2022-07-15T13:25:00,(1.0240417027339797+0j),(-0.5222884217431044+0.9046300826640189j),(-0.5227351615181532-0.9054038586521653j)
2022-07-15T13:30:00,(1.0316656271338709+0j),(-0.5238995644299337+0.9074206636558502j),(-0.5259137119752987-0.9109092695383626j)
2022-07-15T13:35:00,(1.0201844878211388+0j),(-0.5180761343546311+0.8973341868911012j),(-0.5200805360156705-0.9008059124067972j)
2022-07-15T13:40:00,(1.0277955450199985+0j),(-0.5188884248107892+0.8987411152316704j),(-0.5253973384769683-0.9100148844035723j)
2022-07-15T13:45:00,(1.0246471052167005+0j),(-0.5164325012315313+0.8944873308128896j),(-0.5222881157441303-0.9046295526582486j)
2022-07-15T13:50:00,(1.0300202950817245+0j),(-0.5219716763052024+0.9040814634725068j),(-0.523681799282948-0.9070434833571533j)
2022-07-15T13:55:00,(1.0241667106781656+0j),(-0.521452648697954+0.9031824812862217j),(-0.5219919959289946-0.9041166580933058j)
2022-07-15T14:00:00,(1.02453722469803+0j),(-0.5184295290280856+0.8979462844206486j),(-0.5231970720328417-0.9062039111321558j)
2022-07-15T14:05:00,(1.0342845730169938+0j),(-0.5233391333649378+0.9064499685771373j),(-0.5273386381313825-0.9133773140377335j)
2022-07-15T14:10:00,(1.029490486128491+0j),(-0.5216372107031292+0.903502152056332j),(-0.525787871159343-0.9106913068514612j)
2022-07-15T14:15:00,(1.0280875680747934+0j),(-0.5216355950890081+0.9034993537305888j),(-0.5248017287744587-0.9089832581373447j)
2022-07-15T14:20:00,(1.015158833392716+0j),(-0.5178238025312802+0.8968971353526913j),(-0.5191810505860259-0.8992479579419849j)
2022-07-15T14:25:00,(1.013547409271384+0j),(-0.515479740471696+0.8928371007693968j),(-0.5167554371285397-0.8950466721940956j)
2022-07-15T14:30:00,(1.0184507163331205+0j),(-0.5149435041885317+0.8919083122820942j),(-0.5187902605850273-0.8985710898051653j)
2022-07-15T14:35:00,(1.0190916402620258+0j),(-0.5165841841737678+0.8947500533754845j),(-0.5178903278757804-0.8970123606293566j)
2022-07-15T14:40:00,(1.0149118784169313+0j),(-0.5157581533247421+0.8933193259763529j),(-0.5180242218896798-0.8972442718642597j)
2022-07-15T14:45:00,(1.016764559089115+0j),(-0.5153451789851567+0.8926040334379687j),(-0.5180281274220464-0.8972510364447491j)
2022-07-15T14:50:00,(1.0169529712575762+0j),(-0.5163721296897895+0.8943827642352613j),(-0.5199299006815145-0.9005450043546236j)
2022-07-15T14:55:00,(1.0185437490486478+0j),(-0.5165403870444387+0.8946741945222609j),(-0.5206543365325949-0.9017997640555194j)
2022-07-15T15:00:00,(1.0197986804184445+0j),(-0.5174127018025197+0.8961850880034494j),(-0.5192911875378609-0.8994387207383537j)
2022-07-15T15:05:00,(1.0163071573868645+0j),(-0.5158423037607665+0.8934650788070262j),(-0.5188167824124589-0.8986170269577864j)
2022-07-15T15:10:00,(1.0201480101803089+0j),(-0.5172882902902328+0.8959696009431218j),(-0.5192161724351158-0.8993087907690641j)
2022-07-15T15:15:00,(1.0221005576930324+0j),(-0.5188113333841428+0.898607588963891j),(-0.520363440064205-0.9012959165925257j)
2022-07-15T15:20:00,(1.0134060532677656+0j),(-0.5159594125260926+0.8936679171385824j),(-0.5178128497309441-0.896878164546024j)
2022-07-15T15:25:00,(1.0217837140954729+0j),(-0.5150900987166992+0.8921622214529921j),(-0.5195835841915495-0.8999451665985053j)
2022-07-15T15:30:00,(1.020071368469728+0j),(-0.5157293787378723+0.8932694869299274j),(-0.5199939021468104-0.9006558581442751j)
2022-07-15T15:35:00,(1.0173189586458302+0j),(-0.5156282507585395+0.8930943281316563j),(-0.5174852731811085-0.8963107853183406j)
2022-07-15T15:40:00,(1.0187339115505372+0j),(-0.5172870124192331+0.8959673876056251j),(-0.5217961964406881-0.9037775234314628j)
2022-07-15T15:45:00,(1.0202764973504261+0j),(-0.514647329562047+0.89139532278111j),(-0.5204902843975552-0.9015156174225406j)
2022-07-15T15:50:00,(1.0182335756474574+0j),(-0.5177376269745204+0.8967478749100127j),(-0.520457474547908-0.9014587890959631j)
2022-07-15T15:55:00,(1.015788879063923+0j),(-0.5159006122305907+0.8935660720392733j),(-0.5167896899238926-0.8951059997759484j)
2022-07-15T16:00:00,(1.0122728061234922+0j),(-0.5136967628316857+0.8897488929081397j),(-0.5168994122451169-0.8952960444110334j)
2022-07-15T16:05:00,(1.0121801245133104+0j),(-0.5148311468982466+0.8917137037467195j),(-0.517931151695616-0.8970830695594709j)
2022-07-15T16:10:00,(1.018068979641605+0j),(-0.5174444383586909+0.896240057331195j),(-0.5197093005161153-0.9001629136599942j)
2022-07-15T16:15:00,(1.0191729008892128+0j),(-0.5204754195863801+0.9014898708143403j),(-0.5186850215654855-0.8983888104763801j)
2022-07-15T16:20:00,(1.0176063272834623+0j),(-0.5156318103865378+0.8931004935882056j),(-0.5185394124193343-0.8981366080371996j)
2022-07-15T16:25:00,(1.0148295612299612+0j),(-0.5146752563710326+0.8914436934331665j),(-0.5160373342696526-0.8938028815574427j)
2022-07-15T16:30:00,(1.0124109423983203+0j),(-0.5155521184296973+0.892962463070003j),(-0.5149124815788454-0.8918545795459344j)
2022-07-15T16:35:00,(1.0186319147604264+0j),(-0.518369435903417+0.8978422000755373j),(-0.5190271565053539-0.8989814055752767j)
2022-07-15T16:40:00,(1.0215310261594777+0j),(-0.517688633784435+0.8966630162155597j),(-0.5194186622306569-0.8996595133829558j)
2022-07-15T16:45:00,(1.0215917589706347+0j),(-0.5175449270658004+0.8964141088774955j),(-0.5194243205987279-0.8996693139639425j)
2022-07-15T16:50:00,(1.0138765158385434+0j),(-0.5159566932976737+0.8936632072968036j),(-0.5163326127046506-0.8943143188092387j)
