IsoDatetime,SOURCEBUS.1,SOURCEBUS.2,SOURCEBUS.3,SS13_1.1,SS13_1.2,SS13_1.3,T02.1,T02.2,T02.3,T02_LV.1,T02_LV.2,T02_LV.3,T01.1,T01.2,T01.3,T01_LV.1,T01_LV.2,T01_LV.3,SS03.1,SS03.2,SS03.3,SS03_LV.1,SS03_LV.2,SS03_LV.3,SS04.1,SS04.2,SS04.3,SS04_LV.1,SS04_LV.2,SS04_LV.3,SS05.1,SS05.2,SS05.3,SS05_LV.1,SS05_LV.2,SS05_LV.3,SS14.1,SS14.2,SS14.3,SS14_LV.1,SS14_LV.2,SS14_LV.3,SS15.1,SS15.2,SS15.3,SS15_LV.1,SS15_LV.2,SS15_LV.3,SS16.1,SS16.2,SS16.3,SS16_LV.1,SS16_LV.2,SS16_LV.3,SS18.1,SS18.2,SS18.3,SS18_LV.1,SS18_LV.2,SS18_LV.3,SS19.1,SS19.2,SS19.3,SS19_LV.1,SS19_LV.2,SS19_LV.3,SS21.1,SS21.2,SS21.3,SS21_LV.1,SS21_LV.2,SS21_LV.3,SS24.1,SS24.2,SS24.3,SS24_LV.1,SS24_LV.2,SS24_LV.3,SS11.1,SS11.2,SS11.3,SS11_LV.1,SS11_LV.2,SS11_LV.3,SS33.1,SS33.2,SS33.3,SS33_LV.1,SS33_LV.2,SS33_LV.3,SS29.1,SS29.2,SS29.3,SS29_LV.1,SS29_LV.2,SS29_LV.3,SS27.1,SS27.2,SS27.3,SS27_LV.1,SS27_LV.2,SS27_LV.3,SS26.1,SS26.2,SS26.3,SS26_LV.1,SS26_LV.2,SS26_LV.3,SS28.1,SS28.2,SS28.3,SS28_LV.1,SS28_LV.2,SS28_LV.3,SS25.1,SS25.2,SS25.3,SS25_LV.1,SS25_LV.2,SS25_LV.3,RMU1.1,RMU1.2,RMU1.3,SS30.1,SS30.2,SS30.3,RMU2.1,RMU2.2,RMU2.3,TX3.1,TX3.2,TX3.3,TX4.1,TX4.2,TX4.3,TX5.1,TX5.2,TX5.3,SS13_2.1,SS13_2.2,SS13_2.3,SS01.1,SS01.2,SS01.3,SS02.1,SS02.2,SS02.3,SS06.1,SS06.2,SS06.3,SS08.1,SS08.2,SS08.3,T07.1,T07.2,T07.3,T08.1,T08.2,T08.3,SS17.1,SS17.2,SS17.3,SS22.1,SS22.2,SS22.3,SS12.1,SS12.2,SS12.3,SS23.1,SS23.2,SS23.3,SS34.1,SS34.2,SS34.3
2022-09-17T00:00:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9439927452841218,0.9434056977905122,0.9499662004826844,1.0,1.0,1.0,0.9771194414335064,0.9682276940852864,0.9834402176031639,1.0,1.0,1.0,0.9501297906488778,0.9480325126907314,0.9566495296612934,1.0,1.0,1.0,0.9492225455452326,0.9479598073651571,0.9602529850609987,1.0,1.0,1.0,0.9476245953711459,0.9490201228118023,0.9557171116928633,1.0,1.0,1.0,0.928245496014934,0.9211631208131688,0.9343931477677838,1.0,1.0,1.0,0.9511394831291143,0.9479885188881476,0.9576647186861048,1.0,1.0,1.0,0.9559858606467784,0.9425037712838249,0.9547864553583726,1.0,1.0,1.0,0.9738511902616279,0.9673437298300898,0.9851180168413927,1.0,1.0,1.0,0.9753928344797361,0.9747100623816483,0.9818783754818928,1.0,1.0,1.0,0.9211904117790695,0.9168439972815593,0.9324069745194261,1.0,1.0,1.0,0.9814437662313759,0.972642253635876,0.9813631536758797,1.0,1.0,1.0,0.9474148607909472,0.9457528526158152,0.9538719720430383,1.0,1.0,1.0,0.9713623204155536,0.9754542770858355,0.9791754564308524,1.0,1.0,1.0,0.9285014271689654,0.923565145145753,0.933200712769651,1.0,1.0,1.0,1.0246554721441261,1.023879839821718,1.0354156337892708,1.0,1.0,1.0,0.9799616989816513,0.9758712945855892,0.9823332864163217,1.0,1.0,1.0,0.9511629939657936,0.9444861066418534,0.9538568076377244,1.0,1.0,1.0,0.9446747585328072,0.9459340753604714,0.9557838329497158,1.0,1.0,1.0,1.0,1.0,1.0,1.0201561160660901,1.0284980436366415,1.0345322220618816,1.0158539438368959,1.0342582474844322,1.0368593656725742,1.0,1.0,1.0,1.0217899360372273,1.0292237564155564,1.0374257731625773,1.0,1.0,1.0,1.0,1.0,1.0,1.013662151612022,1.0271821394659773,1.0282679753414186,1.0186877521734394,1.0271191962300907,1.032004375705346,1.0122091502833113,1.0286483405463183,1.0331582391272838,1.0194362236215804,1.0272857309950951,1.039800376728255,1.015230155152604,1.024514457147364,1.0301080385213608,1.0169538284264878,1.0300899893138602,1.0331790517807193,1.0153540684816968,1.0326333540830408,1.0306806702147722,1.0174100874872833,1.0275346512327685,1.0402180595668031,1.0182664342088965,1.0318630317665674,1.039166031264356,1.0,1.0,1.0
2022-09-17T00:05:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9506221323135615,0.9447363464421742,0.9567391065993511,1.0,1.0,1.0,0.9700979612292687,0.9688054336872475,0.9821612351194652,1.0,1.0,1.0,0.9450959424301201,0.9481486568179618,0.9551686506166094,1.0,1.0,1.0,0.9488274113175793,0.9446959562666148,0.9551818799317393,1.0,1.0,1.0,0.9468517015658603,0.9417599826201338,0.9542553281039008,1.0,1.0,1.0,0.9261083492818442,0.9235624395576563,0.9245706830973984,1.0,1.0,1.0,0.9557046610357671,0.9480668225098398,0.9629779709192093,1.0,1.0,1.0,0.9538549782612934,0.9461330037322708,0.9527500192804692,1.0,1.0,1.0,0.9751703656928251,0.973696172993775,0.9801624524884156,1.0,1.0,1.0,0.9804911065737784,0.9772452562925809,0.9833411775452033,1.0,1.0,1.0,0.9258146439113472,0.9201723839983021,0.9338620358472773,1.0,1.0,1.0,0.9699969393051283,0.9710122671000709,0.9767938063056456,1.0,1.0,1.0,0.9481388413107686,0.9454450769318798,0.9516731495259302,1.0,1.0,1.0,0.9754267835213782,0.9754856918278785,0.9811927001898852,1.0,1.0,1.0,0.9314366799638412,0.930514748615476,0.9316885603153924,1.0,1.0,1.0,1.0202119971638395,1.0251873901250923,1.0323335812878445,1.0,1.0,1.0,0.9766889681248494,0.9733586068178569,0.978637190746648,1.0,1.0,1.0,0.9430127479200873,0.9523375938875,0.9517704972420612,1.0,1.0,1.0,0.9480230419136711,0.9442118544972622,0.952613318939703,1.0,1.0,1.0,1.0,1.0,1.0,1.0141515056909605,1.0332176797615988,1.0358331024770664,1.0179689446811873,1.032429214240413,1.0351695642782572,1.0,1.0,1.0,1.0160793181339902,1.0312600826508704,1.0352396407495286,1.0,1.0,1.0,1.0,1.0,1.0,1.0137693496046718,1.0273150077518944,1.0302666474189672,1.014543371451405,1.0330906193026734,1.0364010085973718,1.016620533617183,1.0243595776311882,1.0366349357628373,1.0153190836215298,1.025623843393578,1.0349303664255451,1.0141218897282764,1.0308437528534524,1.0389887160702762,1.0208522278402712,1.0365188799855454,1.0389864005867533,1.0180537242026901,1.0277485307914522,1.0368912743312242,1.020931907954724,1.0341507201396656,1.0308953427566974,1.016553415487453,1.0321446104758487,1.0372382817376944,1.0,1.0,1.0
2022-09-17T00:10:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9505698965295165,0.9508800501964596,0.9517739144155464,1.0,1.0,1.0,0.9793799001667617,0.9729376058989347,0.9815963976115946,1.0,1.0,1.0,0.9426419121879327,0.9495468889628381,0.9507494692522869,1.0,1.0,1.0,0.944326573125702,0.947882746614399,0.9517919280976818,1.0,1.0,1.0,0.9426658445826436,0.9467102079538715,0.9550080329230639,1.0,1.0,1.0,0.9218732923771618,0.9203615407874814,0.926124088394155,1.0,1.0,1.0,0.9495287597733044,0.9474623510878416,0.9568936768334925,1.0,1.0,1.0,0.9506744223298126,0.9463497474057497,0.9544374727579201,1.0,1.0,1.0,0.9749727211862457,0.9792232577352101,0.9802913076389091,1.0,1.0,1.0,0.9753416820674067,0.9739874161315529,0.9819469592899641,1.0,1.0,1.0,0.9244695207249068,0.923024871887054,0.9319827636123742,1.0,1.0,1.0,0.974649934552987,0.9732077405316174,0.9773717235067794,1.0,1.0,1.0,0.9529242357452192,0.9479771101408216,0.9563962084638539,1.0,1.0,1.0,0.9777403090795798,0.9701542293016411,0.9836795070588263,1.0,1.0,1.0,0.9203952459783833,0.9274733966627984,0.9318538391704899,1.0,1.0,1.0,1.0262316738150292,1.0234019020349343,1.0292375668337659,1.0,1.0,1.0,0.9803888466970715,0.9780029341431259,0.9816452326207378,1.0,1.0,1.0,0.9481552493568441,0.9462081583500167,0.9554209945447159,1.0,1.0,1.0,0.9417652797843142,0.946781752320198,0.9499956918537339,1.0,1.0,1.0,1.0,1.0,1.0,1.0192480541346673,1.0301809598000313,1.0334191438568578,1.0168550421267497,1.0310639689765844,1.0397606542045752,1.0,1.0,1.0,1.0149291490270969,1.031048904920667,1.0343150841206747,1.0,1.0,1.0,1.0,1.0,1.0,1.017307656254681,1.025209767758332,1.0295153038411875,1.0157578203062712,1.025774593940236,1.0282128185701382,1.0156801055007225,1.029683568422394,1.0332004881499748,1.0095798975627028,1.0259673457229868,1.031524670615747,1.0118090756714895,1.025319615914596,1.0337787112355719,1.0215517242137935,1.0299038966041458,1.0308464567306712,1.017360307673958,1.0281574250698908,1.036272465744449,1.0162805990509964,1.0271583947450451,1.0328933267431057,1.0164692012312875,1.032348617156041,1.037874821519259,1.0,1.0,1.0
2022-09-17T00:15:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9475142885713143,0.9436832320570149,0.955002120396616,1.0,1.0,1.0,0.975391884229452,0.9727981614534951,0.9814517509319105,1.0,1.0,1.0,0.9496468431998396,0.9441276792447857,0.9528456523467517,1.0,1.0,1.0,0.9520508162744342,0.9469419450474988,0.9522771728403482,1.0,1.0,1.0,0.9454957926710913,0.9443522056009576,0.9509155973134956,1.0,1.0,1.0,0.9262184940711161,0.9258011038749837,0.9315034500147877,1.0,1.0,1.0,0.9508138773559954,0.9449541025711965,0.9583920054051732,1.0,1.0,1.0,0.9519600299356559,0.9466678918607084,0.9557136068317882,1.0,1.0,1.0,0.9769839922312913,0.977679832361618,0.9771215261791758,1.0,1.0,1.0,0.9770890458213985,0.9745151489680529,0.9814310885788877,1.0,1.0,1.0,0.9259139109639642,0.9219216806649666,0.9326937016357285,1.0,1.0,1.0,0.9792649047931069,0.9743323861881081,0.9824172667565679,1.0,1.0,1.0,0.9524409245552856,0.9454370547613201,0.9560686178582565,1.0,1.0,1.0,0.9734074846339643,0.9707923121383125,0.9827908840564609,1.0,1.0,1.0,0.924607190429374,0.9240706325157925,0.9321030647098412,1.0,1.0,1.0,1.028594566638321,1.0208035046745743,1.0274299220940855,1.0,1.0,1.0,0.9781512160074302,0.9735096294635959,0.9854911422146492,1.0,1.0,1.0,0.9441056332542794,0.9420324310543011,0.9540274156911055,1.0,1.0,1.0,0.9497371124934744,0.9436198620632951,0.9577055543203952,1.0,1.0,1.0,1.0,1.0,1.0,1.0163920916506348,1.0344821654611924,1.036921984957699,1.024601475712073,1.0338547007476955,1.0404240859204485,1.0,1.0,1.0,1.0195181201673862,1.0324059338170601,1.04059210511844,1.0,1.0,1.0,1.0,1.0,1.0,1.0156590103658316,1.0333814033506818,1.0314394145092594,1.0183147875650105,1.0225192901713414,1.0348270017220382,1.0161586532953406,1.0292632111527305,1.0307841085388942,1.0150075716323328,1.0304040344042578,1.0291865784882959,1.0191002184966074,1.0312178423600438,1.0332720355434,1.021563824102537,1.029253322903151,1.037354771164526,1.0208688249765998,1.025824949906843,1.0357903278248293,1.0145968783891581,1.0338195275548088,1.031175510817597,1.0206295851796174,1.0361672957729333,1.0368293998144005,1.0,1.0,1.0
2022-09-17T00:22:30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444566581283902,0.942979000390717,0.9526720941747736,1.0,1.0,1.0,0.973402746200569,0.9692898570833582,0.9803662388147663,1.0,1.0,1.0,0.9510170517515303,0.9348219756428732,0.9560651193442767,1.0,1.0,1.0,0.9438909051604993,0.9470571591287956,0.9500130548536785,1.0,1.0,1.0,0.9499193289364104,0.9456153164358517,0.9534909894938425,1.0,1.0,1.0,0.9261674194224307,0.9251961684133325,0.9304006087527672,1.0,1.0,1.0,0.9455132687614715,0.9495889232375954,0.9569207480258276,1.0,1.0,1.0,0.9400223968969865,0.9434662193275375,0.9581187258985442,1.0,1.0,1.0,0.9759764818529107,0.9764405694419465,0.9800669595239409,1.0,1.0,1.0,0.9763179651549999,0.9715601218984556,0.9777271654519755,1.0,1.0,1.0,0.9299162968640842,0.9267281351556226,0.9283174441831956,1.0,1.0,1.0,0.9775148830551161,0.9784181943131228,0.9830855922039706,1.0,1.0,1.0,0.9469258733946643,0.9435108603655666,0.9539320583518969,1.0,1.0,1.0,0.9769884959114329,0.965536868041979,0.979287065141198,1.0,1.0,1.0,0.9271785268812256,0.9232890960771477,0.9281365807057452,1.0,1.0,1.0,1.0246600917762785,1.0273179302853421,1.0298158673867528,1.0,1.0,1.0,0.977242618703914,0.9675763259956992,0.9800309702156291,1.0,1.0,1.0,0.9502320327254347,0.9425711808835818,0.9518864315729477,1.0,1.0,1.0,0.9476432681079406,0.9551639483865975,0.955151943674322,1.0,1.0,1.0,1.0,1.0,1.0,1.0135776964746932,1.029993097541698,1.0352267255795073,1.0175798805063048,1.0302517090107537,1.0381684901152897,1.0,1.0,1.0,1.0187514601806786,1.0337293216609964,1.0332071306530946,1.0,1.0,1.0,1.0,1.0,1.0,1.0144324935616664,1.0250138432032492,1.0361981308057786,1.016020788049885,1.0295344013092718,1.030147859610643,1.0155838070855847,1.0286095497826189,1.0323101947522038,1.0172847028459453,1.02523074054324,1.0346235499654304,1.0179867469965065,1.0319511826304413,1.0349294786902912,1.019315913626965,1.0292139915193028,1.0325863787145382,1.0193945557189972,1.032197304591851,1.0317149698702122,1.0155583987121628,1.0292502430686703,1.0330722988325813,1.023241524871967,1.0271502374685981,1.0394742673198645,1.0,1.0,1.0
2022-09-17T00:25:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9492271537974948,0.9513246887654302,0.9526326786491001,1.0,1.0,1.0,0.9735640720148665,0.9733987234309254,0.980167287164897,1.0,1.0,1.0,0.945932110095441,0.9457883640479683,0.9562484111681324,1.0,1.0,1.0,0.9501554199788026,0.9489499571005373,0.9556294689566465,1.0,1.0,1.0,0.9484603524634111,0.9460154391361324,0.9588840909312296,1.0,1.0,1.0,0.924036387674596,0.9201256514360662,0.9234314370841169,1.0,1.0,1.0,0.9516502949783656,0.9504585124943897,0.9575498824537239,1.0,1.0,1.0,0.9517534330828032,0.944769067185539,0.9510279357964013,1.0,1.0,1.0,0.975484070071634,0.9718886138701504,0.9840215898609198,1.0,1.0,1.0,0.974517981410321,0.9760854307114893,0.9792875558888158,1.0,1.0,1.0,0.9209158363763189,0.9219821699256678,0.9301956290672765,1.0,1.0,1.0,0.9754332551226368,0.9727895441471404,0.9858819097221964,1.0,1.0,1.0,0.949880043406685,0.9449339735637406,0.9559021194548922,1.0,1.0,1.0,0.979043085460943,0.9719843266002755,0.9849941925273882,1.0,1.0,1.0,0.9261486013943732,0.9183137078439039,0.929929399837054,1.0,1.0,1.0,1.025985183268666,1.0263690179121512,1.0283993293515452,1.0,1.0,1.0,0.9706944331989864,0.9756994966423013,0.982930880849008,1.0,1.0,1.0,0.9491771029444999,0.9473749209376405,0.9535834926124076,1.0,1.0,1.0,0.9469340811902051,0.9468189560026474,0.9538476913370855,1.0,1.0,1.0,1.0,1.0,1.0,1.0147866640432475,1.0297793527464214,1.035964315453766,1.0210047645574343,1.0312223487646837,1.035113261821582,1.0,1.0,1.0,1.0190190340185423,1.0333298052342201,1.0393343142319598,1.0,1.0,1.0,1.0,1.0,1.0,1.0173939700644132,1.0303631773689856,1.031128134846272,1.0183067046040413,1.0276222469924943,1.0309316185598412,1.0125211138755825,1.0265081552737485,1.029868320795121,1.0156108457996358,1.0335174095176782,1.0334790428022753,1.013289177927893,1.0237666348418322,1.0321580733775275,1.0212852299658426,1.0325987934215584,1.0305432470942737,1.0100446027148982,1.029935731229854,1.0356674289718477,1.0094969080344276,1.0280701823551195,1.0349783063699687,1.0139898851453235,1.0337864712484774,1.0344680592033044,1.0,1.0,1.0
2022-09-17T00:30:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9484170316067817,0.94366948708081,0.9511295087321684,1.0,1.0,1.0,0.9776929762380714,0.9776527656386155,0.9822488466314504,1.0,1.0,1.0,0.9483434684427031,0.9485423725076739,0.9543696926468737,1.0,1.0,1.0,0.9580865826267162,0.9473999500952855,0.9536208311703496,1.0,1.0,1.0,0.9514400314176267,0.9443446514818712,0.960225292192416,1.0,1.0,1.0,0.9234592319716096,0.9209744353302637,0.9297890629270156,1.0,1.0,1.0,0.9531281748253749,0.9513792529412282,0.9533307849465228,1.0,1.0,1.0,0.9501417400419945,0.9441847202169208,0.9599452124958451,1.0,1.0,1.0,0.9731379361372979,0.975498990687519,0.9866852181391957,1.0,1.0,1.0,0.9774541276889958,0.9707792758672132,0.988132824151038,1.0,1.0,1.0,0.9249114691227548,0.9201807679693412,0.9272874868112745,1.0,1.0,1.0,0.9775693102985178,0.971792033955129,0.9812079876354335,1.0,1.0,1.0,0.950965309323008,0.9459711970709909,0.9592405311470008,1.0,1.0,1.0,0.9800228668567891,0.9761377222114882,0.9814642996695256,1.0,1.0,1.0,0.9291368221140687,0.9246293739442785,0.9345488328741418,1.0,1.0,1.0,1.0277662902691935,1.0289550138207055,1.0324584568239517,1.0,1.0,1.0,0.9776465738434019,0.9728559862785652,0.9776956569173259,1.0,1.0,1.0,0.9446530769792966,0.9443917711274472,0.9546367311186624,1.0,1.0,1.0,0.9531374303106783,0.9442535867410843,0.9531297038307209,1.0,1.0,1.0,1.0,1.0,1.0,1.021574821181943,1.0340259757087962,1.035933190318924,1.0170469682586833,1.028743608546101,1.0306518269238325,1.0,1.0,1.0,1.0221326642492625,1.0330313591355,1.0398661242837153,1.0,1.0,1.0,1.0,1.0,1.0,1.0166609969795746,1.027730309871818,1.0320505047814321,1.0197427596958715,1.0335292501558695,1.0314520671191691,1.0175442914418136,1.0307700684345322,1.0326942713726721,1.015913482112054,1.032515594670219,1.0325464190223066,1.0170542520353085,1.0253932134355885,1.0343177477595826,1.0250175935812547,1.03245555594601,1.0357953969746365,1.0190377273802833,1.033386559748316,1.033475147064869,1.0162668088345188,1.0338968027480364,1.034783887985312,1.0205220911439268,1.0361853172156719,1.0373399211106686,1.0,1.0,1.0
2022-09-17T00:35:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9440735495195601,0.9449531277057207,0.9529351142613874,1.0,1.0,1.0,0.9715564488508086,0.9750291960300426,0.9804160717555118,1.0,1.0,1.0,0.9475457501066787,0.9455944275997394,0.9489306658300751,1.0,1.0,1.0,0.9493671171225299,0.9462608777604181,0.9590442524702214,1.0,1.0,1.0,0.9426355152050497,0.9467308405521476,0.9556986378568002,1.0,1.0,1.0,0.9221732346900082,0.9218654357380444,0.9323773710457895,1.0,1.0,1.0,0.9527880498765127,0.9487513109193606,0.9567353015820376,1.0,1.0,1.0,0.9495311830748447,0.947103196540414,0.9571699678518338,1.0,1.0,1.0,0.9763196939219684,0.9718718834113333,0.9829707848818038,1.0,1.0,1.0,0.9716390397191741,0.971303437872645,0.9807634080354857,1.0,1.0,1.0,0.9294547139135552,0.92084146350246,0.9311832116152863,1.0,1.0,1.0,0.9777840588513393,0.9734188431601472,0.9787746675077795,1.0,1.0,1.0,0.9450814775041179,0.9462791439835566,0.9528928129266266,1.0,1.0,1.0,0.9769945172556808,0.9746013886106326,0.9829619291584432,1.0,1.0,1.0,0.9299897077036364,0.9194731056555052,0.9285856631574219,1.0,1.0,1.0,1.0219222602944016,1.0229926398773093,1.02957987392805,1.0,1.0,1.0,0.9793322474780048,0.9773767243696233,0.9811293560087578,1.0,1.0,1.0,0.9456561868341303,0.9479183666039002,0.9475573990845975,1.0,1.0,1.0,0.9462467276107785,0.9466268585124783,0.9564593738692445,1.0,1.0,1.0,1.0,1.0,1.0,1.0177325077444537,1.031337232168714,1.0365046975398575,1.0226487580189563,1.029478984566347,1.0308931108134018,1.0,1.0,1.0,1.0201592887404336,1.029601876716425,1.031279424546661,1.0,1.0,1.0,1.0,1.0,1.0,1.0154073495953888,1.0294591174876389,1.031785179186717,1.0116371453113584,1.0286679588191803,1.0325876534674325,1.0198640077085483,1.0270824972377421,1.0306068043145893,1.0147079743244058,1.028079270879928,1.0244438176386503,1.0124171985957244,1.0293028799488952,1.0233981062980113,1.017149728220296,1.0281013741665868,1.0324557228173652,1.0126196093813167,1.0336228154475446,1.03475437345395,1.0217832673553222,1.032607310430808,1.0253929103582518,1.015775703870844,1.0267965081264565,1.0337246770219992,1.0,1.0,1.0
2022-09-17T00:40:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508007986981053,0.9487033714338546,0.9515038125427719,1.0,1.0,1.0,0.9786025597582563,0.972547552829404,0.9807773686368885,1.0,1.0,1.0,0.945912331416897,0.9466883282969636,0.9526965921848584,1.0,1.0,1.0,0.9478873397014509,0.9480197421374588,0.9520001783947097,1.0,1.0,1.0,0.9444329357429602,0.9548800145497107,0.9514573927742216,1.0,1.0,1.0,0.9180206946224443,0.9197551651051604,0.9341725890252941,1.0,1.0,1.0,0.9503782356262026,0.9482342805740771,0.9572646711767113,1.0,1.0,1.0,0.9408463413681031,0.9392547102480305,0.9513404696855934,1.0,1.0,1.0,0.9718571152221965,0.968388672500219,0.9780059481556825,1.0,1.0,1.0,0.9730012221764365,0.9765103676491894,0.9840143274114462,1.0,1.0,1.0,0.9183619257124065,0.9212451953467513,0.9346831988063673,1.0,1.0,1.0,0.9772903880464591,0.9759300306924932,0.979625453198094,1.0,1.0,1.0,0.9495647413651551,0.9419104648259714,0.9503813741016927,1.0,1.0,1.0,0.9758192492809606,0.9724580002322276,0.9776102964203732,1.0,1.0,1.0,0.9281884262168884,0.925941784079667,0.926862063777002,1.0,1.0,1.0,1.0257350620831716,1.025264486206673,1.0307930570724209,1.0,1.0,1.0,0.9723711219670099,0.9774605734219527,0.9807911942248905,1.0,1.0,1.0,0.9501929270206387,0.947849567188057,0.9534581196665641,1.0,1.0,1.0,0.9500626351984375,0.9421509758494292,0.955839001513436,1.0,1.0,1.0,1.0,1.0,1.0,1.0146051783966394,1.0339978224811073,1.032989157973038,1.020597247538394,1.0269172003122595,1.0284142426231018,1.0,1.0,1.0,1.0170708179355217,1.0296217540463934,1.0338016983430105,1.0,1.0,1.0,1.0,1.0,1.0,1.0134889751259304,1.0253994862260347,1.0261102330029042,1.0135874186425402,1.025283619598277,1.0336139210228612,1.0132907805422295,1.026754285208121,1.0274779549058422,1.0134338565787475,1.020547256600167,1.0276247632782483,1.015267323035204,1.0225906822135684,1.0369972212375977,1.0205058728081238,1.0310988126537737,1.0276443100875063,1.0151538642028717,1.0297644689468595,1.0264787777540385,1.0167912756145139,1.031768944527766,1.0314862811683077,1.0169730868366373,1.0277036764586038,1.0340749719551643,1.0,1.0,1.0
2022-09-17T00:45:00.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9399008514192785,0.9389331740563589,0.952561351010075,1.0,1.0,1.0,0.9730895960517676,0.9731042355170403,0.981390966717148,1.0,1.0,1.0,0.9481516753036284,0.9433494339625392,0.9538792045818655,1.0,1.0,1.0,0.9444843953462042,0.9480278107651526,0.9559355405578863,1.0,1.0,1.0,0.9505692598959385,0.9460369537948512,0.9536427124606104,1.0,1.0,1.0,0.9274810877878285,0.9185314039235722,0.932564542868529,1.0,1.0,1.0,0.9520369046277313,0.950398533599481,0.954026177931393,1.0,1.0,1.0,0.9477733916463887,0.9456576683676229,0.9542184175462576,1.0,1.0,1.0,0.9743257612213909,0.9740560977938453,0.9871797826153441,1.0,1.0,1.0,0.9755861905197368,0.9763083290731338,0.9828944742174701,1.0,1.0,1.0,0.9176409422008246,0.9209833136689526,0.9259108655067287,1.0,1.0,1.0,0.9786819273856454,0.9694997628619773,0.9813678529502431,1.0,1.0,1.0,0.9499888195616185,0.9458301114304671,0.9524738079207018,1.0,1.0,1.0,0.9730154371190106,0.9756978432078655,0.9798456663371765,1.0,1.0,1.0,0.9255170322246776,0.9248174823030147,0.9294338404202531,1.0,1.0,1.0,1.026382456328012,1.025611145356214,1.0317774491809932,1.0,1.0,1.0,0.9819691022426632,0.9760088545445115,0.9791794810737354,1.0,1.0,1.0,0.946496413821613,0.950158694532491,0.9549077944740771,1.0,1.0,1.0,0.9487916314782396,0.9426840649897227,0.9523214149691333,1.0,1.0,1.0,1.0,1.0,1.0,1.0182489925336178,1.0316695653818964,1.0356320368655443,1.0171082176243973,1.0310220789309088,1.0398019214452894,1.0,1.0,1.0,1.016912521345873,1.031199963524414,1.034723020086967,1.0,1.0,1.0,1.0,1.0,1.0,1.013784978553447,1.0288762112170424,1.0347152392064576,1.0146123987240847,1.0264448014873628,1.0340495647186092,1.013175951257217,1.0280573601308831,1.0298643282142965,1.0145020686545323,1.0286220620848128,1.0339082005000746,1.0123272169922088,1.0322082317264578,1.0341789441755438,1.0162648186390275,1.0296386083697144,1.034375352384762,1.0158768773701523,1.0276714416271926,1.0366827898333715,1.0168576915394412,1.0362437875439283,1.0345499883269158,1.0185230690813618,1.0283152118462462,1.0339479333645634,1.0,1.0,1.0
