Timestamp;Voltage Br [V];QoS
08/12/2022 12:00:00 AM;11345.009;0
08/12/2022 12:00:30 AM;11346.713;0
08/12/2022 12:01:00 AM;11345.949;0
08/12/2022 12:01:30 AM;11346.782;0
08/12/2022 12:02:00 AM;11341.224;0
08/12/2022 12:02:30 AM;11343.618;0
08/12/2022 12:03:00 AM;11352.321;0
08/12/2022 12:03:30 AM;11343.022;0
08/12/2022 12:04:00 AM;11344.354;0
08/12/2022 12:04:30 AM;11338.765;0
08/12/2022 12:05:00 AM;11335.241;0
08/12/2022 12:05:30 AM;11348.751;0
08/12/2022 12:06:00 AM;11350.105;0
08/12/2022 12:06:30 AM;11366.845;0
08/12/2022 12:07:00 AM;11359.106;0
08/12/2022 12:07:30 AM;11353.427;0
08/12/2022 12:08:00 AM;11358.442;0
08/12/2022 12:08:30 AM;11359.32;0
08/12/2022 12:09:00 AM;11353.417;0
08/12/2022 12:09:30 AM;11347.097;0
08/12/2022 12:10:00 AM;11336.233;0
08/12/2022 12:10:30 AM;11336.788;0
08/12/2022 12:11:00 AM;11332.284;0
08/12/2022 12:11:30 AM;11337.386;0
08/12/2022 12:12:00 AM;11329.909;0
08/12/2022 12:12:30 AM;11326.271;0
08/12/2022 12:13:00 AM;11341.249;0
08/12/2022 12:13:30 AM;11339.853;0
08/12/2022 12:14:00 AM;11344.621;0
08/12/2022 12:14:30 AM;11349.253;0
08/12/2022 12:15:00 AM;11349.078;0
08/12/2022 12:15:30 AM;11340.055;0
08/12/2022 12:16:00 AM;11346.023;0
08/12/2022 12:16:30 AM;11355.713;0
08/12/2022 12:17:00 AM;11353.784;0
08/12/2022 12:17:30 AM;11340.581;0
08/12/2022 12:18:00 AM;11346.38;0
08/12/2022 12:18:30 AM;11345.254;0
08/12/2022 12:19:00 AM;11348.828;0
08/12/2022 12:19:30 AM;11362.931;0
08/12/2022 12:20:00 AM;11355.491;0
08/12/2022 12:20:30 AM;11341.841;0
08/12/2022 12:21:00 AM;11351.907;0
08/12/2022 12:21:30 AM;11356.314;0
08/12/2022 12:22:00 AM;11343.748;0
08/12/2022 12:22:30 AM;11348.812;0
08/12/2022 12:23:00 AM;11355.056;0
08/12/2022 12:23:30 AM;11368.504;0
08/12/2022 12:24:00 AM;11361.667;0
08/12/2022 12:24:30 AM;11375.478;0
08/12/2022 12:25:00 AM;11360.343;0
08/12/2022 12:25:30 AM;11362.828;0
08/12/2022 12:26:00 AM;11368.972;0
08/12/2022 12:26:30 AM;11371.109;0
08/12/2022 12:27:00 AM;11369.73;0
08/12/2022 12:27:30 AM;11376.958;0
08/12/2022 12:28:00 AM;11377.215;0
08/12/2022 12:28:30 AM;11377.495;0
08/12/2022 12:29:00 AM;11375.486;0
08/12/2022 12:29:30 AM;11385.521;0
08/12/2022 12:30:00 AM;11372.948;0
08/12/2022 12:30:30 AM;11370.654;0
08/12/2022 12:31:00 AM;11367.894;0
08/12/2022 12:31:30 AM;11363.309;0
08/12/2022 12:32:00 AM;11365.522;0
08/12/2022 12:32:30 AM;11366.818;0
08/12/2022 12:33:00 AM;11380.782;0
08/12/2022 12:33:30 AM;11373.833;0
08/12/2022 12:34:00 AM;11380.049;0
08/12/2022 12:34:30 AM;11371.657;0
08/12/2022 12:35:00 AM;11381.499;0
08/12/2022 12:35:30 AM;11372.079;0
08/12/2022 12:36:00 AM;11374.256;0
08/12/2022 12:36:30 AM;11375.042;0
08/12/2022 12:37:00 AM;11363.326;0
08/12/2022 12:37:30 AM;11354.55;0
08/12/2022 12:38:00 AM;11378.95;0
