Timestamp;Power [kW];QoS
08/12/2022 12:00:00 AM;17.267;0
08/12/2022 12:00:30 AM;17.138;0
08/12/2022 12:01:00 AM;25.031;0
08/12/2022 12:01:30 AM;24.882;0
08/12/2022 12:02:00 AM;16.653;0
08/12/2022 12:02:30 AM;24.639;0
08/12/2022 12:03:00 AM;19.992;0
08/12/2022 12:03:30 AM;20.072;0
08/12/2022 12:04:00 AM;27.637;0
08/12/2022 12:04:30 AM;26.747;0
08/12/2022 12:05:00 AM;24.66;0
08/12/2022 12:05:30 AM;21.83;0
08/12/2022 12:06:00 AM;21.932;0
08/12/2022 12:06:30 AM;15.716;0
08/12/2022 12:07:00 AM;13.726;0
08/12/2022 12:07:30 AM;21.529;0
08/12/2022 12:08:00 AM;21.617;0
08/12/2022 12:08:30 AM;13.832;0
08/12/2022 12:09:00 AM;13.597;0
08/12/2022 12:09:30 AM;13.606;0
08/12/2022 12:10:00 AM;13.545;0
08/12/2022 12:10:30 AM;21.377;0
08/12/2022 12:11:00 AM;21.431;0
08/12/2022 12:11:30 AM;13.577;0
08/12/2022 12:12:00 AM;13.591;0
08/12/2022 12:12:30 AM;13.604;0
08/12/2022 12:13:00 AM;21.517;0
08/12/2022 12:13:00 AM;21.517;0
08/12/2022 12:13:30 AM;21.474;0
08/12/2022 12:14:00 AM;13.573;0
08/12/2022 12:14:30 AM;13.496;0
08/12/2022 12:15:00 AM;21.411;0
08/12/2022 12:15:30 AM;14.191;0
08/12/2022 12:16:00 AM;16.287;0
08/12/2022 12:16:30 AM;24.214;0
08/12/2022 12:17:00 AM;22.197;0
08/12/2022 12:17:30 AM;21.4;0
08/12/2022 12:18:00 AM;13.479;0
08/12/2022 12:18:30 AM;13.353;0
08/12/2022 12:19:00 AM;21.255;0
08/12/2022 12:19:30 AM;21.239;0
08/12/2022 12:20:00 AM;21.291;0
08/12/2022 12:20:30 AM;21.321;0
08/12/2022 12:21:00 AM;21.244;0
08/12/2022 12:21:30 AM;21.209;0
08/12/2022 12:22:00 AM;21.2;0
