Timestamp;Current Ib [A];QoS
08/12/2022 12:00:00 AM;17.269;0
08/12/2022 12:00:30 AM;17.079;0
08/12/2022 12:01:00 AM;27.853;0
08/12/2022 12:01:30 AM;27.608;0
08/12/2022 12:02:00 AM;17.182;0
08/12/2022 12:02:30 AM;27.863;0
08/12/2022 12:03:00 AM;17.719;0
08/12/2022 12:03:30 AM;17.719;0
08/12/2022 12:04:00 AM;28.251;0
08/12/2022 12:04:30 AM;28.251;0
08/12/2022 12:05:00 AM;28.201;0
08/12/2022 12:05:30 AM;28.062;0
08/12/2022 12:06:00 AM;28.168;0
08/12/2022 12:06:30 AM;25.277;0
08/12/2022 12:07:00 AM;17.376;0
08/12/2022 12:07:30 AM;27.424;0
08/12/2022 12:08:00 AM;27.576;0
08/12/2022 12:08:30 AM;17.252;0
08/12/2022 12:09:00 AM;17.283;0
08/12/2022 12:09:30 AM;17.21;0
08/12/2022 12:10:00 AM;17.263;0
08/12/2022 12:10:30 AM;27.433;0
08/12/2022 12:11:00 AM;27.329;0
08/12/2022 12:11:30 AM;17.23;0
08/12/2022 12:12:00 AM;17.309;0
08/12/2022 12:12:30 AM;17.254;0
08/12/2022 12:13:00 AM;27.687;0
08/12/2022 12:13:30 AM;27.522;0
08/12/2022 12:14:00 AM;17.065;0
08/12/2022 12:14:30 AM;17.263;0
08/12/2022 12:15:00 AM;27.758;0
08/12/2022 12:15:30 AM;17.099;0
08/12/2022 12:16:00 AM;17.306;0
08/12/2022 12:16:30 AM;27.447;0
08/12/2022 12:17:00 AM;27.377;0
08/12/2022 12:17:30 AM;27.465;0
08/12/2022 12:18:00 AM;17.38;0
08/12/2022 12:18:30 AM;16.648;0
08/12/2022 12:19:00 AM;26.91;0
08/12/2022 12:19:30 AM;26.908;0
08/12/2022 12:20:00 AM;26.989;0
08/12/2022 12:20:30 AM;26.795;0
08/12/2022 12:21:00 AM;26.94;0
08/12/2022 12:21:30 AM;26.845;0
08/12/2022 12:22:00 AM;27.055;0
08/12/2022 12:22:30 AM;27.116;0
08/12/2022 12:23:00 AM;27.145;0
08/12/2022 12:23:30 AM;27.054;0
08/12/2022 12:24:00 AM;16.777;0
08/12/2022 12:24:30 AM;16.596;0
08/12/2022 12:25:00 AM;16.753;0
08/12/2022 12:25:30 AM;27.041;0
08/12/2022 12:26:00 AM;27.225;0
08/12/2022 12:26:30 AM;27.395;0
08/12/2022 12:27:00 AM;16.931;0
08/12/2022 12:27:30 AM;16.885;0
08/12/2022 12:28:00 AM;16.713;0
08/12/2022 12:28:30 AM;16.815;0
08/12/2022 12:29:00 AM;16.956;0
08/12/2022 12:29:30 AM;16.714;0
08/12/2022 12:30:00 AM;16.797;0
08/12/2022 12:30:30 AM;26.92;0
08/12/2022 12:31:00 AM;16.593;0
08/12/2022 12:31:30 AM;16.463;0
08/12/2022 12:32:00 AM;26.803;0
08/12/2022 12:32:30 AM;18.419;0
08/12/2022 12:33:00 AM;26.963;0
08/12/2022 12:33:30 AM;26.879;0
08/12/2022 12:34:00 AM;26.816;0
08/12/2022 12:34:30 AM;26.874;0
08/12/2022 12:35:00 AM;26.912;0
08/12/2022 12:35:30 AM;26.84;0
08/12/2022 12:36:00 AM;17.269;0
08/12/2022 12:36:30 AM;26.816;0
08/12/2022 12:37:00 AM;26.842;0
08/12/2022 12:37:30 AM;16.577;0
08/12/2022 12:38:00 AM;26.849;0
08/12/2022 12:38:30 AM;26.937;0
08/12/2022 12:39:00 AM;26.81;0
08/12/2022 12:39:30 AM;26.676;0
08/12/2022 12:40:00 AM;35.422;0
08/12/2022 12:40:30 AM;26.953;0
08/12/2022 12:41:00 AM;26.924;0
08/12/2022 12:41:30 AM;26.99;0
08/12/2022 12:42:00 AM;27.117;0
08/12/2022 12:42:30 AM;26.901;0
08/12/2022 12:43:00 AM;16.733;0
08/12/2022 12:43:30 AM;26.75;0
08/12/2022 12:44:00 AM;27.031;0
08/12/2022 12:44:30 AM;26.952;0
08/12/2022 12:45:00 AM;27.042;0
08/12/2022 12:45:30 AM;26.942;0
08/12/2022 12:46:00 AM;27.005;0
08/12/2022 12:46:30 AM;16.577;0
08/12/2022 12:47:00 AM;16.836;0
08/12/2022 12:47:30 AM;16.749;0
08/12/2022 12:48:00 AM;16.656;0
08/12/2022 12:48:30 AM;16.609;0
08/12/2022 12:49:00 AM;16.658;0
08/12/2022 12:49:30 AM;16.918;0
08/12/2022 12:50:00 AM;17.019;0
08/12/2022 12:50:30 AM;24.837;0
08/12/2022 12:51:00 AM;17.007;0
08/12/2022 12:51:30 AM;16.735;0
08/12/2022 12:52:00 AM;16.881;0
08/12/2022 12:52:30 AM;27.131;0
08/12/2022 12:53:00 AM;27.6;0
08/12/2022 12:53:30 AM;27.24;0
08/12/2022 12:54:00 AM;16.84;0
08/12/2022 12:54:30 AM;27.262;0
08/12/2022 12:55:00 AM;16.848;0
08/12/2022 12:55:30 AM;16.777;0
08/12/2022 12:56:00 AM;16.799;0
08/12/2022 12:56:30 AM;16.815;0
08/12/2022 12:57:00 AM;17.097;0
08/12/2022 12:57:30 AM;17.255;0
08/12/2022 12:58:00 AM;17.222;0
08/12/2022 12:58:30 AM;17.526;0
08/12/2022 12:59:00 AM;27.649;0
08/12/2022 12:59:30 AM;27.531;0
08/12/2022 01:00:00 AM;27.934;0
08/12/2022 01:00:30 AM;27.778;0
08/12/2022 01:01:00 AM;27.741;0
08/12/2022 01:01:30 AM;17.448;0
08/12/2022 01:02:00 AM;17.251;0
08/12/2022 01:02:30 AM;27.681;0
08/12/2022 01:03:00 AM;27.754;0
08/12/2022 01:03:30 AM;27.699;0
08/12/2022 01:04:00 AM;27.771;0
08/12/2022 01:04:30 AM;26.851;0
08/12/2022 01:05:00 AM;29.207;0
08/12/2022 01:05:30 AM;27.764;0
08/12/2022 01:06:00 AM;17.374;0
08/12/2022 01:06:30 AM;17.245;0
08/12/2022 01:07:00 AM;17.499;0
08/12/2022 01:07:30 AM;17.322;0
08/12/2022 01:08:00 AM;27.793;0
08/12/2022 01:08:30 AM;28.077;0
08/12/2022 01:09:00 AM;27.891;0
08/12/2022 01:09:30 AM;28.106;0
08/12/2022 01:10:00 AM;27.978;0
08/12/2022 01:10:30 AM;29.777;0
08/12/2022 01:11:00 AM;27.473;0
08/12/2022 01:11:30 AM;27.934;0
08/12/2022 01:12:00 AM;17.411;0
08/12/2022 01:12:30 AM;17.413;0
08/12/2022 01:13:00 AM;17.253;0
08/12/2022 01:13:30 AM;17.284;0
08/12/2022 01:14:00 AM;27.845;0
08/12/2022 01:14:30 AM;17.371;0
08/12/2022 01:15:00 AM;27.798;0
08/12/2022 01:15:30 AM;17.357;0
08/12/2022 01:16:00 AM;16.924;0
08/12/2022 01:16:30 AM;27.592;0
08/12/2022 01:17:00 AM;36.127;0
08/12/2022 01:17:30 AM;27.383;0
08/12/2022 01:18:00 AM;27.591;0
08/12/2022 01:18:30 AM;27.389;0
08/12/2022 01:19:00 AM;27.306;0
08/12/2022 01:19:30 AM;27.328;0
08/12/2022 01:20:00 AM;27.448;0
08/12/2022 01:20:30 AM;27.316;0
08/12/2022 01:21:00 AM;27.173;0
08/12/2022 01:21:30 AM;16.709;0
08/12/2022 01:22:00 AM;16.827;0
08/12/2022 01:22:30 AM;16.844;0
08/12/2022 01:23:00 AM;27.168;0
08/12/2022 01:23:30 AM;27.074;0
08/12/2022 01:24:00 AM;27.124;0
08/12/2022 01:24:30 AM;27.163;0
08/12/2022 01:25:00 AM;27.207;0
08/12/2022 01:25:30 AM;16.923;0
08/12/2022 01:26:00 AM;16.961;0
08/12/2022 01:26:30 AM;26.81;0
08/12/2022 01:27:00 AM;27.186;0
08/12/2022 01:27:30 AM;16.887;0
08/12/2022 01:28:00 AM;16.93;0
08/12/2022 01:28:30 AM;16.792;0
08/12/2022 01:29:00 AM;16.914;0
08/12/2022 01:29:30 AM;16.876;0
08/12/2022 01:30:00 AM;17.078;0
08/12/2022 01:30:30 AM;17.265;0
08/12/2022 01:31:00 AM;17.131;0
08/12/2022 01:31:30 AM;17.472;0
08/12/2022 01:32:00 AM;17.054;0
08/12/2022 01:32:30 AM;17.163;0
08/12/2022 01:33:00 AM;27.175;0
08/12/2022 01:33:30 AM;27.394;0
08/12/2022 01:34:00 AM;27.358;0
08/12/2022 01:34:30 AM;17.021;0
08/12/2022 01:35:00 AM;26.81;0
08/12/2022 01:35:30 AM;16.983;0
08/12/2022 01:36:00 AM;16.999;0
08/12/2022 01:36:30 AM;16.954;0
08/12/2022 01:37:00 AM;17.197;0
08/12/2022 01:37:30 AM;27.212;0
08/12/2022 01:38:00 AM;27.261;0
08/12/2022 01:38:30 AM;17.182;0
08/12/2022 01:39:00 AM;17.127;0
08/12/2022 01:39:30 AM;27.353;0
08/12/2022 01:40:00 AM;34.438;0
08/12/2022 01:40:30 AM;38.011;0
08/12/2022 01:41:00 AM;38.463;0
08/12/2022 01:41:30 AM;27.286;0
08/12/2022 01:42:00 AM;38.253;0
08/12/2022 01:42:30 AM;27.372;0
