Timestamp;Voltage Br [V];QoS
08/12/2022 12:00:00 AM;11347.419;0
08/12/2022 12:00:30 AM;11348.404;0
08/12/2022 12:01:00 AM;11345.576;0
08/12/2022 12:01:30 AM;11348.933;0
08/12/2022 12:02:00 AM;11344.779;0
08/12/2022 12:02:30 AM;11344.367;0
08/12/2022 12:03:00 AM;11354.637;0
08/12/2022 12:03:30 AM;11344.148;0
08/12/2022 12:04:00 AM;11344.255;0
08/12/2022 12:04:30 AM;11338.918;0
08/12/2022 12:05:00 AM;11334.192;0
08/12/2022 12:05:30 AM;11350.874;0
08/12/2022 12:06:00 AM;11349.104;0
08/12/2022 12:06:30 AM;11366.324;0
08/12/2022 12:07:00 AM;11360.291;0
08/12/2022 12:07:30 AM;11355.965;0
08/12/2022 12:08:00 AM;11358.815;0
08/12/2022 12:08:30 AM;11360.113;0
08/12/2022 12:09:00 AM;11353.37;0
08/12/2022 12:09:30 AM;11347.295;0
08/12/2022 12:10:00 AM;11336.01;0
08/12/2022 12:10:30 AM;11337.505;0
08/12/2022 12:11:00 AM;11333.098;0
08/12/2022 12:11:30 AM;11336.07;0
08/12/2022 12:12:00 AM;11330.788;0
08/12/2022 12:12:30 AM;11327.125;0
08/12/2022 12:13:00 AM;11340.7;0
08/12/2022 12:13:30 AM;11340.771;0
08/12/2022 12:14:00 AM;11345.815;0
08/12/2022 12:14:30 AM;11351.722;0
08/12/2022 12:15:00 AM;11351.318;0
08/12/2022 12:15:30 AM;11339.534;0
08/12/2022 12:16:00 AM;11346.432;0
08/12/2022 12:16:30 AM;11355.862;0
08/12/2022 12:17:00 AM;11354.646;0
08/12/2022 12:17:30 AM;11341.849;0
08/12/2022 12:18:00 AM;11347.902;0
08/12/2022 12:18:30 AM;11347.194;0
08/12/2022 12:19:00 AM;11348.312;0
08/12/2022 12:19:30 AM;11363.311;0
08/12/2022 12:20:00 AM;11356.753;0
08/12/2022 12:20:30 AM;11346.055;0
08/12/2022 12:21:00 AM;11352.119;0
