Timestamp;Voltage Ry [V];QoS
08/12/2022 12:00:00 AM;11325.725;0
08/12/2022 12:00:30 AM;11313.084;0
08/12/2022 12:01:00 AM;11306.198;0
08/12/2022 12:01:30 AM;11294.922;0
08/12/2022 12:02:00 AM;11314.742;0
08/12/2022 12:02:30 AM;11310.392;0
08/12/2022 12:03:00 AM;11325.034;0
08/12/2022 12:03:30 AM;11324.015;0
08/12/2022 12:04:00 AM;11322.591;0
08/12/2022 12:04:30 AM;11317.269;0
08/12/2022 12:05:00 AM;11300.693;0
08/12/2022 12:05:30 AM;11312.089;0
08/12/2022 12:06:00 AM;11318.229;0
08/12/2022 12:06:30 AM;11323.094;0
08/12/2022 12:07:00 AM;11320.98;0
08/12/2022 12:07:30 AM;11325.223;0
08/12/2022 12:08:00 AM;11326.729;0
08/12/2022 12:08:30 AM;11324.368;0
08/12/2022 12:09:00 AM;11317.796;0
08/12/2022 12:09:30 AM;11316.569;0
08/12/2022 12:10:00 AM;11315.76;0
08/12/2022 12:10:30 AM;11311.12;0
08/12/2022 12:11:00 AM;11301.036;0
08/12/2022 12:11:30 AM;11300.811;0
08/12/2022 12:12:00 AM;11297.776;0
08/12/2022 12:12:30 AM;11292.435;0
08/12/2022 12:13:00 AM;11304.678;0
08/12/2022 12:13:30 AM;11307.34;0
08/12/2022 12:14:00 AM;11318.452;0
08/12/2022 12:14:30 AM;11304.224;0
08/12/2022 12:15:00 AM;11301.412;0
08/12/2022 12:15:30 AM;11311.453;0
08/12/2022 12:16:00 AM;11297.787;0
08/12/2022 12:16:30 AM;11303.503;0
08/12/2022 12:17:00 AM;11297.598;0
08/12/2022 12:17:30 AM;11297.177;0
08/12/2022 12:18:00 AM;11303.131;0
08/12/2022 12:18:30 AM;11297.717;0
08/12/2022 12:19:00 AM;11297.749;0
08/12/2022 12:19:30 AM;11283.813;0
08/12/2022 12:20:00 AM;11275.371;0
08/12/2022 12:20:30 AM;11306.216;0
08/12/2022 12:21:00 AM;11310.167;0
08/12/2022 12:21:30 AM;11303.737;0
08/12/2022 12:22:00 AM;11303.79;0
08/12/2022 12:22:30 AM;11309.401;0
08/12/2022 12:23:00 AM;11332.912;0
08/12/2022 12:23:30 AM;11318.772;0
08/12/2022 12:24:00 AM;11332.413;0
08/12/2022 12:24:30 AM;11326.079;0
08/12/2022 12:25:00 AM;11343.021;0
08/12/2022 12:25:30 AM;11334.624;0
08/12/2022 12:26:00 AM;11337.414;0
08/12/2022 12:26:30 AM;11338.376;0
08/12/2022 12:27:00 AM;11345.891;0
08/12/2022 12:27:30 AM;11351.707;0
08/12/2022 12:28:00 AM;11349.646;0
08/12/2022 12:28:30 AM;11347.239;0
08/12/2022 12:29:00 AM;11348.102;0
08/12/2022 12:29:30 AM;11356.06;0
08/12/2022 12:30:00 AM;11346.073;0
08/12/2022 12:30:30 AM;11341.099;0
08/12/2022 12:31:00 AM;11339.105;0
08/12/2022 12:31:30 AM;11330.273;0
08/12/2022 12:32:00 AM;11340.049;0
08/12/2022 12:32:30 AM;11335.738;0
08/12/2022 12:33:00 AM;11328.749;0
08/12/2022 12:33:30 AM;11349.862;0
08/12/2022 12:34:00 AM;11357.665;0
08/12/2022 12:34:30 AM;11350.909;0
08/12/2022 12:35:00 AM;11340.081;0
08/12/2022 12:35:30 AM;11341.368;0
08/12/2022 12:36:00 AM;11328.382;0
08/12/2022 12:36:30 AM;11325.073;0
08/12/2022 12:37:00 AM;11340.157;0
08/12/2022 12:37:30 AM;11334.747;0
08/12/2022 12:38:00 AM;11330.049;0
08/12/2022 12:38:30 AM;11329.595;0
08/12/2022 12:39:00 AM;11346.557;0
08/12/2022 12:39:30 AM;11344.075;0
08/12/2022 12:40:00 AM;11328.087;0
