Timestamp;Voltage Yb [V];QoS
08/12/2022 12:00:00 AM;11432.346;0
08/12/2022 12:00:30 AM;11421.044;0
08/12/2022 12:01:00 AM;11418.843;0
08/12/2022 12:01:30 AM;11409.536;0
08/12/2022 12:02:00 AM;11420.526;0
08/12/2022 12:02:30 AM;11417.858;0
08/12/2022 12:03:00 AM;11432.827;0
08/12/2022 12:03:30 AM;11443.424;0
08/12/2022 12:04:00 AM;11438.947;0
08/12/2022 12:04:30 AM;11434.026;0
08/12/2022 12:05:00 AM;11423.867;0
08/12/2022 12:05:30 AM;11425.203;0
08/12/2022 12:06:00 AM;11433.186;0
08/12/2022 12:06:30 AM;11426.383;0
08/12/2022 12:07:00 AM;11433.288;0
08/12/2022 12:07:30 AM;11427.295;0
08/12/2022 12:08:00 AM;11438.53;0
08/12/2022 12:08:30 AM;11434.707;0
08/12/2022 12:09:00 AM;11425.091;0
08/12/2022 12:09:30 AM;11424.807;0
08/12/2022 12:10:00 AM;11418.636;0
08/12/2022 12:10:30 AM;11422.403;0
08/12/2022 12:11:00 AM;11411.726;0
08/12/2022 12:11:30 AM;11414.734;0
08/12/2022 12:12:00 AM;11411.364;0
08/12/2022 12:12:30 AM;11407.696;0
08/12/2022 12:13:00 AM;11422.901;0
08/12/2022 12:13:30 AM;11429.923;0
08/12/2022 12:14:00 AM;11422.557;0
08/12/2022 12:14:30 AM;11416.143;0
08/12/2022 12:15:00 AM;11398.924;0
08/12/2022 12:15:30 AM;11411.879;0
08/12/2022 12:16:00 AM;11404.602;0
08/12/2022 12:16:30 AM;11418.657;0
08/12/2022 12:17:00 AM;11411.653;0
08/12/2022 12:17:30 AM;11404.938;0
08/12/2022 12:18:00 AM;11411.975;0
08/12/2022 12:18:30 AM;11408.345;0
08/12/2022 12:19:00 AM;11408.305;0
08/12/2022 12:19:30 AM;11395.974;0
08/12/2022 12:20:00 AM;11385.414;0
08/12/2022 12:20:30 AM;11410.857;0
08/12/2022 12:21:00 AM;11414.118;0
08/12/2022 12:21:30 AM;11413.78;0
08/12/2022 12:22:00 AM;11406.729;0
08/12/2022 12:22:30 AM;11413.221;0
08/12/2022 12:23:00 AM;11432.72;0
08/12/2022 12:23:30 AM;11424.649;0
08/12/2022 12:24:00 AM;11433.212;0
08/12/2022 12:24:30 AM;11430.729;0
08/12/2022 12:25:00 AM;11439.05;0
08/12/2022 12:25:30 AM;11435.975;0
08/12/2022 12:26:00 AM;11439.95;0
08/12/2022 12:26:30 AM;11443.691;0
08/12/2022 12:27:00 AM;11443.145;0
08/12/2022 12:27:30 AM;11452.915;0
08/12/2022 12:28:00 AM;11449.092;0
08/12/2022 12:28:30 AM;11449.904;0
08/12/2022 12:29:00 AM;11447.683;0
08/12/2022 12:29:30 AM;11457.664;0
08/12/2022 12:30:00 AM;11448.509;0
08/12/2022 12:30:30 AM;11444.744;0
08/12/2022 12:31:00 AM;11432.729;0
08/12/2022 12:31:30 AM;11428.254;0
08/12/2022 12:32:00 AM;11434.764;0
08/12/2022 12:32:30 AM;11432.518;0
08/12/2022 12:33:00 AM;11433.68;0
08/12/2022 12:33:30 AM;11450.741;0
08/12/2022 12:34:00 AM;11461.482;0
08/12/2022 12:34:30 AM;11459.796;0
08/12/2022 12:35:00 AM;11448.745;0
08/12/2022 12:35:30 AM;11448.649;0
08/12/2022 12:36:00 AM;11438.265;0
08/12/2022 12:36:30 AM;11433.719;0
08/12/2022 12:37:00 AM;11442.793;0
08/12/2022 12:37:30 AM;11434.764;0
08/12/2022 12:38:00 AM;11437.328;0
08/12/2022 12:38:30 AM;11438.177;0
08/12/2022 12:39:00 AM;11447.955;0
08/12/2022 12:39:30 AM;11446.201;0
08/12/2022 12:40:00 AM;11436.482;0
08/12/2022 12:40:30 AM;11444.776;0
08/12/2022 12:41:00 AM;11445.666;0
08/12/2022 12:41:30 AM;11448.68;0
08/12/2022 12:42:00 AM;11438.778;0
08/12/2022 12:42:30 AM;11434.53;0
08/12/2022 12:43:00 AM;11450.376;0
08/12/2022 12:43:30 AM;11443.542;0
08/12/2022 12:44:00 AM;11460.43;0
08/12/2022 12:44:30 AM;11468.26;0
08/12/2022 12:45:00 AM;11461.128;0
08/12/2022 12:45:30 AM;11462.195;0
08/12/2022 12:46:00 AM;11454.452;0
08/12/2022 12:46:30 AM;11459.083;0
08/12/2022 12:47:00 AM;11457.692;0
08/12/2022 12:47:30 AM;11460.42;0
08/12/2022 12:48:00 AM;11464.234;0
08/12/2022 12:48:30 AM;11464.895;0
08/12/2022 12:49:00 AM;11460.732;0
08/12/2022 12:49:30 AM;11464.122;0
08/12/2022 12:50:00 AM;11464.752;0
08/12/2022 12:50:30 AM;11463.658;0
08/12/2022 12:51:00 AM;11465.314;0
08/12/2022 12:51:30 AM;11466.195;0
08/12/2022 12:52:00 AM;11467.625;0
08/12/2022 12:52:30 AM;11473.377;0
08/12/2022 12:53:00 AM;11469.916;0
08/12/2022 12:53:30 AM;11472.916;0
08/12/2022 12:54:00 AM;11475.483;0
08/12/2022 12:54:30 AM;11477.586;0
08/12/2022 12:55:00 AM;11478.581;0
08/12/2022 12:55:30 AM;11482.491;0
08/12/2022 12:56:00 AM;11477.743;0
08/12/2022 12:56:30 AM;11482.406;0
08/12/2022 12:57:00 AM;11386.619;0
08/12/2022 12:57:30 AM;11334.391;0
08/12/2022 12:58:00 AM;11287.934;0
08/12/2022 12:58:30 AM;11288.622;0
08/12/2022 12:59:00 AM;11278.269;0
08/12/2022 12:59:30 AM;11266.678;0
08/12/2022 01:00:00 AM;11261.685;0
08/12/2022 01:00:30 AM;11252.819;0
08/12/2022 01:01:00 AM;11244.495;0
08/12/2022 01:01:30 AM;11246.225;0
08/12/2022 01:02:00 AM;11245.29;0
08/12/2022 01:02:30 AM;11418.73;0
08/12/2022 01:03:00 AM;11415.354;0
08/12/2022 01:03:30 AM;11422.672;0
08/12/2022 01:04:00 AM;11423.977;0
08/12/2022 01:04:30 AM;11422.25;0
08/12/2022 01:05:00 AM;11419.943;0
08/12/2022 01:05:30 AM;11419.723;0
08/12/2022 01:06:00 AM;11415.287;0
08/12/2022 01:06:30 AM;11424.181;0
08/12/2022 01:07:00 AM;11422.92;0
08/12/2022 01:07:30 AM;11425.631;0
08/12/2022 01:08:00 AM;11423.402;0
08/12/2022 01:08:30 AM;11425.313;0
08/12/2022 01:09:00 AM;11421.77;0
08/12/2022 01:09:30 AM;11427.147;0
08/12/2022 01:10:00 AM;11425.931;0
08/12/2022 01:10:30 AM;11427.377;0
08/12/2022 01:11:00 AM;11431.172;0
08/12/2022 01:11:30 AM;11435.096;0
08/12/2022 01:12:00 AM;11442.043;0
08/12/2022 01:12:30 AM;11436.769;0
08/12/2022 01:13:00 AM;11436.9;0
08/12/2022 01:13:30 AM;11431.741;0
08/12/2022 01:14:00 AM;11430.453;0
08/12/2022 01:14:30 AM;11436.735;0
08/12/2022 01:15:00 AM;11433.278;0
08/12/2022 01:15:30 AM;11432.378;0
08/12/2022 01:16:00 AM;11434.927;0
08/12/2022 01:16:30 AM;11437.413;0
08/12/2022 01:17:00 AM;11433.52;0
08/12/2022 01:17:30 AM;11429.604;0
08/12/2022 01:18:00 AM;11435.877;0
08/12/2022 01:18:30 AM;11437.833;0
08/12/2022 01:19:00 AM;11438.929;0
08/12/2022 01:19:30 AM;11432.266;0
08/12/2022 01:20:00 AM;11435.076;0
08/12/2022 01:20:30 AM;11436.897;0
08/12/2022 01:21:00 AM;11440.948;0
08/12/2022 01:21:30 AM;11436.92;0
08/12/2022 01:22:00 AM;11438.886;0
08/12/2022 01:22:30 AM;11439.382;0
08/12/2022 01:23:00 AM;11434.427;0
08/12/2022 01:23:30 AM;11435.891;0
08/12/2022 01:24:00 AM;11440.226;0
08/12/2022 01:24:30 AM;11438.012;0
08/12/2022 01:25:00 AM;11446.585;0
08/12/2022 01:25:30 AM;11429.889;0
08/12/2022 01:26:00 AM;11443.906;0
08/12/2022 01:26:30 AM;11446.715;0
08/12/2022 01:27:00 AM;11437.633;0
08/12/2022 01:27:30 AM;11443.902;0
08/12/2022 01:28:00 AM;11431.731;0
08/12/2022 01:28:30 AM;11435.906;0
08/12/2022 01:29:00 AM;11438.857;0
08/12/2022 01:29:30 AM;11439.207;0
08/12/2022 01:30:00 AM;11437.476;0
08/12/2022 01:30:30 AM;11430.652;0
08/12/2022 01:31:00 AM;11426.006;0
08/12/2022 01:31:30 AM;11434.198;0
08/12/2022 01:32:00 AM;11428.851;0
08/12/2022 01:32:30 AM;11418.836;0
08/12/2022 01:33:00 AM;11421.278;0
08/12/2022 01:33:30 AM;11421.047;0
08/12/2022 01:34:00 AM;11427.314;0
08/12/2022 01:34:30 AM;11423.16;0
08/12/2022 01:35:00 AM;11420.785;0
08/12/2022 01:35:30 AM;11432.42;0
08/12/2022 01:36:00 AM;11427.401;0
08/12/2022 01:36:30 AM;11436.554;0
08/12/2022 01:37:00 AM;11436.71;0
08/12/2022 01:37:30 AM;11432.402;0
08/12/2022 01:38:00 AM;11438.492;0
08/12/2022 01:38:30 AM;11433.743;0
08/12/2022 01:39:00 AM;11428.605;0
08/12/2022 01:39:30 AM;11429.242;0
08/12/2022 01:40:00 AM;11424.869;0
08/12/2022 01:40:30 AM;11430.045;0
08/12/2022 01:41:00 AM;11428.688;0
08/12/2022 01:41:30 AM;11424.531;0
08/12/2022 01:42:00 AM;11431.508;0
08/12/2022 01:42:30 AM;11431.697;0
08/12/2022 01:43:00 AM;11428.965;0
08/12/2022 01:43:30 AM;11433.654;0
08/12/2022 01:44:00 AM;11432.229;0
