Timestamp;Current Ib [A];QoS
08/12/2022 12:00:00 AM;98.211;0
08/12/2022 12:00:30 AM;98.654;0
08/12/2022 12:01:00 AM;98.654;0
08/12/2022 12:01:30 AM;98.365;0
08/12/2022 12:02:00 AM;98.291;0
08/12/2022 12:02:30 AM;98.709;0
08/12/2022 12:03:00 AM;97.647;0
08/12/2022 12:03:30 AM;97.704;0
08/12/2022 12:04:00 AM;98.595;0
08/12/2022 12:04:30 AM;98.054;0
08/12/2022 12:05:00 AM;97.359;0
08/12/2022 12:05:30 AM;97.923;0
08/12/2022 12:06:00 AM;97.923;0
08/12/2022 12:06:30 AM;97.923;0
08/12/2022 12:07:00 AM;98.08;0
08/12/2022 12:07:30 AM;98.08;0
08/12/2022 12:08:00 AM;97.461;0
08/12/2022 12:08:30 AM;97.876;0
08/12/2022 12:09:00 AM;97.876;0
08/12/2022 12:09:30 AM;97.876;0
08/12/2022 12:10:00 AM;96.872;0
08/12/2022 12:10:30 AM;97.999;0
08/12/2022 12:11:00 AM;97.362;0
08/12/2022 12:11:30 AM;97.362;0
08/12/2022 12:12:00 AM;97.362;0
08/12/2022 12:12:30 AM;98.2;0
08/12/2022 12:13:00 AM;97.326;0
08/12/2022 12:13:30 AM;97.491;0
08/12/2022 12:14:00 AM;97.491;0
08/12/2022 12:14:30 AM;97.491;0
08/12/2022 12:15:00 AM;97.506;0
08/12/2022 12:15:30 AM;97.757;0
08/12/2022 12:16:00 AM;97.757;0
08/12/2022 12:16:30 AM;97.757;0
08/12/2022 12:17:00 AM;97.554;0
08/12/2022 12:17:30 AM;98.531;0
08/12/2022 12:18:00 AM;97.366;0
08/12/2022 12:18:30 AM;97.426;0
08/12/2022 12:19:00 AM;96.169;0
08/12/2022 12:19:30 AM;95.897;0
08/12/2022 12:20:00 AM;96.016;0
08/12/2022 12:20:30 AM;96.495;0
08/12/2022 12:21:00 AM;96.495;0
08/12/2022 12:21:30 AM;95.444;0
08/12/2022 12:22:00 AM;95.594;0
08/12/2022 12:22:30 AM;95.8;0
08/12/2022 12:23:00 AM;95.641;0
08/12/2022 12:23:30 AM;95.662;0
08/12/2022 12:24:00 AM;96.624;0
08/12/2022 12:24:30 AM;97.168;0
08/12/2022 12:25:00 AM;97.367;0
08/12/2022 12:25:30 AM;97.241;0
08/12/2022 12:26:00 AM;98.311;0
08/12/2022 12:26:30 AM;98.205;0
08/12/2022 12:27:00 AM;98.144;0
08/12/2022 12:27:30 AM;97.167;0
08/12/2022 12:28:00 AM;97.306;0
08/12/2022 12:28:30 AM;97.736;0
08/12/2022 12:29:00 AM;97.285;0
08/12/2022 12:29:30 AM;97.389;0
08/12/2022 12:30:00 AM;97.685;0
08/12/2022 12:30:30 AM;97.685;0
08/12/2022 12:31:00 AM;97.685;0
08/12/2022 12:31:30 AM;97.559;0
08/12/2022 12:32:00 AM;97.483;0
08/12/2022 12:32:30 AM;97.44;0
08/12/2022 12:33:00 AM;97.44;0
08/12/2022 12:33:30 AM;97.455;0
08/12/2022 12:34:00 AM;97.498;0
08/12/2022 12:34:30 AM;99.106;0
08/12/2022 12:35:00 AM;98.077;0
08/12/2022 12:35:30 AM;98.85;0
08/12/2022 12:36:00 AM;97.98;0
08/12/2022 12:36:30 AM;97.871;0
08/12/2022 12:37:00 AM;98.315;0
08/12/2022 12:37:30 AM;98.288;0
08/12/2022 12:38:00 AM;98.28;0
08/12/2022 12:38:30 AM;97.096;0
08/12/2022 12:39:00 AM;98.003;0
08/12/2022 12:39:30 AM;98.422;0
08/12/2022 12:40:00 AM;98.344;0
08/12/2022 12:40:30 AM;99.026;0
08/12/2022 12:41:00 AM;98.225;0
08/12/2022 12:41:30 AM;97.99;0
08/12/2022 12:42:00 AM;96.951;0
08/12/2022 12:42:30 AM;96.775;0
08/12/2022 12:43:00 AM;96.681;0
08/12/2022 12:43:30 AM;96.73;0
08/12/2022 12:44:00 AM;97.089;0
08/12/2022 12:44:30 AM;96.928;0
08/12/2022 12:45:00 AM;96.949;0
08/12/2022 12:45:30 AM;97.599;0
08/12/2022 12:46:00 AM;97.599;0
08/12/2022 12:46:30 AM;98.294;0
08/12/2022 12:47:00 AM;97.407;0
08/12/2022 12:47:30 AM;96.999;0
08/12/2022 12:48:00 AM;97.124;0
08/12/2022 12:48:30 AM;97.124;0
08/12/2022 12:49:00 AM;97.253;0
08/12/2022 12:49:30 AM;97.253;0
08/12/2022 12:50:00 AM;98.109;0
08/12/2022 12:50:30 AM;97.24;0
08/12/2022 12:51:00 AM;97.471;0
08/12/2022 12:51:30 AM;97.471;0
08/12/2022 12:52:00 AM;97.471;0
08/12/2022 12:52:30 AM;97.358;0
08/12/2022 12:53:00 AM;96.918;0
08/12/2022 12:53:30 AM;97.025;0
08/12/2022 12:54:00 AM;97.025;0
08/12/2022 12:54:30 AM;96.255;0
08/12/2022 12:55:00 AM;97.271;0
08/12/2022 12:55:30 AM;96.606;0
08/12/2022 12:56:00 AM;96.467;0
08/12/2022 12:56:30 AM;96.821;0
08/12/2022 12:57:00 AM;97.729;0
08/12/2022 12:57:30 AM;97.734;0
08/12/2022 12:58:00 AM;97.734;0
08/12/2022 12:58:30 AM;97.734;0
08/12/2022 12:59:00 AM;100.056;0
08/12/2022 12:59:30 AM;101.32;0
08/12/2022 01:00:00 AM;101.32;0
08/12/2022 01:00:30 AM;101.611;0
08/12/2022 01:01:00 AM;100.336;0
08/12/2022 01:01:30 AM;100.291;0
08/12/2022 01:02:00 AM;100.29;0
08/12/2022 01:02:30 AM;98.714;0
08/12/2022 01:03:00 AM;98.714;0
08/12/2022 01:03:30 AM;98.742;0
08/12/2022 01:04:00 AM;98.781;0
08/12/2022 01:04:30 AM;98.893;0
08/12/2022 01:05:00 AM;98.734;0
08/12/2022 01:05:30 AM;99.711;0
08/12/2022 01:06:00 AM;101.419;0
08/12/2022 01:06:30 AM;101.55;0
08/12/2022 01:07:00 AM;101.105;0
08/12/2022 01:07:30 AM;101.002;0
08/12/2022 01:08:00 AM;101.002;0
08/12/2022 01:08:30 AM;101.139;0
08/12/2022 01:09:00 AM;100.718;0
08/12/2022 01:09:30 AM;99.94;0
08/12/2022 01:10:00 AM;99.713;0
08/12/2022 01:10:30 AM;99.87;0
08/12/2022 01:11:00 AM;99.214;0
08/12/2022 01:11:30 AM;100.156;0
08/12/2022 01:12:00 AM;99.339;0
08/12/2022 01:12:30 AM;99.533;0
08/12/2022 01:13:00 AM;100.108;0
08/12/2022 01:13:30 AM;100.108;0
08/12/2022 01:14:00 AM;99.825;0
08/12/2022 01:14:30 AM;99.92;0
08/12/2022 01:15:00 AM;100.997;0
08/12/2022 01:15:30 AM;101.058;0
08/12/2022 01:16:00 AM;101.058;0
