Timestamp;Current Iy [A];QoS
08/12/2022 12:00:00 AM;127.336;0
08/12/2022 12:00:30 AM;127.258;0
08/12/2022 12:01:00 AM;127.27;0
08/12/2022 12:01:30 AM;126.998;0
08/12/2022 12:02:00 AM;126.745;0
08/12/2022 12:02:30 AM;127.183;0
08/12/2022 12:03:00 AM;126.904;0
08/12/2022 12:03:30 AM;127.032;0
08/12/2022 12:04:00 AM;127.032;0
08/12/2022 12:04:30 AM;127.572;0
08/12/2022 12:05:00 AM;128.166;0
08/12/2022 12:05:30 AM;128.629;0
08/12/2022 12:06:00 AM;128.629;0
08/12/2022 12:06:30 AM;128.494;0
08/12/2022 12:07:00 AM;126.84;0
08/12/2022 12:07:30 AM;125.807;0
08/12/2022 12:08:00 AM;126.163;0
08/12/2022 12:08:30 AM;126.399;0
08/12/2022 12:09:00 AM;125.245;0
08/12/2022 12:09:30 AM;125.742;0
08/12/2022 12:10:00 AM;125.904;0
08/12/2022 12:10:30 AM;125.904;0
08/12/2022 12:11:00 AM;126.239;0
08/12/2022 12:11:30 AM;126.239;0
08/12/2022 12:12:00 AM;126.158;0
08/12/2022 12:12:30 AM;125.167;0
08/12/2022 12:13:00 AM;125.167;0
08/12/2022 12:13:30 AM;125.096;0
08/12/2022 12:14:00 AM;125.71;0
08/12/2022 12:14:30 AM;125.71;0
08/12/2022 12:15:00 AM;126.527;0
08/12/2022 12:15:30 AM;126.527;0
08/12/2022 12:16:00 AM;126.242;0
08/12/2022 12:16:30 AM;131.593;0
08/12/2022 12:17:00 AM;123.418;0
08/12/2022 12:17:30 AM;125.786;0
08/12/2022 12:18:00 AM;125.786;0
08/12/2022 12:18:30 AM;136.295;0
08/12/2022 12:19:00 AM;123.907;0
08/12/2022 12:19:30 AM;133.796;0
08/12/2022 12:20:00 AM;125.082;0
08/12/2022 12:20:30 AM;125.194;0
08/12/2022 12:21:00 AM;125.496;0
08/12/2022 12:21:30 AM;127.522;0
