Timestamp;Current Ir [A];QoS
08/12/2022 12:00:00 AM;117.141;0
08/12/2022 12:00:30 AM;117.374;0
08/12/2022 12:01:00 AM;115.301;0
08/12/2022 12:01:30 AM;116.332;0
08/12/2022 12:02:00 AM;112.734;0
08/12/2022 12:02:30 AM;80.892;0
08/12/2022 12:03:00 AM;80.339;0
08/12/2022 12:03:30 AM;82.191;0
08/12/2022 12:04:00 AM;83.36;0
08/12/2022 12:04:30 AM;83.36;0
08/12/2022 12:05:00 AM;82.589;0
08/12/2022 12:05:30 AM;82.579;0
08/12/2022 12:06:00 AM;81.869;0
08/12/2022 12:06:30 AM;104.425;0
08/12/2022 12:07:00 AM;103.295;0
08/12/2022 12:07:30 AM;106.736;0
08/12/2022 12:08:00 AM;106.736;0
08/12/2022 12:08:30 AM;105.303;0
08/12/2022 12:09:00 AM;106.042;0
08/12/2022 12:09:30 AM;101.928;0
08/12/2022 12:10:00 AM;101.928;0
08/12/2022 12:10:30 AM;101.928;0
08/12/2022 12:11:00 AM;100.322;0
08/12/2022 12:11:30 AM;100.322;0
08/12/2022 12:12:00 AM;100.322;0
08/12/2022 12:12:30 AM;101.352;0
08/12/2022 12:13:00 AM;101.352;0
08/12/2022 12:13:30 AM;104.825;0
08/12/2022 12:14:00 AM;107.493;0
08/12/2022 12:14:30 AM;106.247;0
08/12/2022 12:15:00 AM;115.209;0
08/12/2022 12:15:30 AM;122.094;0
08/12/2022 12:16:00 AM;117.998;0
08/12/2022 12:16:30 AM;109.585;0
08/12/2022 12:17:00 AM;109.585;0
08/12/2022 12:17:30 AM;110.677;0
08/12/2022 12:18:00 AM;83.619;0
08/12/2022 12:18:30 AM;82.488;0
08/12/2022 12:19:00 AM;81.463;0
08/12/2022 12:19:30 AM;82.143;0
08/12/2022 12:20:00 AM;93.26;0
08/12/2022 12:20:30 AM;91.929;0
08/12/2022 12:21:00 AM;92.894;0
08/12/2022 12:21:30 AM;91.725;0
08/12/2022 12:22:00 AM;110.486;0
08/12/2022 12:22:30 AM;113.451;0
08/12/2022 12:23:00 AM;116.707;0
08/12/2022 12:23:30 AM;118.025;0
08/12/2022 12:24:00 AM;103.364;0
08/12/2022 12:24:30 AM;103.364;0
08/12/2022 12:25:00 AM;103.364;0
08/12/2022 12:25:30 AM;102.329;0
08/12/2022 12:26:00 AM;103.437;0
08/12/2022 12:26:30 AM;103.697;0
08/12/2022 12:27:00 AM;112.077;0
08/12/2022 12:27:30 AM;113.379;0
08/12/2022 12:28:00 AM;113.379;0
08/12/2022 12:28:30 AM;114.042;0
08/12/2022 12:29:00 AM;112.124;0
08/12/2022 12:29:30 AM;103.462;0
08/12/2022 12:30:00 AM;105.748;0
08/12/2022 12:30:30 AM;124.15;0
08/12/2022 12:31:00 AM;124.175;0
08/12/2022 12:31:30 AM;118.001;0
08/12/2022 12:32:00 AM;92.349;0
08/12/2022 12:32:30 AM;82.273;0
08/12/2022 12:33:00 AM;82.273;0
08/12/2022 12:33:30 AM;81.195;0
08/12/2022 12:34:00 AM;77.349;0
08/12/2022 12:34:30 AM;78.694;0
08/12/2022 12:35:00 AM;78.694;0
08/12/2022 12:35:30 AM;77.781;0
08/12/2022 12:36:00 AM;81.154;0
08/12/2022 12:36:30 AM;101.213;0
