x1,wt_01,wt_02,wt_03,storage_01,storage_02,storage_03,solar_01,solar_02,solar_03
2022-09-17T00:00:00.0,2.9539933316526428,2.9589446836326805,2.9348887364050236,16.14788962184442,16.17495599481007,16.04345509519098,4.049360916405248,4.0561482747166195,4.023172163542975
2022-09-17T00:05:00.0,0.0,0.0,0.0,16.153898352673476,16.190193586743604,16.06309218464114,4.0706226146233915,4.079768654630785,4.047740358398315
2022-09-17T00:10:00.0,6.750457281522716,6.7645133563363204,6.7086871569419575,16.17408349497891,16.207761824929854,16.074002351674128,4.0615511469025,4.070008272753277,4.036419294300216
2022-09-17T00:15:00.0,21.118620089490058,21.175084058402103,21.001595906773368,21.50942632791142,21.56693517907445,21.390236578483545,4.05065816809026,4.061488242967651,4.028212337842981
2022-09-17T00:22:30.0,12.936298722095271,12.963079816535409,12.860328128201932,20.399208099460555,20.441439121668058,20.279410312816772,4.069481218515755,4.077905974558941,4.045582504389714
2022-09-17T00:25:00.0,12.94193628790792,12.9647078874426,12.856875625488872,19.41633563483906,19.450499071412352,19.288722089685614,4.0476157962789525,4.054737658412459,4.021012908334667
2022-09-17T00:30:00.0,11.296566903789735,11.31658554463491,11.234178031072036,20.151090888533222,20.186800627126523,20.03980009945768,4.073878340563735,4.081097658436258,4.051379055655189
2022-09-17T00:35:00.0,27.735176040704026,27.777020958685913,27.573813172961408,19.49586097250164,19.525274980986143,19.38243432501913,4.067073516343872,4.07320963595847,4.043411339296423
2022-09-17T00:40:00.0,9.173330788542309,9.194719236146366,9.126140377200558,20.049709013247426,20.09645671706315,19.946567195141476,4.060721261928242,4.0701891995778805,4.039831673281343
2022-09-17T00:45:00.0,4.48926916787153,4.49771715201179,4.4601667411760335,16.2512544699621,16.281836360886377,16.145903036524622,4.036037821356741,4.043632906932881,4.009873541505378
2022-09-17T00:50:00.0,13.027046292814362,13.053065976535649,12.951959604954208,16.237321270242575,16.269753024489557,16.143730854848393,4.080090344071123,4.088239747851592,4.056573081353212
2022-09-17T00:55:00.0,11.332951056208115,11.348020966140025,11.26372210562615,16.259509414617284,16.281130379995147,16.160185878481922,4.052999726200144,4.058389173355167,4.028241398350477
2022-09-17T01:00:00.0,3.0213762518137304,3.026226115776495,3.005107556821625,16.23699201412107,16.26305536931747,16.149563422429317,4.0666008637777855,4.0731285052684285,4.044704124148711
2022-09-17T01:05:00.0,0.020336468332901488,0.020364940867991992,0.02021343286585981,16.208225513803647,16.230918208628637,16.110165882044416,4.102616090960417,4.108360051942262,4.077795297173554
2022-09-17T01:10:00.0,27.852188310486586,27.890701743988497,27.694003466233234,16.223765149457016,16.2461990384308,16.131623241799318,4.1351268491479845,4.140844817558627,4.11164164255278
2022-09-17T01:15:00.0,11.168243635328311,11.186055533740118,11.108792322317823,16.17722931977304,16.20302989993918,16.091113941622627,4.1562418479537016,4.162870514016866,4.134117148393213
2022-09-17T01:22:30.0,3.7668158707306563,3.7729976553677824,3.7424853853006135,16.25468864634698,16.281364488226075,16.149696929509197,4.101194158692155,4.107924697140045,4.074703868710319
2022-09-17T01:25:00.0,2.6298198573706446,2.6367169608202152,2.6146924690080855,16.36808886082589,16.411016668914517,16.27393547756025,4.102192497879274,4.1129511230180364,4.078595650026949
2022-09-17T01:32:30.0,21.074796033210863,21.12751525218779,20.96496701582324,16.358745183952635,16.399667063727012,16.273493354876013,4.11516118979279,4.125455385928695,4.093715472873187
2022-09-17T01:35:00.0,19.226803659598037,19.283705007769623,19.126830626043056,16.35721249921176,16.405621348649905,16.272160392631715,4.122520833581994,4.134721353098881,4.1010850858142645
2022-09-17T01:40:00.0,44.68819140866745,44.79792906933596,44.41270907552931,16.347326406963997,16.387469391084338,16.24655259005164,4.097795440601537,4.107858109762557,4.072534399303706
2022-09-17T01:45:00.0,37.30300759981448,37.39008688480672,37.11657274232654,18.677674047263384,18.721274780984437,18.584325823533966,4.097129332692271,4.106693577394443,4.0766524925552865
2022-09-17T01:50:00.0,25.83996856399245,25.947316415382968,25.739437591209434,22.027112237078423,22.118620211058047,21.94141526669279,4.126015440548931,4.143156285409099,4.1099630856503975
2022-09-17T01:55:00.0,49.508020233619526,49.74241107683649,49.28317525917146,19.682000752923493,19.77518324600048,19.592613236810035,4.101335426079681,4.120752794503992,4.082708854976084
2022-09-17T02:00:00.0,40.064369806484,40.14280108949325,39.830069387731974,19.669844763333437,19.708351076270155,19.55481355512782,4.1507325634911005,4.15885816940866,4.126458666698238
2022-09-17T02:05:00.0,37.13126633594993,37.21274242069817,36.91969840062633,16.082528339907665,16.117817775773727,15.990892700959273,4.147532031820663,4.156632843741895,4.123900066761308
2022-09-17T02:10:00.0,84.5569867689601,84.74496575426367,84.07122516891833,16.076459526705914,16.112199170046814,15.984103743924328,4.151451386710246,4.160680495374479,4.127602196416674
2022-09-17T02:15:00.0,53.73878288407242,53.841591164995826,53.467968530961905,16.094147172768245,16.12493707002606,16.013041389913784,4.14496537766935,4.1528951583993035,4.12407699767309
2022-09-17T02:20:00.0,34.498579087292484,34.573615004492616,34.30214680507891,16.078450280171722,16.11342161220475,15.986900808670303,4.1133140786194895,4.122260716503921,4.089893181489786
2022-09-17T02:25:00.0,31.0713520173702,31.13111773997669,30.87657541893297,16.09362981806355,16.12458590310614,15.992743880730732,4.12209436461051,4.130023210069678,4.096254242869839
2022-09-17T02:30:00.0,25.81506526174266,25.8611805923737,25.651745677818198,16.06970792212463,16.098414411395886,15.968042557926672,4.123424131418702,4.130790104164632,4.097337197039133
2022-09-17T02:35:00.0,16.988227581185157,17.028798227227945,16.885532436181823,16.131288654669863,16.16981279140485,16.033773771521208,4.1452647105531355,4.1551642757974685,4.1202062659041525
2022-09-17T02:40:00.0,16.65252970783561,16.6806824560416,16.551248311198492,16.12764433821616,16.15490971579996,16.02955531680624,4.166132259972161,4.173175518538015,4.140793665700421
2022-09-17T02:45:00.0,6.718916954748471,6.728822895131128,6.677278659795579,16.156686645237023,16.180507028159884,16.056560852862052,4.160219020996824,4.166352581193855,4.134437421398028
2022-09-17T02:50:00.0,0.0828771339264982,0.08306102690402455,0.08235455633904969,16.19477049513632,16.23070446661448,16.09265518668301,4.1479860232064185,4.157189834491949,4.121831106571634
2022-09-17T02:55:00.0,16.75674302186548,16.785661705386605,16.644661255315686,16.17869666736124,16.2066177620571,16.07048131187212,4.156495845021895,4.163669099856811,4.12869405822126
2022-09-17T03:00:00.0,23.87740993064459,23.93427555697678,23.737390516677547,16.18485805825591,16.223403365023003,16.089948503700402,4.181783281730469,4.191742474381256,4.157260904883657
2022-09-17T03:05:00.0,39.13924549943542,39.28453977392594,38.9560644855077,16.190040700363188,16.250142017788054,16.114267444308304,4.206503909737985,4.222119462002929,4.186816467084349
2022-09-17T03:10:00.0,19.408754885708294,19.47699464155467,19.312808818901583,16.260711702457474,16.317883169818373,16.18032780660656,4.015382040391645,4.0294998285588814,3.995532229532033
2022-09-17T03:15:00.0,40.68369561251507,40.753110056415885,40.471547014672154,16.25988283402418,16.287625415120203,16.17509428931618,4.034831261147021,4.041715482553396,4.013791289686763
2022-09-17T03:20:00.0,31.063001590400667,31.217263608410754,30.964232553775016,21.516484020338886,21.623337063365,21.448069434192877,4.019312191837531,4.039272504041134,4.006532242291116
2022-09-17T03:25:00.0,33.349881926636925,33.35317988613977,33.13915395885356,21.213317708154154,21.215415486577367,21.07927707375503,4.032797792923585,4.033196595049286,4.007315745183402
2022-09-17T03:30:00.0,36.71806007973328,36.80830507933026,36.5348311587062,19.546039828698813,19.594079740192857,19.448502001798705,4.018488922681724,4.028365493786526,3.9984360280608375
2022-09-17T03:35:00.0,43.95384779869367,44.140432987011366,43.76916906527565,19.51790073875975,19.60075471781493,19.43589332944438,3.991116556028726,4.008058946092393,3.974347276718599
2022-09-17T03:40:00.0,40.03168830933702,40.18944713106354,39.887112535034454,19.420935975014956,19.497470942827682,19.35079661854886,4.001074002736551,4.016841629508493,3.98662399084803
2022-09-17T03:45:00.0,51.70144944451127,51.71287879237537,51.36994276365487,16.33236732479502,16.335977829134933,16.22764513730236,4.017245876255886,4.0181339461469365,3.99148752980854
2022-09-17T03:50:00.0,63.37075201623982,63.47042152551498,63.02598387656043,16.326884898493716,16.35256382061552,16.23805859370613,4.024760427854171,4.0310905704519975,4.002863746479601
2022-09-17T03:55:00.0,74.89943614750943,75.17585978838385,74.62034879493409,16.292917465701755,16.353048059441683,16.23220743322199,3.9969319023156964,4.011682967551879,3.982038690825501
2022-09-17T04:00:00.0,79.12877013215697,79.32675492833881,78.6856751444465,16.28322628315375,16.323967864647667,16.192045592012327,3.9839010204028353,3.993868973022543,3.96159249000704
2022-09-17T04:07:30.0,66.75390280769362,66.93438198834276,66.3353553541165,16.311459054640967,16.355559528793833,16.209186088352908,2.589376434832434,2.596377202093894,2.5731410258515712
2022-09-17T04:10:00.0,61.406786703271194,61.586966609906995,61.05653283152025,16.266639843140155,16.314369447725685,16.17385769492307,3.986134736106914,3.9978308599907453,3.963398501244327
2022-09-17T04:15:00.0,75.1994001824822,75.44365783789296,74.80694487944339,16.297853772369812,16.35079136949168,16.21279752025083,3.982715807993158,3.995652198749828,3.9619305632232473
2022-09-17T04:20:00.0,105.96511245187232,106.2661158099284,105.41951355168149,16.27742483848676,16.32366231630867,16.193614753409456,4.326131094843951,4.338419856275032,4.3038564771625865
2022-09-17T04:25:00.0,72.86222300003867,73.14314718377165,72.51777664830189,16.301266526419226,16.36411692823507,16.224204483119905,0.0,0.0,0.0
2022-09-17T04:30:00.0,87.29454785022139,87.6360517824766,86.95855256501908,16.325496681439073,16.389363457200336,16.262660112046895,0.0,0.0,0.0
2022-09-17T04:35:00.0,66.1853180327051,66.5272196357031,65.95338951641867,16.35137992711509,16.43584825293846,16.294080946035066,0.0,0.0,0.0
2022-09-17T04:40:00.0,70.34282428306932,70.54954119752114,70.01416723296835,16.43740095085314,16.485705647754333,16.360601820836767,0.0,0.0,0.0
