Timestamp;Current Ib [A];QoS
08/12/2022 12:00:00 AM;44.171;0
08/12/2022 12:00:30 AM;43.455;0
08/12/2022 12:01:00 AM;43.455;0
08/12/2022 12:01:30 AM;55.593;0
08/12/2022 12:02:00 AM;46.673;0
08/12/2022 12:02:30 AM;45.402;0
08/12/2022 12:03:00 AM;45.402;0
08/12/2022 12:03:30 AM;44.374;0
08/12/2022 12:04:00 AM;43.128;0
08/12/2022 12:04:30 AM;42.365;0
08/12/2022 12:05:00 AM;42.365;0
08/12/2022 12:05:30 AM;42.513;0
08/12/2022 12:06:00 AM;56.865;0
08/12/2022 12:06:30 AM;46.445;0
08/12/2022 12:07:00 AM;46.445;0
08/12/2022 12:07:30 AM;49.728;0
08/12/2022 12:08:00 AM;49.728;0
08/12/2022 12:08:30 AM;52.96;0
08/12/2022 12:09:00 AM;49.503;0
08/12/2022 12:09:30 AM;48.728;0
08/12/2022 12:10:00 AM;48.728;0
08/12/2022 12:10:30 AM;47.507;0
08/12/2022 12:11:00 AM;47.507;0
08/12/2022 12:11:30 AM;46.015;0
08/12/2022 12:12:00 AM;45.945;0
08/12/2022 12:12:30 AM;45.945;0
08/12/2022 12:13:00 AM;45.238;0
08/12/2022 12:13:30 AM;55.606;0
08/12/2022 12:14:00 AM;44.278;0
08/12/2022 12:14:30 AM;41.935;0
08/12/2022 12:15:00 AM;41.935;0
08/12/2022 12:15:30 AM;36.905;0
08/12/2022 12:16:00 AM;35.894;0
08/12/2022 12:16:30 AM;37.736;0
08/12/2022 12:17:00 AM;39.116;0
08/12/2022 12:17:30 AM;39.116;0
08/12/2022 12:18:00 AM;46.183;0
08/12/2022 12:18:30 AM;47.364;0
08/12/2022 12:19:00 AM;42.165;0
08/12/2022 12:19:30 AM;44.219;0
08/12/2022 12:20:00 AM;47.173;0
08/12/2022 12:20:30 AM;47.173;0
08/12/2022 12:21:00 AM;45.616;0
08/12/2022 12:21:30 AM;44.51;0
08/12/2022 12:22:00 AM;44.51;0
08/12/2022 12:22:30 AM;43.926;0
08/12/2022 12:23:00 AM;43.926;0
08/12/2022 12:23:30 AM;44.941;0
08/12/2022 12:24:00 AM;44.941;0
08/12/2022 12:24:30 AM;43.898;0
08/12/2022 12:25:00 AM;42.898;0
08/12/2022 12:25:30 AM;44.239;0
08/12/2022 12:26:00 AM;46.385;0
08/12/2022 12:26:30 AM;47.451;0
08/12/2022 12:27:00 AM;44.848;0
08/12/2022 12:27:30 AM;47.005;0
08/12/2022 12:28:00 AM;46.349;0
08/12/2022 12:28:30 AM;42.405;0
08/12/2022 12:29:00 AM;43.367;0
08/12/2022 12:29:30 AM;50.291;0
08/12/2022 12:30:00 AM;38.7;0
08/12/2022 12:30:30 AM;37.278;0
08/12/2022 12:31:00 AM;38.373;0
08/12/2022 12:31:30 AM;42.532;0
08/12/2022 12:32:00 AM;46.311;0
08/12/2022 12:32:30 AM;46.311;0
08/12/2022 12:33:00 AM;47.371;0
08/12/2022 12:33:30 AM;45.192;0
08/12/2022 12:34:00 AM;44.883;0
08/12/2022 12:34:30 AM;45.995;0
08/12/2022 12:35:00 AM;45.995;0
08/12/2022 12:35:30 AM;56.101;0
08/12/2022 12:36:00 AM;46.951;0
08/12/2022 12:36:30 AM;46.951;0
08/12/2022 12:37:00 AM;45.918;0
08/12/2022 12:37:30 AM;42.3;0
08/12/2022 12:38:00 AM;38.707;0
08/12/2022 12:38:30 AM;35.292;0
08/12/2022 12:39:00 AM;37.825;0
08/12/2022 12:39:30 AM;37.8;0
08/12/2022 12:40:00 AM;40.046;0
08/12/2022 12:40:30 AM;53.383;0
08/12/2022 12:41:00 AM;40.706;0
08/12/2022 12:41:30 AM;39.405;0
08/12/2022 12:42:00 AM;41.805;0
08/12/2022 12:42:30 AM;44.08;0
08/12/2022 12:43:00 AM;45.15;0
08/12/2022 12:43:30 AM;46.591;0
08/12/2022 12:44:00 AM;46.591;0
08/12/2022 12:44:30 AM;47.754;0
08/12/2022 12:45:00 AM;47.754;0
08/12/2022 12:45:30 AM;45.576;0
08/12/2022 12:46:00 AM;54.628;0
08/12/2022 12:46:30 AM;44.506;0
08/12/2022 12:47:00 AM;41.205;0
08/12/2022 12:47:30 AM;41.167;0
08/12/2022 12:48:00 AM;39.944;0
08/12/2022 12:48:30 AM;38.72;0
