Timestamp;Current Ir [A];QoS
08/12/2022 12:00:00 AM;63.802;0
08/12/2022 12:00:30 AM;65.325;0
08/12/2022 12:01:00 AM;65.325;0
08/12/2022 12:01:30 AM;65.906;0
08/12/2022 12:02:00 AM;69.296;0
08/12/2022 12:02:30 AM;66.908;0
08/12/2022 12:03:00 AM;66.908;0
08/12/2022 12:03:30 AM;66.908;0
08/12/2022 12:04:00 AM;64.766;0
08/12/2022 12:04:30 AM;64.384;0
08/12/2022 12:05:00 AM;64.384;0
08/12/2022 12:05:30 AM;63.977;0
08/12/2022 12:06:00 AM;66.259;0
08/12/2022 12:06:30 AM;68.496;0
08/12/2022 12:07:00 AM;68.496;0
08/12/2022 12:07:30 AM;72.102;0
08/12/2022 12:08:00 AM;71.044;0
08/12/2022 12:08:30 AM;74.444;0
08/12/2022 12:09:00 AM;71.736;0
08/12/2022 12:09:30 AM;71.136;0
08/12/2022 12:10:00 AM;79.517;0
08/12/2022 12:10:30 AM;71.091;0
08/12/2022 12:11:00 AM;71.091;0
08/12/2022 12:11:30 AM;69.749;0
08/12/2022 12:12:00 AM;66.529;0
08/12/2022 12:12:30 AM;66.529;0
08/12/2022 12:13:00 AM;65.198;0
08/12/2022 12:13:30 AM;64.471;0
08/12/2022 12:14:00 AM;63.076;0
08/12/2022 12:14:30 AM;62.042;0
08/12/2022 12:15:00 AM;61.029;0
08/12/2022 12:15:30 AM;59.02;0
08/12/2022 12:16:00 AM;56.879;0
08/12/2022 12:16:30 AM;56.879;0
08/12/2022 12:17:00 AM;58.057;0
08/12/2022 12:17:30 AM;57.939;0
08/12/2022 12:18:00 AM;57.939;0
08/12/2022 12:18:30 AM;57.939;0
08/12/2022 12:19:00 AM;61.986;0
08/12/2022 12:19:30 AM;64.264;0
08/12/2022 12:20:00 AM;65.443;0
08/12/2022 12:20:30 AM;66.569;0
08/12/2022 12:21:00 AM;64.549;0
08/12/2022 12:21:30 AM;64.549;0
08/12/2022 12:22:00 AM;64.549;0
08/12/2022 12:22:30 AM;63.463;0
08/12/2022 12:23:00 AM;66.092;0
08/12/2022 12:23:30 AM;67.101;0
08/12/2022 12:24:00 AM;67.101;0
08/12/2022 12:24:30 AM;66.091;0
08/12/2022 12:25:00 AM;66.091;0
08/12/2022 12:25:30 AM;66.091;0
08/12/2022 12:26:00 AM;67.129;0
08/12/2022 12:26:30 AM;67.129;0
08/12/2022 12:27:00 AM;64.808;0
08/12/2022 12:27:30 AM;67.132;0
08/12/2022 12:28:00 AM;66.027;0
08/12/2022 12:28:30 AM;62.086;0
08/12/2022 12:29:00 AM;62.122;0
08/12/2022 12:29:30 AM;58.955;0
08/12/2022 12:30:00 AM;58.955;0
08/12/2022 12:30:30 AM;58.955;0
08/12/2022 12:31:00 AM;60.047;0
08/12/2022 12:31:30 AM;63.24;0
08/12/2022 12:32:00 AM;66.746;0
08/12/2022 12:32:30 AM;67.899;0
08/12/2022 12:33:00 AM;76.102;0
08/12/2022 12:33:30 AM;66.982;0
08/12/2022 12:34:00 AM;66.982;0
08/12/2022 12:34:30 AM;66.982;0
08/12/2022 12:35:00 AM;66.982;0
08/12/2022 12:35:30 AM;65.767;0
08/12/2022 12:36:00 AM;68.198;0
08/12/2022 12:36:30 AM;67.146;0
08/12/2022 12:37:00 AM;67.244;0
08/12/2022 12:37:30 AM;63.796;0
08/12/2022 12:38:00 AM;59.357;0
08/12/2022 12:38:30 AM;56.559;0
08/12/2022 12:39:00 AM;57.942;0
08/12/2022 12:39:30 AM;60.13;0
08/12/2022 12:40:00 AM;63.539;0
08/12/2022 12:40:30 AM;64.548;0
08/12/2022 12:41:00 AM;63.336;0
08/12/2022 12:41:30 AM;61.067;0
08/12/2022 12:42:00 AM;62.216;0
08/12/2022 12:42:30 AM;64.31;0
08/12/2022 12:43:00 AM;64.31;0
08/12/2022 12:43:30 AM;65.448;0
08/12/2022 12:44:00 AM;66.479;0
08/12/2022 12:44:30 AM;67.537;0
08/12/2022 12:45:00 AM;67.537;0
08/12/2022 12:45:30 AM;66.302;0
08/12/2022 12:46:00 AM;65.993;0
08/12/2022 12:46:30 AM;65.993;0
08/12/2022 12:47:00 AM;62.101;0
08/12/2022 12:47:30 AM;62.101;0
08/12/2022 12:48:00 AM;59.604;0
08/12/2022 12:48:30 AM;59.604;0
08/12/2022 12:49:00 AM;59.192;0
08/12/2022 12:49:30 AM;55.581;0
08/12/2022 12:50:00 AM;55.581;0
08/12/2022 12:50:30 AM;55.581;0
08/12/2022 12:51:00 AM;55.581;0
08/12/2022 12:51:30 AM;55.581;0
08/12/2022 12:52:00 AM;56.619;0
08/12/2022 12:52:30 AM;56.619;0
08/12/2022 12:53:00 AM;57.727;0
08/12/2022 12:53:30 AM;57.727;0
08/12/2022 12:54:00 AM;52.154;0
08/12/2022 12:54:30 AM;52.154;0
08/12/2022 12:55:00 AM;52.154;0
08/12/2022 12:55:30 AM;54.552;0
08/12/2022 12:56:00 AM;62.353;0
08/12/2022 12:56:30 AM;53.718;0
08/12/2022 12:57:00 AM;57.222;0
08/12/2022 12:57:30 AM;54.143;0
08/12/2022 12:58:00 AM;55.198;0
08/12/2022 12:58:30 AM;57.626;0
08/12/2022 12:59:00 AM;59.685;0
08/12/2022 12:59:30 AM;62.14;0
08/12/2022 01:00:00 AM;61.043;0
08/12/2022 01:00:30 AM;59.988;0
08/12/2022 01:01:00 AM;59.639;0
08/12/2022 01:01:30 AM;59.639;0
08/12/2022 01:02:00 AM;59.639;0
08/12/2022 01:02:30 AM;60.919;0
08/12/2022 01:03:00 AM;60.363;0
08/12/2022 01:03:30 AM;53.151;0
08/12/2022 01:04:00 AM;53.028;0
08/12/2022 01:04:30 AM;55.105;0
08/12/2022 01:05:00 AM;55.105;0
08/12/2022 01:05:30 AM;56.229;0
08/12/2022 01:06:00 AM;57.245;0
08/12/2022 01:06:30 AM;58.405;0
08/12/2022 01:07:00 AM;58.405;0
08/12/2022 01:07:30 AM;58.405;0
08/12/2022 01:08:00 AM;53.67;0
08/12/2022 01:08:30 AM;52.494;0
08/12/2022 01:09:00 AM;52.494;0
08/12/2022 01:09:30 AM;51.483;0
08/12/2022 01:10:00 AM;50.362;0
08/12/2022 01:10:30 AM;50.362;0
08/12/2022 01:11:00 AM;50.362;0
08/12/2022 01:11:30 AM;50.362;0
08/12/2022 01:12:00 AM;51.409;0
08/12/2022 01:12:30 AM;53.508;0
08/12/2022 01:13:00 AM;54.591;0
08/12/2022 01:13:30 AM;55.691;0
08/12/2022 01:14:00 AM;55.691;0
08/12/2022 01:14:30 AM;56.835;0
08/12/2022 01:15:00 AM;56.835;0
08/12/2022 01:15:30 AM;56.835;0
08/12/2022 01:16:00 AM;56.835;0
08/12/2022 01:16:30 AM;56.835;0
08/12/2022 01:17:00 AM;58.343;0
08/12/2022 01:17:30 AM;58.119;0
08/12/2022 01:18:00 AM;65.809;0
08/12/2022 01:18:30 AM;59.658;0
08/12/2022 01:19:00 AM;59.658;0
08/12/2022 01:19:30 AM;61.105;0
08/12/2022 01:20:00 AM;61.105;0
08/12/2022 01:20:30 AM;59.598;0
08/12/2022 01:21:00 AM;60.793;0
08/12/2022 01:21:30 AM;61.811;0
08/12/2022 01:22:00 AM;59.264;0
08/12/2022 01:22:30 AM;61.485;0
08/12/2022 01:23:00 AM;61.485;0
08/12/2022 01:23:30 AM;57.981;0
08/12/2022 01:24:00 AM;57.981;0
08/12/2022 01:24:30 AM;61.096;0
08/12/2022 01:25:00 AM;63.357;0
08/12/2022 01:25:30 AM;62.089;0
08/12/2022 01:26:00 AM;60.017;0
08/12/2022 01:26:30 AM;60.017;0
08/12/2022 01:27:00 AM;62.127;0
08/12/2022 01:27:30 AM;60.8;0
08/12/2022 01:28:00 AM;59.75;0
08/12/2022 01:28:30 AM;58.741;0
08/12/2022 01:29:00 AM;57.69;0
08/12/2022 01:29:30 AM;53.965;0
08/12/2022 01:30:00 AM;52.172;0
08/12/2022 01:30:30 AM;51.11;0
08/12/2022 01:31:00 AM;51.11;0
08/12/2022 01:31:30 AM;50.094;0
08/12/2022 01:32:00 AM;51.207;0
08/12/2022 01:32:30 AM;51.296;0
08/12/2022 01:33:00 AM;51.296;0
08/12/2022 01:33:30 AM;51.296;0
08/12/2022 01:34:00 AM;52.377;0
08/12/2022 01:34:30 AM;53.488;0
08/12/2022 01:35:00 AM;55.521;0
08/12/2022 01:35:30 AM;56.584;0
08/12/2022 01:36:00 AM;55.428;0
08/12/2022 01:36:30 AM;55.428;0
08/12/2022 01:37:00 AM;55.487;0
08/12/2022 01:37:30 AM;56.577;0
08/12/2022 01:38:00 AM;59.685;0
08/12/2022 01:38:30 AM;59.685;0
08/12/2022 01:39:00 AM;60.73;0
08/12/2022 01:39:30 AM;59.611;0
08/12/2022 01:40:00 AM;55.88;0
08/12/2022 01:40:30 AM;55.88;0
08/12/2022 01:41:00 AM;55.88;0
08/12/2022 01:41:30 AM;51.547;0
08/12/2022 01:42:00 AM;58.345;0
08/12/2022 01:42:30 AM;49.722;0
08/12/2022 01:43:00 AM;49.722;0
08/12/2022 01:43:30 AM;48.607;0
08/12/2022 01:44:00 AM;49.63;0
08/12/2022 01:44:30 AM;51.293;0
08/12/2022 01:45:00 AM;51.293;0
08/12/2022 01:45:30 AM;50.283;0
08/12/2022 01:46:00 AM;49.19;0
08/12/2022 01:46:30 AM;50.225;0
08/12/2022 01:47:00 AM;50.225;0
08/12/2022 01:47:30 AM;51.656;0
08/12/2022 01:48:00 AM;51.786;0
08/12/2022 01:48:30 AM;53.088;0
08/12/2022 01:49:00 AM;54.118;0
08/12/2022 01:49:30 AM;53.079;0
08/12/2022 01:50:00 AM;55.376;0
08/12/2022 01:50:30 AM;55.376;0
08/12/2022 01:51:00 AM;56.34;0
08/12/2022 01:51:30 AM;54.2;0
08/12/2022 01:52:00 AM;56.453;0
08/12/2022 01:52:30 AM;56.453;0
08/12/2022 01:53:00 AM;53.953;0
08/12/2022 01:53:30 AM;53.953;0
08/12/2022 01:54:00 AM;52.938;0
08/12/2022 01:54:30 AM;52.938;0
08/12/2022 01:55:00 AM;54.062;0
08/12/2022 01:55:30 AM;54.062;0
08/12/2022 01:56:00 AM;54.062;0
08/12/2022 01:56:30 AM;54.062;0
08/12/2022 01:57:00 AM;54.062;0
08/12/2022 01:57:30 AM;52.385;0
08/12/2022 01:58:00 AM;54.91;0
08/12/2022 01:58:30 AM;56.039;0
08/12/2022 01:59:00 AM;56.039;0
08/12/2022 01:59:30 AM;52.995;0
08/12/2022 02:00:00 AM;50.948;0
08/12/2022 02:00:30 AM;50.948;0
08/12/2022 02:01:00 AM;50.948;0
08/12/2022 02:01:30 AM;49.928;0
08/12/2022 02:02:00 AM;49.928;0
08/12/2022 02:02:30 AM;49.928;0
08/12/2022 02:03:00 AM;49.94;0
08/12/2022 02:03:30 AM;49.94;0
08/12/2022 02:04:00 AM;50.966;0
08/12/2022 02:04:30 AM;59.879;0
08/12/2022 02:05:00 AM;52.51;0
08/12/2022 02:05:30 AM;53.66;0
08/12/2022 02:06:00 AM;51.156;0
08/12/2022 02:06:30 AM;53.551;0
08/12/2022 02:07:00 AM;56.775;0
08/12/2022 02:07:30 AM;56.775;0
08/12/2022 02:08:00 AM;57.8;0
08/12/2022 02:08:30 AM;57.8;0
08/12/2022 02:09:00 AM;57.8;0
08/12/2022 02:09:30 AM;58.82;0
08/12/2022 02:10:00 AM;59.97;0
08/12/2022 02:10:30 AM;59.97;0
08/12/2022 02:11:00 AM;58.668;0
08/12/2022 02:11:30 AM;56.507;0
08/12/2022 02:12:00 AM;55.283;0
08/12/2022 02:12:30 AM;55.283;0
08/12/2022 02:13:00 AM;51.131;0
08/12/2022 02:13:30 AM;51.131;0
08/12/2022 02:14:00 AM;53.169;0
08/12/2022 02:14:30 AM;54.386;0
08/12/2022 02:15:00 AM;54.971;0
08/12/2022 02:15:30 AM;54.971;0
08/12/2022 02:16:00 AM;54.971;0
08/12/2022 02:16:30 AM;54.971;0
08/12/2022 02:17:00 AM;56.072;0
08/12/2022 02:17:30 AM;57.442;0
08/12/2022 02:18:00 AM;57.459;0
08/12/2022 02:18:30 AM;58.501;0
08/12/2022 02:19:00 AM;58.501;0
08/12/2022 02:19:30 AM;53.151;0
08/12/2022 02:20:00 AM;54.178;0
08/12/2022 02:20:30 AM;56.384;0
08/12/2022 02:21:00 AM;56.384;0
08/12/2022 02:21:30 AM;56.384;0
08/12/2022 02:22:00 AM;54.257;0
08/12/2022 02:22:30 AM;52.042;0
08/12/2022 02:23:00 AM;50.264;0
08/12/2022 02:23:30 AM;50.264;0
08/12/2022 02:24:00 AM;50.264;0
08/12/2022 02:24:30 AM;50.264;0
08/12/2022 02:25:00 AM;50.036;0
08/12/2022 02:25:30 AM;48.023;0
08/12/2022 02:26:00 AM;48.023;0
08/12/2022 02:26:30 AM;48.023;0
08/12/2022 02:27:00 AM;49.19;0
08/12/2022 02:27:30 AM;49.19;0
08/12/2022 02:28:00 AM;58.966;0
08/12/2022 02:28:30 AM;51.915;0
08/12/2022 02:29:00 AM;51.915;0
08/12/2022 02:29:30 AM;53.629;0
08/12/2022 02:30:00 AM;54.82;0
08/12/2022 02:30:30 AM;54.82;0
08/12/2022 02:31:00 AM;54.82;0
08/12/2022 02:31:30 AM;54.82;0
08/12/2022 02:32:00 AM;55.149;0
08/12/2022 02:32:30 AM;55.149;0
08/12/2022 02:33:00 AM;54.064;0
08/12/2022 02:33:30 AM;54.064;0
08/12/2022 02:34:00 AM;54.064;0
08/12/2022 02:34:30 AM;56.567;0
08/12/2022 02:35:00 AM;56.567;0
08/12/2022 02:35:30 AM;55.475;0
08/12/2022 02:36:00 AM;55.475;0
08/12/2022 02:36:30 AM;54.459;0
08/12/2022 02:37:00 AM;56.251;0
08/12/2022 02:37:30 AM;58.519;0
08/12/2022 02:38:00 AM;52.735;0
08/12/2022 02:38:30 AM;52.735;0
08/12/2022 02:39:00 AM;54.351;0
08/12/2022 02:39:30 AM;53.791;0
08/12/2022 02:40:00 AM;54.111;0
08/12/2022 02:40:30 AM;54.334;0
08/12/2022 02:41:00 AM;54.334;0
08/12/2022 02:41:30 AM;56.423;0
08/12/2022 02:42:00 AM;56.423;0
08/12/2022 02:42:30 AM;57.455;0
08/12/2022 02:43:00 AM;57.703;0
08/12/2022 02:43:30 AM;56.699;0
08/12/2022 02:44:00 AM;57.927;0
08/12/2022 02:44:30 AM;55.723;0
08/12/2022 02:45:00 AM;55.723;0
08/12/2022 02:45:30 AM;56.836;0
08/12/2022 02:46:00 AM;56.836;0
08/12/2022 02:46:30 AM;58.887;0
08/12/2022 02:47:00 AM;58.887;0
08/12/2022 02:47:30 AM;57.792;0
08/12/2022 02:48:00 AM;54.401;0
08/12/2022 02:48:30 AM;54.401;0
08/12/2022 02:49:00 AM;57.637;0
08/12/2022 02:49:30 AM;60.258;0
08/12/2022 02:50:00 AM;61.398;0
08/12/2022 02:50:30 AM;61.398;0
08/12/2022 02:51:00 AM;70.341;0
08/12/2022 02:51:30 AM;59.731;0
08/12/2022 02:52:00 AM;56.962;0
08/12/2022 02:52:30 AM;57.945;0
08/12/2022 02:53:00 AM;57.945;0
08/12/2022 02:53:30 AM;57.945;0
08/12/2022 02:54:00 AM;57.937;0
08/12/2022 02:54:30 AM;57.937;0
08/12/2022 02:55:00 AM;56.871;0
08/12/2022 02:55:30 AM;55.677;0
08/12/2022 02:56:00 AM;54.482;0
08/12/2022 02:56:30 AM;54.482;0
