Timestamp;Voltage Yb [V];QoS
08/12/2022 12:00:00 AM;11430.355;0
08/12/2022 12:00:30 AM;11420.108;0
08/12/2022 12:01:00 AM;11417.209;0
08/12/2022 12:01:30 AM;11404.927;0
08/12/2022 12:02:00 AM;11418.104;0
08/12/2022 12:02:30 AM;11419.668;0
08/12/2022 12:03:00 AM;11430.844;0
08/12/2022 12:03:30 AM;11442.994;0
08/12/2022 12:04:00 AM;11437.602;0
08/12/2022 12:04:30 AM;11432.989;0
08/12/2022 12:05:00 AM;11426.779;0
08/12/2022 12:05:30 AM;11424.384;0
08/12/2022 12:06:00 AM;11431.286;0
08/12/2022 12:06:30 AM;11424.411;0
08/12/2022 12:07:00 AM;11430.543;0
08/12/2022 12:07:30 AM;11422.323;0
08/12/2022 12:08:00 AM;11434.029;0
08/12/2022 12:08:30 AM;11433.351;0
08/12/2022 12:09:00 AM;11423.002;0
08/12/2022 12:09:30 AM;11423.177;0
08/12/2022 12:10:00 AM;11415.492;0
08/12/2022 12:10:30 AM;11421.188;0
08/12/2022 12:11:00 AM;11411.355;0
08/12/2022 12:11:30 AM;11415.126;0
08/12/2022 12:12:00 AM;11411.257;0
08/12/2022 12:12:30 AM;11404.794;0
08/12/2022 12:13:00 AM;11422.672;0
08/12/2022 12:13:00 AM;11422.672;0
08/12/2022 12:13:30 AM;11428.424;0
08/12/2022 12:14:00 AM;11419.47;0
08/12/2022 12:14:30 AM;11415.3;0
08/12/2022 12:15:00 AM;11398.042;0
08/12/2022 12:15:30 AM;11409.798;0
08/12/2022 12:16:00 AM;11404.743;0
08/12/2022 12:16:30 AM;11417.371;0
08/12/2022 12:17:00 AM;11410.019;0
08/12/2022 12:17:30 AM;11403.397;0
08/12/2022 12:18:00 AM;11409.443;0
08/12/2022 12:18:30 AM;11406.229;0
08/12/2022 12:19:00 AM;11407.643;0
08/12/2022 12:19:30 AM;11395.792;0
08/12/2022 12:20:00 AM;11383.09;0
08/12/2022 12:20:30 AM;11409.172;0
08/12/2022 12:21:00 AM;11414.294;0
08/12/2022 12:21:30 AM;11413.678;0
08/12/2022 12:22:00 AM;11403.866;0
08/12/2022 12:22:30 AM;11411.857;0
08/12/2022 12:23:00 AM;11429.539;0
08/12/2022 12:23:30 AM;11424.607;0
08/12/2022 12:24:00 AM;11432.392;0
08/12/2022 12:24:30 AM;11434.114;0
08/12/2022 12:25:00 AM;11437.163;0
08/12/2022 12:25:30 AM;11433.989;0
08/12/2022 12:26:00 AM;11438.348;0
08/12/2022 12:26:30 AM;11443.771;0
08/12/2022 12:27:00 AM;11444.605;0
08/12/2022 12:27:30 AM;11450.399;0
08/12/2022 12:28:00 AM;11448.428;0
08/12/2022 12:28:30 AM;11448.632;0
08/12/2022 12:29:00 AM;11447.085;0
08/12/2022 12:29:30 AM;11458.254;0
08/12/2022 12:30:00 AM;11446.905;0
08/12/2022 12:30:30 AM;11444.237;0
08/12/2022 12:31:00 AM;11432.082;0
08/12/2022 12:31:30 AM;11427.96;0
08/12/2022 12:32:00 AM;11431.799;0
08/12/2022 12:32:30 AM;11431.118;0
08/12/2022 12:33:00 AM;11428.975;0
08/12/2022 12:33:30 AM;11445.853;0
08/12/2022 12:34:00 AM;11458.188;0
08/12/2022 12:34:30 AM;11456.269;0
08/12/2022 12:35:00 AM;11448.861;0
08/12/2022 12:35:30 AM;11447.05;0
08/12/2022 12:36:00 AM;11437.018;0
08/12/2022 12:36:30 AM;11431.758;0
08/12/2022 12:37:00 AM;11442.09;0
08/12/2022 12:37:30 AM;11432.779;0
08/12/2022 12:38:00 AM;11435.283;0
08/12/2022 12:38:30 AM;11436.196;0
08/12/2022 12:39:00 AM;11445.964;0
08/12/2022 12:39:30 AM;11443.633;0
08/12/2022 12:40:00 AM;11435.189;0
08/12/2022 12:40:30 AM;11444.677;0
08/12/2022 12:41:00 AM;11443.787;0
08/12/2022 12:41:30 AM;11445.545;0
08/12/2022 12:42:00 AM;11438.111;0
08/12/2022 12:42:30 AM;11434.721;0
08/12/2022 12:43:00 AM;11451.949;0
08/12/2022 12:43:30 AM;11441.99;0
08/12/2022 12:44:00 AM;11459.44;0
08/12/2022 12:44:30 AM;11467.264;0
08/12/2022 12:45:00 AM;11460.476;0
08/12/2022 12:45:30 AM;11462.319;0
08/12/2022 12:46:00 AM;11452.108;0
08/12/2022 12:46:30 AM;11457.061;0
08/12/2022 12:47:00 AM;11457.741;0
08/12/2022 12:47:30 AM;11458.283;0
08/12/2022 12:48:00 AM;11463.32;0
08/12/2022 12:48:30 AM;11463.113;0
08/12/2022 12:49:00 AM;11460.563;0
08/12/2022 12:49:30 AM;11462.111;0
08/12/2022 12:50:00 AM;11463.705;0
08/12/2022 12:50:30 AM;11462.241;0
08/12/2022 12:51:00 AM;11462.754;0
08/12/2022 12:51:30 AM;11466.471;0
08/12/2022 12:52:00 AM;11466.674;0
08/12/2022 12:52:30 AM;11473.275;0
08/12/2022 12:53:00 AM;11470.143;0
08/12/2022 12:53:30 AM;11473.723;0
08/12/2022 12:54:00 AM;11473.711;0
08/12/2022 12:54:30 AM;11478.485;0
08/12/2022 12:55:00 AM;11478.143;0
08/12/2022 12:55:30 AM;11480.021;0
08/12/2022 12:56:00 AM;11477;0
08/12/2022 12:56:30 AM;11481.833;0
08/12/2022 12:57:00 AM;11386.642;0
08/12/2022 12:57:30 AM;11334.029;0
08/12/2022 12:58:00 AM;11285.888;0
08/12/2022 12:58:30 AM;11288.247;0
08/12/2022 12:59:00 AM;11275.488;0
08/12/2022 12:59:30 AM;11265.937;0
08/12/2022 01:00:00 AM;11259.445;0
08/12/2022 01:00:30 AM;11252.023;0
08/12/2022 01:01:00 AM;11242.484;0
08/12/2022 01:01:30 AM;11245.373;0
08/12/2022 01:02:00 AM;11244.502;0
08/12/2022 01:02:30 AM;11418.302;0
08/12/2022 01:03:00 AM;11414.784;0
08/12/2022 01:03:30 AM;11421.707;0
08/12/2022 01:04:00 AM;11423.934;0
08/12/2022 01:04:30 AM;11423.414;0
08/12/2022 01:05:00 AM;11417.764;0
08/12/2022 01:05:30 AM;11418.009;0
08/12/2022 01:06:00 AM;11413.492;0
08/12/2022 01:06:00 AM;11413.492;0
08/12/2022 01:06:30 AM;11422.305;0
08/12/2022 01:07:00 AM;11421.809;0
08/12/2022 01:07:30 AM;11424.184;0
08/12/2022 01:08:00 AM;11424.988;0
08/12/2022 01:08:30 AM;11424.536;0
08/12/2022 01:09:00 AM;11420.835;0
08/12/2022 01:09:30 AM;11427.425;0
08/12/2022 01:10:00 AM;11424.953;0
08/12/2022 01:10:30 AM;11428.113;0
08/12/2022 01:11:00 AM;11429.668;0
08/12/2022 01:11:30 AM;11433.748;0
08/12/2022 01:12:00 AM;11440.529;0
08/12/2022 01:12:30 AM;11434.134;0
08/12/2022 01:13:00 AM;11436.396;0
08/12/2022 01:13:30 AM;11430.842;0
