Timestamp;Voltage Ry [V];QoS
08/12/2022 02:39:00 AM;11398.261;0
08/12/2022 02:39:30 AM;11395.774;0
08/12/2022 02:40:00 AM;11404.337;0
08/12/2022 02:40:30 AM;11403.219;0
08/12/2022 02:41:00 AM;11407.992;0
08/12/2022 02:41:30 AM;11409.133;0
08/12/2022 02:42:00 AM;11410.559;0
08/12/2022 02:42:30 AM;11417.539;0
08/12/2022 02:43:00 AM;11414.503;0
08/12/2022 02:43:30 AM;11421.594;0
08/12/2022 02:44:00 AM;11419.951;0
08/12/2022 02:44:30 AM;11423.608;0
08/12/2022 02:45:00 AM;11422.616;0
08/12/2022 02:45:30 AM;11425.377;0
08/12/2022 02:46:00 AM;11428.018;0
08/12/2022 02:46:30 AM;11424.815;0
08/12/2022 02:47:00 AM;11414.128;0
08/12/2022 02:47:30 AM;11421.401;0
08/12/2022 02:48:00 AM;11415.661;0
08/12/2022 02:48:30 AM;11413.211;0
08/12/2022 02:49:00 AM;11419.122;0
08/12/2022 02:49:30 AM;11431.65;0
08/12/2022 02:50:00 AM;11431.381;0
08/12/2022 02:50:30 AM;11427.217;0
08/12/2022 02:51:00 AM;11427.933;0
08/12/2022 02:51:30 AM;11425.75;0
08/12/2022 02:52:00 AM;11424.868;0
08/12/2022 02:52:30 AM;11423.411;0
08/12/2022 02:53:00 AM;11427.178;0
08/12/2022 02:53:30 AM;11423.23;0
08/12/2022 02:54:00 AM;11430.585;0
08/12/2022 02:54:30 AM;11441.871;0
08/12/2022 02:55:00 AM;11439.139;0
08/12/2022 02:55:30 AM;11439.075;0
08/12/2022 02:56:00 AM;11436.65;0
08/12/2022 02:56:30 AM;11435.544;0
08/12/2022 02:57:00 AM;11442.63;0
08/12/2022 02:57:30 AM;11444.387;0
08/12/2022 02:58:00 AM;11428.317;0
08/12/2022 02:58:30 AM;11404.442;0
08/12/2022 02:59:00 AM;11380.28;0
08/12/2022 02:59:30 AM;11375.402;0
08/12/2022 03:00:00 AM;11369.489;0
08/12/2022 03:00:30 AM;11368.55;0
08/12/2022 03:01:00 AM;11368.229;0
08/12/2022 03:01:30 AM;11361.895;0
08/12/2022 03:02:00 AM;11361.014;0
08/12/2022 03:02:30 AM;11359.595;0
08/12/2022 03:03:00 AM;11344.467;0
08/12/2022 03:03:30 AM;11362.244;0
08/12/2022 03:04:00 AM;11364.786;0
08/12/2022 03:04:30 AM;11365.011;0
08/12/2022 03:05:00 AM;11367.811;0
08/12/2022 03:05:30 AM;11363.911;0
08/12/2022 03:06:00 AM;11361.219;0
08/12/2022 03:06:30 AM;11363.409;0
08/12/2022 03:07:00 AM;11372.894;0
08/12/2022 03:07:30 AM;11371.85;0
08/12/2022 03:08:00 AM;11362.463;0
08/12/2022 03:08:30 AM;11364.81;0
08/12/2022 03:09:00 AM;11364.622;0
08/12/2022 03:09:30 AM;11369.534;0
08/12/2022 03:10:00 AM;11367.18;0
08/12/2022 03:10:30 AM;11367.749;0
08/12/2022 03:11:00 AM;11360.936;0
08/12/2022 03:11:30 AM;11359.411;0
08/12/2022 03:12:00 AM;11357.877;0
08/12/2022 03:12:30 AM;11362.76;0
08/12/2022 03:13:00 AM;11347.599;0
08/12/2022 03:13:30 AM;11354.561;0
08/12/2022 03:14:00 AM;11349.94;0
08/12/2022 03:14:30 AM;11353.872;0
08/12/2022 03:15:00 AM;11352.279;0
08/12/2022 03:15:30 AM;11354.503;0
08/12/2022 03:16:00 AM;11352.536;0
08/12/2022 03:16:30 AM;11355.426;0
08/12/2022 03:17:00 AM;11354.607;0
08/12/2022 03:17:30 AM;11357.529;0
08/12/2022 03:18:00 AM;11354.155;0
08/12/2022 03:18:30 AM;11353.594;0
08/12/2022 03:19:00 AM;11356.812;0
08/12/2022 03:19:30 AM;11366.518;0
08/12/2022 03:20:00 AM;11365.673;0
08/12/2022 03:20:30 AM;11373.994;0
08/12/2022 03:21:00 AM;11370.707;0
08/12/2022 03:21:30 AM;11369.16;0
08/12/2022 03:22:00 AM;11371.043;0
08/12/2022 03:22:30 AM;11373.46;0
08/12/2022 03:23:00 AM;11369.858;0
08/12/2022 03:23:30 AM;11367.42;0
08/12/2022 03:24:00 AM;11367.005;0
08/12/2022 03:24:30 AM;11363.065;0
08/12/2022 03:25:00 AM;11370.841;0
08/12/2022 03:25:30 AM;11367.889;0
08/12/2022 03:26:00 AM;11364.116;0
08/12/2022 03:26:30 AM;11368.795;0
08/12/2022 03:27:00 AM;11373.755;0
08/12/2022 03:27:30 AM;11384.351;0
08/12/2022 03:28:00 AM;11377.686;0
08/12/2022 03:28:30 AM;11372.058;0
08/12/2022 03:29:00 AM;11368.366;0
08/12/2022 03:29:30 AM;11366.879;0
08/12/2022 03:30:00 AM;11374.468;0
08/12/2022 03:30:30 AM;11376.982;0
08/12/2022 03:31:00 AM;11373.217;0
08/12/2022 03:31:30 AM;11369.173;0
08/12/2022 03:32:00 AM;11365.625;0
08/12/2022 03:32:30 AM;11362.237;0
08/12/2022 03:33:00 AM;11358.967;0
08/12/2022 03:33:30 AM;11372.34;0
08/12/2022 03:34:00 AM;11374.086;0
08/12/2022 03:34:30 AM;11370.45;0
08/12/2022 03:35:00 AM;11368.925;0
08/12/2022 03:35:30 AM;11364.65;0
08/12/2022 03:36:00 AM;11362.709;0
08/12/2022 03:36:30 AM;11361.602;0
08/12/2022 03:37:00 AM;11356.289;0
08/12/2022 03:37:30 AM;11361.223;0
08/12/2022 03:38:00 AM;11357.706;0
08/12/2022 03:38:30 AM;11354.588;0
08/12/2022 03:39:00 AM;11358.973;0
08/12/2022 03:39:30 AM;11351.232;0
08/12/2022 03:40:00 AM;11350.888;0
08/12/2022 03:40:30 AM;11350.469;0
08/12/2022 03:41:00 AM;11349.161;0
08/12/2022 03:41:30 AM;11347.235;0
08/12/2022 03:42:00 AM;11354.171;0
08/12/2022 03:42:30 AM;11351.238;0
08/12/2022 03:43:00 AM;11356.615;0
08/12/2022 03:43:30 AM;11359.584;0
08/12/2022 03:44:00 AM;11365.207;0
08/12/2022 03:44:30 AM;11360.18;0
08/12/2022 03:45:00 AM;11364.642;0
08/12/2022 03:45:30 AM;11371.132;0
08/12/2022 03:46:00 AM;11368.859;0
08/12/2022 03:46:30 AM;11372.529;0
08/12/2022 03:47:00 AM;11375.931;0
08/12/2022 03:47:30 AM;11376.375;0
08/12/2022 03:48:00 AM;11379.823;0
08/12/2022 03:48:30 AM;11378.696;0
08/12/2022 03:49:00 AM;11376.303;0
08/12/2022 03:49:30 AM;11375.204;0
08/12/2022 03:50:00 AM;11380.163;0
08/12/2022 03:50:30 AM;11378.603;0
08/12/2022 03:51:00 AM;11367.545;0
08/12/2022 03:51:30 AM;11365.776;0
08/12/2022 03:52:00 AM;11375.268;0
08/12/2022 03:52:30 AM;11371.504;0
08/12/2022 03:53:00 AM;11374.177;0
08/12/2022 03:53:30 AM;11372.358;0
08/12/2022 03:54:00 AM;11374.223;0
08/12/2022 03:54:30 AM;11365.409;0
08/12/2022 03:55:00 AM;11374.682;0
08/12/2022 03:55:30 AM;11376.176;0
08/12/2022 03:56:00 AM;11371.375;0
08/12/2022 03:56:30 AM;11370.162;0
08/12/2022 03:57:00 AM;11365.072;0
08/12/2022 03:57:30 AM;11375.353;0
08/12/2022 03:58:00 AM;11369.819;0
08/12/2022 03:58:30 AM;11362.6;0
08/12/2022 03:59:00 AM;11360.68;0
08/12/2022 03:59:30 AM;11352.711;0
08/12/2022 04:00:00 AM;11356.077;0
08/12/2022 04:00:30 AM;11361.637;0
08/12/2022 04:01:00 AM;11356.13;0
08/12/2022 04:01:30 AM;11351.076;0
08/12/2022 04:02:00 AM;11360.624;0
08/12/2022 04:02:30 AM;11360.009;0
08/12/2022 04:03:00 AM;11361.544;0
08/12/2022 04:03:30 AM;11356.619;0
08/12/2022 04:04:00 AM;11352.248;0
08/12/2022 04:04:30 AM;11351.115;0
08/12/2022 04:05:00 AM;11347.929;0
08/12/2022 04:05:30 AM;11346.142;0
08/12/2022 04:06:00 AM;11346.835;0
08/12/2022 04:06:30 AM;11344.726;0
08/12/2022 04:07:00 AM;11345.042;0
08/12/2022 04:07:30 AM;11348.777;0
08/12/2022 04:08:00 AM;11346.043;0
08/12/2022 04:08:30 AM;11345.044;0
08/12/2022 04:09:00 AM;11348.411;0
08/12/2022 04:09:30 AM;11347.594;0
08/12/2022 04:10:00 AM;11359.016;0
08/12/2022 04:10:30 AM;11365.483;0
08/12/2022 04:11:00 AM;11373.636;0
08/12/2022 04:11:30 AM;11369.394;0
08/12/2022 04:12:00 AM;11361.755;0
08/12/2022 04:12:30 AM;11362.951;0
08/12/2022 04:13:00 AM;11363.192;0
08/12/2022 04:13:30 AM;11358.572;0
08/12/2022 04:14:00 AM;11359.352;0
08/12/2022 04:14:30 AM;11362.161;0
08/12/2022 04:15:00 AM;11365.608;0
08/12/2022 04:15:30 AM;11367.199;0
08/12/2022 04:16:00 AM;11362.944;0
08/12/2022 04:16:30 AM;11353.357;0
08/12/2022 04:17:00 AM;11360.761;0
08/12/2022 04:17:30 AM;11356.165;0
08/12/2022 04:18:00 AM;11355.162;0
08/12/2022 04:18:30 AM;11363.771;0
08/12/2022 04:19:00 AM;11362.236;0
08/12/2022 04:19:30 AM;11360.133;0
08/12/2022 04:20:00 AM;11355.69;0
08/12/2022 04:20:30 AM;11357.318;0
08/12/2022 04:21:00 AM;11360.341;0
08/12/2022 04:21:30 AM;11353.123;0
08/12/2022 04:22:00 AM;11350.157;0
08/12/2022 04:22:30 AM;11356.615;0
08/12/2022 04:23:00 AM;11355.558;0
08/12/2022 04:23:30 AM;11357.273;0
08/12/2022 04:24:00 AM;11354.913;0
08/12/2022 04:24:30 AM;11358.894;0
08/12/2022 04:25:00 AM;11357.908;0
08/12/2022 04:25:30 AM;11360.429;0
08/12/2022 04:26:00 AM;11370.424;0
08/12/2022 04:26:30 AM;11373.307;0
08/12/2022 04:27:00 AM;11371.482;0
08/12/2022 04:27:30 AM;11368.676;0
08/12/2022 04:28:00 AM;11368.79;0
08/12/2022 04:28:30 AM;11365.27;0
08/12/2022 04:29:00 AM;11361.452;0
08/12/2022 04:29:30 AM;11363.456;0
08/12/2022 04:30:00 AM;11351.287;0
08/12/2022 04:30:30 AM;11361.406;0
08/12/2022 04:31:00 AM;11359.761;0
08/12/2022 04:31:30 AM;11359.493;0
08/12/2022 04:32:00 AM;11362.312;0
08/12/2022 04:32:30 AM;11361.037;0
08/12/2022 04:33:00 AM;11365.752;0
08/12/2022 04:33:30 AM;11374.915;0
08/12/2022 04:34:00 AM;11377.928;0
08/12/2022 04:34:30 AM;11378.013;0
08/12/2022 04:35:00 AM;11379.524;0
08/12/2022 04:35:30 AM;11374.297;0
08/12/2022 04:36:00 AM;11360.549;0
08/12/2022 04:36:30 AM;11360.778;0
08/12/2022 04:37:00 AM;11365.688;0
08/12/2022 04:37:30 AM;11369.472;0
08/12/2022 04:38:00 AM;11366.43;0
08/12/2022 04:38:30 AM;11365.174;0
08/12/2022 04:39:00 AM;11363.167;0
08/12/2022 04:39:30 AM;11361.543;0
08/12/2022 04:40:00 AM;11360.979;0
08/12/2022 04:40:30 AM;11362.059;0
08/12/2022 04:41:00 AM;11360.507;0
08/12/2022 04:41:30 AM;11362.148;0
08/12/2022 04:42:00 AM;11358.902;0
08/12/2022 04:42:30 AM;11357.323;0
08/12/2022 04:43:00 AM;11358.453;0
08/12/2022 04:43:30 AM;11360.413;0
08/12/2022 04:44:00 AM;11354.914;0
08/12/2022 04:44:30 AM;11352.44;0
08/12/2022 04:45:00 AM;11353.076;0
08/12/2022 04:45:30 AM;11349.965;0
08/12/2022 04:46:00 AM;11345.853;0
08/12/2022 04:46:30 AM;11349.295;0
08/12/2022 04:47:00 AM;11349.421;0
08/12/2022 04:47:30 AM;11353.62;0
08/12/2022 04:48:00 AM;11355.841;0
08/12/2022 04:48:30 AM;11358.313;0
08/12/2022 04:49:00 AM;11352.717;0
08/12/2022 04:49:30 AM;11356.062;0
08/12/2022 04:50:00 AM;11354.427;0
08/12/2022 04:50:30 AM;11354.367;0
08/12/2022 04:51:00 AM;11357.055;0
08/12/2022 04:51:30 AM;11356.246;0
08/12/2022 04:52:00 AM;11361.037;0
08/12/2022 04:52:30 AM;11350.279;0
08/12/2022 04:53:00 AM;11359.638;0
08/12/2022 04:53:30 AM;11349.928;0
08/12/2022 04:54:00 AM;11351.118;0
08/12/2022 04:54:30 AM;11351.073;0
08/12/2022 04:55:00 AM;11351.355;0
08/12/2022 04:55:30 AM;11353.598;0
08/12/2022 04:56:00 AM;11364.684;0
08/12/2022 04:56:30 AM;11373.86;0
08/12/2022 04:57:00 AM;11352.865;0
08/12/2022 04:57:30 AM;11350.595;0
08/12/2022 04:58:00 AM;11353.444;0
08/12/2022 04:58:30 AM;11358.747;0
08/12/2022 04:59:00 AM;11358.647;0
08/12/2022 04:59:30 AM;11346.629;0
08/12/2022 05:00:00 AM;11337.5;0
08/12/2022 05:00:30 AM;11339.899;0
08/12/2022 05:01:00 AM;11339.92;0
08/12/2022 05:01:30 AM;11338.656;0
08/12/2022 05:02:00 AM;11332.683;0
08/12/2022 05:02:30 AM;11345.228;0
08/12/2022 05:03:00 AM;11351.321;0
