Timestamp;Reactive Power [kvar];QoS
08/12/2022 12:00:00 AM;-3.684;0
08/12/2022 12:00:30 AM;-3.816;0
08/12/2022 12:01:00 AM;-3.853;0
08/12/2022 12:01:30 AM;-3.801;0
08/12/2022 12:02:00 AM;-3.724;0
08/12/2022 12:02:30 AM;-3.604;0
08/12/2022 12:03:00 AM;-3.74;0
08/12/2022 12:03:30 AM;-3.695;0
08/12/2022 12:04:00 AM;-3.602;0
08/12/2022 12:04:30 AM;-3.559;0
08/12/2022 12:05:00 AM;-3.531;0
08/12/2022 12:05:30 AM;-3.492;0
08/12/2022 12:06:00 AM;-3.293;0
08/12/2022 12:06:30 AM;-3.394;0
08/12/2022 12:07:00 AM;-3.526;0
08/12/2022 12:07:30 AM;-3.362;0
08/12/2022 12:08:00 AM;-3.463;0
08/12/2022 12:08:30 AM;-3.476;0
08/12/2022 12:09:00 AM;-3.326;0
08/12/2022 12:09:00 AM;-3.326;0
08/12/2022 12:09:30 AM;-3.211;0
08/12/2022 12:10:00 AM;-3.338;0
08/12/2022 12:10:30 AM;-3.307;0
08/12/2022 12:11:00 AM;-3.195;0
08/12/2022 12:11:30 AM;-3.153;0
08/12/2022 12:12:00 AM;-3.183;0
08/12/2022 12:12:30 AM;-3.231;0
08/12/2022 12:13:00 AM;-3.486;0
08/12/2022 12:13:30 AM;-3.426;0
08/12/2022 12:14:00 AM;-3.553;0
08/12/2022 12:14:30 AM;-3.422;0
08/12/2022 12:15:00 AM;-3.418;0
08/12/2022 12:15:30 AM;-3.417;0
08/12/2022 12:16:00 AM;-3.44;0
08/12/2022 12:16:30 AM;-3.459;0
08/12/2022 12:17:00 AM;-3.437;0
08/12/2022 12:17:30 AM;-3.549;0
08/12/2022 12:18:00 AM;-3.52;0
08/12/2022 12:18:30 AM;-3.539;0
08/12/2022 12:19:00 AM;-3.523;0
08/12/2022 12:19:30 AM;-3.596;0
08/12/2022 12:20:00 AM;-3.523;0
08/12/2022 12:20:30 AM;-3.492;0
08/12/2022 12:21:00 AM;-3.537;0
08/12/2022 12:21:30 AM;-3.511;0
08/12/2022 12:22:00 AM;-3.508;0
08/12/2022 12:22:30 AM;-3.321;0
08/12/2022 12:23:00 AM;-3.418;0
08/12/2022 12:23:30 AM;-3.343;0
08/12/2022 12:24:00 AM;-3.397;0
08/12/2022 12:24:30 AM;-3.454;0
08/12/2022 12:25:00 AM;-3.401;0
08/12/2022 12:25:30 AM;-3.35;0
08/12/2022 12:26:00 AM;-3.332;0
08/12/2022 12:26:30 AM;-3.368;0
08/12/2022 12:27:00 AM;-3.233;0
08/12/2022 12:27:30 AM;-3.335;0
08/12/2022 12:28:00 AM;-3.297;0
08/12/2022 12:28:30 AM;-3.508;0
08/12/2022 12:29:00 AM;-3.452;0
08/12/2022 12:29:30 AM;-3.52;0
08/12/2022 12:30:00 AM;-3.654;0
08/12/2022 12:30:30 AM;-3.695;0
08/12/2022 12:31:00 AM;-3.626;0
08/12/2022 12:31:30 AM;-3.699;0
08/12/2022 12:32:00 AM;-3.619;0
08/12/2022 12:32:30 AM;-3.54;0
08/12/2022 12:33:00 AM;-3.514;0
08/12/2022 12:33:30 AM;-3.572;0
08/12/2022 12:34:00 AM;-3.512;0
08/12/2022 12:34:30 AM;-3.394;0
08/12/2022 12:35:00 AM;-3.459;0
08/12/2022 12:35:30 AM;-3.499;0
08/12/2022 12:36:00 AM;-3.572;0
08/12/2022 12:36:30 AM;-3.509;0
08/12/2022 12:37:00 AM;-3.441;0
08/12/2022 12:37:30 AM;-3.551;0
08/12/2022 12:38:00 AM;-3.602;0
08/12/2022 12:38:30 AM;-3.602;0
08/12/2022 12:39:00 AM;-3.365;0
08/12/2022 12:39:30 AM;-3.601;0
08/12/2022 12:40:00 AM;-3.644;0
08/12/2022 12:40:30 AM;-3.614;0
08/12/2022 12:41:00 AM;-3.659;0
08/12/2022 12:41:30 AM;-3.63;0
08/12/2022 12:42:00 AM;-3.635;0
08/12/2022 12:42:30 AM;-3.585;0
08/12/2022 12:43:00 AM;-3.604;0
08/12/2022 12:43:30 AM;-3.596;0
08/12/2022 12:44:00 AM;-3.644;0
08/12/2022 12:44:30 AM;-3.702;0
08/12/2022 12:45:00 AM;-3.654;0
08/12/2022 12:45:30 AM;-3.694;0
08/12/2022 12:46:00 AM;-3.812;0
08/12/2022 12:46:30 AM;-3.804;0
08/12/2022 12:47:00 AM;-3.727;0
08/12/2022 12:47:30 AM;-3.71;0
08/12/2022 12:48:00 AM;-3.705;0
08/12/2022 12:48:30 AM;-3.64;0
08/12/2022 12:49:00 AM;-3.672;0
08/12/2022 12:49:30 AM;-3.519;0
08/12/2022 12:50:00 AM;-3.532;0
08/12/2022 12:50:30 AM;-3.563;0
08/12/2022 12:51:00 AM;-3.52;0
08/12/2022 12:51:30 AM;-3.532;0
08/12/2022 12:52:00 AM;-3.682;0
08/12/2022 12:52:30 AM;-3.6;0
08/12/2022 12:53:00 AM;-3.684;0
08/12/2022 12:53:30 AM;-3.707;0
08/12/2022 12:54:00 AM;-3.619;0
08/12/2022 12:54:30 AM;-3.734;0
08/12/2022 12:55:00 AM;-3.669;0
08/12/2022 12:55:30 AM;-3.697;0
08/12/2022 12:56:00 AM;-3.79;0
08/12/2022 12:56:30 AM;-3.81;0
08/12/2022 12:57:00 AM;-3.754;0
08/12/2022 12:57:30 AM;-3.798;0
08/12/2022 12:58:00 AM;-3.841;0
08/12/2022 12:58:30 AM;-3.81;0
08/12/2022 12:59:00 AM;-3.799;0
08/12/2022 12:59:30 AM;-3.802;0
08/12/2022 01:00:00 AM;-3.891;0
08/12/2022 01:00:30 AM;-3.802;0
08/12/2022 01:01:00 AM;-3.787;0
08/12/2022 01:01:30 AM;-3.852;0
08/12/2022 01:02:00 AM;-3.931;0
08/12/2022 01:02:30 AM;-4.058;0
08/12/2022 01:03:00 AM;-3.891;0
08/12/2022 01:03:30 AM;-3.902;0
08/12/2022 01:04:00 AM;-3.843;0
08/12/2022 01:04:30 AM;-3.676;0
08/12/2022 01:05:00 AM;-3.706;0
08/12/2022 01:05:30 AM;-3.727;0
08/12/2022 01:06:00 AM;-3.637;0
08/12/2022 01:06:30 AM;-3.52;0
08/12/2022 01:07:00 AM;-3.559;0
08/12/2022 01:07:30 AM;-3.461;0
08/12/2022 01:08:00 AM;-3.448;0
08/12/2022 01:08:30 AM;-3.492;0
08/12/2022 01:09:00 AM;-3.578;0
08/12/2022 01:09:30 AM;-3.527;0
08/12/2022 01:10:00 AM;-3.558;0
08/12/2022 01:10:30 AM;-3.627;0
08/12/2022 01:11:00 AM;-3.705;0
08/12/2022 01:11:30 AM;-3.586;0
08/12/2022 01:12:00 AM;-3.57;0
08/12/2022 01:12:30 AM;-3.453;0
08/12/2022 01:13:00 AM;-3.404;0
08/12/2022 01:13:30 AM;-3.437;0
08/12/2022 01:14:00 AM;-3.441;0
08/12/2022 01:14:30 AM;-3.674;0
08/12/2022 01:15:00 AM;-3.558;0
08/12/2022 01:15:30 AM;-3.559;0
08/12/2022 01:16:00 AM;-3.527;0
08/12/2022 01:16:30 AM;-3.544;0
08/12/2022 01:17:00 AM;-3.494;0
08/12/2022 01:17:30 AM;-3.471;0
08/12/2022 01:18:00 AM;-3.411;0
08/12/2022 01:18:30 AM;-3.443;0
08/12/2022 01:19:00 AM;-3.503;0
08/12/2022 01:19:30 AM;-3.506;0
08/12/2022 01:20:00 AM;-3.511;0
08/12/2022 01:20:30 AM;-3.465;0
08/12/2022 01:21:00 AM;-3.372;0
08/12/2022 01:21:30 AM;-3.417;0
08/12/2022 01:22:00 AM;-3.425;0
08/12/2022 01:22:30 AM;-3.429;0
08/12/2022 01:23:00 AM;-3.472;0
08/12/2022 01:23:30 AM;-3.609;0
08/12/2022 01:24:00 AM;-3.701;0
08/12/2022 01:24:30 AM;-3.592;0
08/12/2022 01:25:00 AM;-3.727;0
08/12/2022 01:25:30 AM;-3.679;0
08/12/2022 01:26:00 AM;-3.698;0
08/12/2022 01:26:30 AM;-3.705;0
08/12/2022 01:27:00 AM;-3.658;0
08/12/2022 01:27:30 AM;-3.731;0
08/12/2022 01:28:00 AM;-3.863;0
08/12/2022 01:28:30 AM;-3.854;0
08/12/2022 01:29:00 AM;-3.937;0
08/12/2022 01:29:30 AM;-3.859;0
08/12/2022 01:30:00 AM;-3.969;0
08/12/2022 01:30:30 AM;-3.998;0
08/12/2022 01:31:00 AM;-4.026;0
08/12/2022 01:31:30 AM;-4.026;0
08/12/2022 01:32:00 AM;-3.97;0
08/12/2022 01:32:30 AM;-3.864;0
08/12/2022 01:33:00 AM;-3.857;0
08/12/2022 01:33:30 AM;-3.803;0
08/12/2022 01:34:00 AM;-3.724;0
08/12/2022 01:34:30 AM;-3.565;0
08/12/2022 01:35:00 AM;-3.545;0
08/12/2022 01:35:30 AM;-3.498;0
08/12/2022 01:36:00 AM;-3.668;0
08/12/2022 01:36:30 AM;-3.86;0
08/12/2022 01:37:00 AM;-3.932;0
08/12/2022 01:37:30 AM;-3.917;0
08/12/2022 01:38:00 AM;-3.917;0
08/12/2022 01:38:30 AM;-3.901;0
08/12/2022 01:39:00 AM;-3.954;0
08/12/2022 01:39:30 AM;-3.714;0
08/12/2022 01:40:00 AM;-3.769;0
08/12/2022 01:40:30 AM;-3.858;0
08/12/2022 01:41:00 AM;-3.71;0
08/12/2022 01:41:30 AM;-3.919;0
08/12/2022 01:42:00 AM;-3.834;0
08/12/2022 01:42:30 AM;-3.906;0
08/12/2022 01:43:00 AM;-3.907;0
08/12/2022 01:43:30 AM;-3.855;0
08/12/2022 01:44:00 AM;-3.788;0
08/12/2022 01:44:30 AM;-3.714;0
08/12/2022 01:45:00 AM;-3.836;0
08/12/2022 01:45:30 AM;-3.864;0
08/12/2022 01:46:00 AM;-3.745;0
08/12/2022 01:46:30 AM;-3.636;0
08/12/2022 01:47:00 AM;-3.703;0
08/12/2022 01:47:30 AM;-3.778;0
08/12/2022 01:48:00 AM;-3.723;0
08/12/2022 01:48:30 AM;-3.659;0
08/12/2022 01:49:00 AM;-3.673;0
08/12/2022 01:49:30 AM;-3.636;0
08/12/2022 01:50:00 AM;-3.597;0
08/12/2022 01:50:30 AM;-3.556;0
08/12/2022 01:51:00 AM;-3.549;0
08/12/2022 01:51:30 AM;-3.621;0
08/12/2022 01:52:00 AM;-3.484;0
08/12/2022 01:52:30 AM;-3.635;0
08/12/2022 01:53:00 AM;-3.605;0
08/12/2022 01:53:30 AM;-3.615;0
08/12/2022 01:54:00 AM;-3.531;0
08/12/2022 01:54:30 AM;-3.5;0
08/12/2022 01:55:00 AM;-3.473;0
08/12/2022 01:55:30 AM;-3.489;0
08/12/2022 01:56:00 AM;-3.581;0
08/12/2022 01:56:30 AM;-3.435;0
08/12/2022 01:57:00 AM;-3.524;0
08/12/2022 01:57:30 AM;-3.457;0
08/12/2022 01:58:00 AM;-3.465;0
08/12/2022 01:58:30 AM;-3.334;0
08/12/2022 01:59:00 AM;-3.291;0
08/12/2022 01:59:30 AM;-3.453;0
08/12/2022 02:00:00 AM;-3.498;0
08/12/2022 02:00:30 AM;-3.381;0
08/12/2022 02:01:00 AM;-3.457;0
08/12/2022 02:01:30 AM;-3.632;0
08/12/2022 02:02:00 AM;-3.692;0
08/12/2022 02:02:30 AM;-3.626;0
08/12/2022 02:03:00 AM;-3.657;0
08/12/2022 02:03:30 AM;-3.629;0
08/12/2022 02:04:00 AM;-3.634;0
08/12/2022 02:04:30 AM;-3.525;0
08/12/2022 02:05:00 AM;-3.493;0
08/12/2022 02:05:30 AM;-3.359;0
08/12/2022 02:06:00 AM;-3.287;0
08/12/2022 02:06:30 AM;-3.245;0
08/12/2022 02:07:00 AM;-3.265;0
08/12/2022 02:07:30 AM;-3.257;0
08/12/2022 02:08:00 AM;-3.236;0
08/12/2022 02:08:30 AM;-3.429;0
08/12/2022 02:09:00 AM;-3.398;0
08/12/2022 02:09:30 AM;-3.539;0
08/12/2022 02:10:00 AM;-3.428;0
08/12/2022 02:10:30 AM;-3.523;0
08/12/2022 02:11:00 AM;-3.485;0
08/12/2022 02:11:30 AM;-3.557;0
08/12/2022 02:12:00 AM;-3.535;0
08/12/2022 02:12:30 AM;-3.561;0
08/12/2022 02:13:00 AM;-3.391;0
08/12/2022 02:13:30 AM;-3.355;0
08/12/2022 02:14:00 AM;-3.279;0
08/12/2022 02:14:30 AM;-3.378;0
08/12/2022 02:15:00 AM;-3.501;0
08/12/2022 02:15:30 AM;-3.365;0
08/12/2022 02:16:00 AM;-3.345;0
08/12/2022 02:16:30 AM;-3.344;0
08/12/2022 02:17:00 AM;-3.449;0
08/12/2022 02:17:30 AM;-3.518;0
08/12/2022 02:18:00 AM;-3.445;0
08/12/2022 02:18:30 AM;-3.601;0
08/12/2022 02:19:00 AM;-3.509;0
08/12/2022 02:19:30 AM;-3.458;0
08/12/2022 02:20:00 AM;-3.521;0
08/12/2022 02:20:30 AM;-3.419;0
08/12/2022 02:21:00 AM;-3.487;0
08/12/2022 02:21:30 AM;-3.445;0
08/12/2022 02:22:00 AM;-3.382;0
08/12/2022 02:22:30 AM;-3.477;0
08/12/2022 02:23:00 AM;-3.563;0
08/12/2022 02:23:30 AM;-3.508;0
08/12/2022 02:24:00 AM;-3.538;0
08/12/2022 02:24:30 AM;-3.485;0
08/12/2022 02:25:00 AM;-3.541;0
08/12/2022 02:25:30 AM;-3.567;0
08/12/2022 02:26:00 AM;-3.518;0
08/12/2022 02:26:30 AM;-3.564;0
08/12/2022 02:27:00 AM;-3.531;0
08/12/2022 02:27:30 AM;-3.636;0
08/12/2022 02:28:00 AM;-3.493;0
08/12/2022 02:28:30 AM;-3.476;0
08/12/2022 02:29:00 AM;-3.299;0
08/12/2022 02:29:30 AM;-3.29;0
08/12/2022 02:30:00 AM;-3.212;0
08/12/2022 02:30:30 AM;-3.423;0
08/12/2022 02:31:00 AM;-3.527;0
08/12/2022 02:31:30 AM;-3.336;0
08/12/2022 02:32:00 AM;-3.438;0
08/12/2022 02:32:30 AM;-3.418;0
08/12/2022 02:33:00 AM;-3.439;0
08/12/2022 02:33:30 AM;-3.382;0
08/12/2022 02:34:00 AM;-3.455;0
08/12/2022 02:34:30 AM;-3.352;0
08/12/2022 02:35:00 AM;-3.353;0
08/12/2022 02:35:30 AM;-3.502;0
08/12/2022 02:36:00 AM;-3.516;0
08/12/2022 02:36:30 AM;-3.44;0
08/12/2022 02:37:00 AM;-3.613;0
08/12/2022 02:37:30 AM;-3.751;0
08/12/2022 02:38:00 AM;-3.761;0
08/12/2022 02:38:30 AM;-3.774;0
08/12/2022 02:39:00 AM;-3.685;0
08/12/2022 02:39:30 AM;-3.689;0
08/12/2022 02:40:00 AM;-3.615;0
08/12/2022 02:40:30 AM;-3.527;0
08/12/2022 02:41:00 AM;-3.384;0
08/12/2022 02:41:30 AM;-3.465;0
08/12/2022 02:42:00 AM;-3.447;0
08/12/2022 02:42:30 AM;-3.31;0
08/12/2022 02:43:00 AM;-3.287;0
08/12/2022 02:43:30 AM;-3.311;0
08/12/2022 02:44:00 AM;-3.166;0
08/12/2022 02:44:30 AM;-3.094;0
08/12/2022 02:45:00 AM;-3.149;0
08/12/2022 02:45:30 AM;-3.196;0
08/12/2022 02:46:00 AM;-3.12;0
08/12/2022 02:46:30 AM;-3.132;0
08/12/2022 02:47:00 AM;-3.07;0
08/12/2022 02:47:30 AM;-3.123;0
08/12/2022 02:48:00 AM;-3.178;0
08/12/2022 02:48:30 AM;-3.303;0
08/12/2022 02:49:00 AM;-3.337;0
08/12/2022 02:49:30 AM;-3.218;0
08/12/2022 02:50:00 AM;-3.363;0
08/12/2022 02:50:30 AM;-3.39;0
08/12/2022 02:51:00 AM;-3.386;0
08/12/2022 02:51:30 AM;-3.42;0
08/12/2022 02:52:00 AM;-3.548;0
08/12/2022 02:52:30 AM;-3.522;0
08/12/2022 02:53:00 AM;-3.576;0
08/12/2022 02:53:30 AM;-3.578;0
