IsoDatetime,t02_a,t02_b,t02_c,t01_a,t01_b,t01_c,ss03_a,ss03_b,ss03_c,ss04_a,ss04_b,ss04_c,ss05_a,ss05_b,ss05_c,ss14_a,ss14_b,ss14_c,ss15_a,ss15_b,ss15_c,ss16_a,ss16_b,ss16_c,ss18_a,ss18_b,ss18_c,ss19_a,ss19_b,ss19_c,ss21_a,ss21_b,ss21_c,ss24_a,ss24_b,ss24_c,ss11_a,ss11_b,ss11_c,ss33_a,ss33_b,ss33_c,ss29_a,ss29_b,ss29_c,ss27_a,ss27_b,ss27_c,ss26_a,ss26_b,ss26_c,ss28_a,ss28_b,ss28_c,ss25_a,ss25_b,ss25_c,ss06_a,ss06_b,ss06_c,t07_a,t07_b,t07_c,t08_a,t08_b,t08_c,ss08_a,ss08_b,ss08_c,ss22_a,ss22_b,ss22_c,ss23_a,ss23_b,ss23_c,ss17_a,ss17_b,ss17_c,ss12_a,ss12_b,ss12_c,wt_01
2022-07-15T00:00:00.0,149.16907022296334,140.18001146458627,126.51450268661618,49.47069495247502,71.453634288395,50.4031181967122,97.30174385170496,97.66545279636848,101.17388583115994,91.15602609767578,86.42754867247643,69.28629617976955,54.21960599722624,84.37452023124015,96.17330043239265,41.845623787952306,71.73388660706756,70.48028632307846,56.84009147376752,54.47762621192591,82.71063374709877,47.39971024630512,56.8967447176446,61.064321611497846,40.171691849309724,27.19336641011634,36.740662341673065,43.08828651845505,46.541369830815434,43.896548122519874,119.78147077779943,136.48914918002407,125.07009663703818,89.25966813001006,113.07125913337129,84.49176172739271,29.075048030106238,43.86960639570858,33.4397788141774,12.798433921651913,12.654722975411199,37.83301623675645,122.09138626315334,158.50310248113684,140.4853670620145,5.937826407379745,5.462950276243331,42.138269624352645,34.02087979146232,1.9803861363932802,14.673180288334258,11.809194183929412,26.817120229930353,17.512082282937598,105.42209133148721,107.72690244328001,101.7417112386158,1.688025119978908,0.7980207364607201,0.5270118599690797,1.2670184512143152,0.4343474486270654,0.8759003285569154,1.7471705950218424,0.7164582484985104,1.4344914478390884,0.9932369259827345,0.11287523986407977,1.7150299654879118,1.6754442952203483,1.7080858034756365,0.09567529344461581,0.7383739540933044,1.5403323578064105,0.31871522522582285,2.471503508080071,1.7317761636320133,2.3518794972743025,2.2028025810810443,2.0068456592545907,1.9582592251897022,18.74274171573724
2022-07-15T00:05:00.0,139.35407342654747,162.22602167276665,139.60755002474042,41.937243079056,51.52486667177799,47.679639625200664,67.66152549156325,96.00392581395334,87.46300383361753,103.98042957589917,83.32199660770164,102.84380000366038,49.9788477734252,80.75558278901588,97.12614318428935,51.65585907182071,61.65180178393113,81.48805690117328,39.66653530644383,57.21503898343493,41.210545273199685,60.24998470685598,67.4800495423974,61.983318482109034,32.43256303955248,54.38431694047185,20.477775890291554,53.217607692522535,58.782582160888126,38.28664063744209,145.40981437082198,166.258697504252,121.84402703004946,112.8468078878987,130.1827785706461,135.40690036250396,50.82643476741876,20.01041516518571,30.86199707189961,33.35449251835331,8.145584266179618,12.144926977618558,129.9565706963523,145.79958719882123,143.18477282621103,14.586274413940702,27.123926208327113,9.799363098023967,46.4920635321067,47.11007446652889,41.93600898299772,40.387411832229915,4.845651962083913,19.4128568127014,105.44581565655204,134.36567213918502,139.32546845023603,0.03602420107149892,1.4498095186095745,0.45765547227795245,1.0493084747915238,1.1016485958351605,1.3638794431245722,1.190659314430491,1.493608915711195,1.1020212553303226,1.4890249015754773,0.6548491876416485,0.3798503057678018,1.2031974835368506,1.4214711413853764,0.2769913794593102,0.8242634314466839,0.7020078327567583,1.3162868166617763,3.0804347254275415,2.363153462076814,2.4110366571929083,2.080976238940187,1.864920572143542,2.3824442068652525,20.608265247064224
2022-07-15T00:10:00.0,137.08625184274015,162.37019990362728,160.7190873654035,66.85407193164642,51.39093428561429,52.01026717842438,77.51933720137173,99.40930680756728,97.07300267550843,83.72652030568761,59.44558954346392,98.18012839470899,77.02298251228585,107.72869739895611,94.53654812482473,44.50669111060822,45.61161467051076,49.74628304038327,67.8899814561018,64.00729486329092,69.29828136506936,54.8627843527406,59.29174617571232,68.44074401455453,37.863053726635194,52.17372622422835,60.158673512747235,26.811594486497977,29.77844769848184,25.61153022302647,112.16296451603273,158.8074820552075,147.26006098156887,146.56704840797272,150.7368922679502,131.22685722962743,39.86703541470189,45.24066347927747,14.823458659948683,8.119080398142932,9.095565433605643,24.175169415674915,118.64130336514957,162.1520968032915,134.7766189999655,12.224787299167913,17.90824227283695,35.08219923372827,25.54048315700191,38.48950053671626,26.005778996718373,25.163579707537394,33.046553619251235,35.42515672435896,109.49420238027001,101.09569417847133,102.8041895066196,0.6311044597994205,1.3996510361791636,1.6847805127602913,0.4331344811937309,0.007444896629626294,1.1540519331714603,1.5959697939117288,1.1015141645054,1.0222411949056496,0.5230388059877729,0.29168303435068965,0.2327874177368569,1.5006490597476196,0.12095156337302149,1.0352947981885414,1.5133874095531015,0.709293818536695,0.6239950647088364,2.3191922106590472,1.7736724573748301,3.115927050955015,2.3293998737605905,2.257373083755942,2.1259828148087117,22.0146956938985
2022-07-15T00:15:00.0,142.87582127684732,141.8400439974341,141.34085688287533,58.90366948985493,65.03903747929463,57.126618689821214,79.27754536218335,86.86620797895056,85.23630923587274,64.48319478920433,99.64386809022909,85.75046142396094,61.83139597543126,69.39648987929635,78.12160456896501,49.06641791585955,49.25615258198045,42.53599008537658,55.67200468409382,82.09732101664855,64.63696690958594,67.78665124288227,53.39680974464767,30.767508472903273,44.231948360390994,36.371453805893374,46.58549243393514,47.296138501606464,29.23121650693706,53.32269455455482,143.90420831078444,155.4794371224765,157.10286263808692,155.95087740372458,153.93908108557454,136.4158692913905,42.31327765197625,12.206913067931666,37.5928406029993,18.81005757444014,9.007038984793736,14.192437140523504,116.22844641420738,117.9535692413141,127.79119382482003,39.359471145864056,4.826213992798602,8.83906586319585,22.390327377893307,38.879228308347614,11.904952444296745,30.848703685609568,41.902635851666396,36.30087856808817,110.0054366007961,112.96675995220654,121.28172838350459,1.6234514772744963,1.0197455967452123,0.0515031706483738,0.07674174648719422,0.05843903828634007,1.1304103583306855,0.6729145946130876,1.1335594031832212,1.4940614405751669,0.8948079166762917,0.7271307120985054,0.947927451046237,1.061502998353562,1.2090737924937516,0.7501703714409893,1.319217606856451,0.24266334298037098,1.6315800936982827,2.753042271167589,3.2530094926478976,2.647882785381748,1.8565022818426742,1.4397009829850358,1.427215939038612,18.503462418633205
2022-07-15T00:20:00.0,150.50488475586855,157.24787753116925,156.2347555548064,39.33044023012274,33.15429100125203,54.49760660276267,80.75979363631228,109.62729788621739,74.31999900656922,64.43123414523319,62.30097027276702,95.25108321889127,81.76672149112191,97.77642644884462,62.93572569490734,62.951573468218264,38.547426739331236,49.39153156822581,49.04120506493036,60.44210527849125,58.211889734854616,58.09194897433029,35.82857098045206,30.198651164076303,36.45373675867092,15.318560661067364,21.6205226266999,44.33257229895315,39.287263836614784,59.70107194371693,138.8143751582964,144.3201363263579,113.34445917220258,96.0867462766595,97.20828704395497,84.52198000911167,8.855111641421523,36.4481345662273,15.489984336382724,14.330045659079577,22.378653399946533,21.108217575310643,157.9981968232153,133.19460246807205,159.05537038377523,32.22232057321427,34.26402142994464,25.313189313500057,18.446054044145313,31.47841240866284,42.80514339210518,45.9259901459558,27.78749748221003,13.859280627264152,124.57848201980046,122.38946203989501,124.77142193240695,0.8055758253666295,0.1817500593338387,1.6493159407788374,0.7918524317681123,0.6275536369109537,0.24114333189526466,1.2826425521373324,0.9244346205777579,1.6051481011675794,1.2532235143561354,0.2059241481174002,0.41948068613729544,1.7150787678811237,0.8494493660856187,1.1619508334593844,0.15060658994710582,0.8201546232977696,1.6091090982659204,3.0865292554549457,3.08558508452377,2.4886555617823842,1.5274288460682643,2.4170139731040474,1.4493771547770609,23.671582118978403
2022-07-15T00:25:00.0,131.72580703657877,119.35147464273305,111.70112254506941,52.83717527912219,45.078213016422865,39.099205642227346,96.08863242760884,82.01107380529864,109.54109460837454,80.2781528104261,61.61280406115939,66.51249472101783,62.961121384581446,80.23572134039347,63.061983869634425,77.58174187941479,49.67700973147369,69.05610856748368,87.63721169690947,74.13625494176385,72.53531833312583,40.9644475766656,59.718149610688144,62.28316250056284,24.93823912448822,44.52147324410064,34.003287150656064,22.37279168479366,16.859069722171352,17.54190211479628,118.60868012332577,143.63855660530092,153.12091772154974,92.24288749963002,135.27978621471252,91.52274184842851,37.08056203379105,42.292894396886695,29.86957182319693,20.825275084371984,4.084367032357727,42.10553594364455,116.24092959021284,119.80361823259322,126.11918964813528,7.345677200966783,40.813805198832874,34.407673265570374,6.995144837056197,16.601918556289096,5.617720942276895,34.73730304746542,6.593443481653517,13.181692173010997,122.92704261936252,97.09125278014385,116.349040996968,0.4658114921495916,1.4276009823267608,0.7537485825986717,1.271791897414352,1.66600016949702,0.485574546243727,0.562565977044057,1.2060410889431958,0.4706430983906498,1.1191135014715934,0.349291405370177,1.1078401864247958,1.1315731869983594,1.6025394592554527,0.30827416595638146,1.0421845854524956,1.3146073414506658,0.9922384990655139,2.3472095112635722,2.9071981559922935,2.959462827030436,2.0730912981431135,2.0131925449864068,2.088473117257804,23.81894577081114
2022-07-15T00:30:00.0,168.80558838320695,154.54115942486473,164.68423706955545,67.18407999844324,72.89150318908077,64.58429692326303,63.45955836397469,94.47098331189355,96.36550191629254,71.8319931605101,80.56067871121115,78.1969016400107,86.09852458276087,71.21854896433517,91.04581578784006,65.263715655598,73.14536118442021,38.500595535065926,53.66279542121677,49.03695127169925,52.804963638335,76.63135222395744,67.33921965117413,48.12226681420795,41.801299671649076,15.99472962255142,35.98961984092726,27.691507142404276,26.201892909555134,31.480173204254797,114.93091189965425,161.76413852286495,139.06529338330694,127.30636028168087,123.5479831932894,110.89140875124517,39.668236062790136,39.86919360763315,43.30344378137219,32.431676049913285,23.08259902642731,32.05359906332436,159.82222961575414,149.17220520794987,130.92305803486613,13.248446326978101,7.329874140297552,41.3945448753781,29.23204363512962,23.859774568462168,38.40934443181592,4.2392546859988975,29.002670854166556,38.00011682250443,129.8917723341786,97.82607847969706,142.92807853129685,1.4637732166518516,1.6989611242405518,0.758419584672511,1.5355092334119047,1.492285082593175,0.5036753955382894,0.8966587553876544,0.3587504868550288,0.23657431904974893,0.735766299457452,0.06945750203562577,0.8450158355147473,0.16033632887369428,0.22730140586442438,0.1318383881897719,0.4352863958777517,0.40086872935625395,0.6242094392044808,2.6964109115777264,3.233831645200452,1.969010399179808,1.7163081922089776,1.4560009818185073,1.6338401708467105,13.355210130705016
2022-07-15T00:35:00.0,151.23979773777887,142.76245882932938,118.7885589463401,34.83043868142799,37.74418191445285,39.86546599272015,93.91005964926129,101.08183116684732,96.34983559145364,75.45711074903896,106.03823228700521,96.94174178839756,70.53577817068849,79.85901286024222,57.77965557778437,73.66338305615434,50.54733836640586,88.92044837428074,37.369884835697206,67.36897622248001,39.71287805369675,38.00822742180621,37.9964007215026,29.948364378568584,23.650818671100033,16.915011210218168,49.44174700026388,20.527360017454843,27.225334012983005,33.38882673477209,162.4265320398754,150.1210040908651,134.34356548614574,126.59198265197638,119.2574321808314,117.79461924682452,1.175637500861067,44.08497908756788,27.627453411783623,39.214198986542776,25.827464913187278,0.20968253395238562,157.69153337789893,139.473284883929,144.33137356156507,25.67140527164087,27.362192890055688,21.068585638953703,36.67321868255098,28.20282772200765,13.796287761160428,36.421467438721834,39.64018437183653,37.693652251907196,97.92570620258115,112.06896663930496,120.252153858177,0.9670966303106079,1.3693122085707687,0.9467566681877558,1.5750086012162021,1.115861808023442,0.03244341660242379,0.8235183269415915,0.5094979265202941,0.5154151561941721,1.6698438752392482,0.0589256115042385,0.5819376028673596,1.0701555031958632,0.5119519415197076,1.097518486857588,0.5320920181043532,1.0869528379667632,0.8498442958253304,3.0251599016025295,2.0156766221991895,1.8143504845513612,1.723323034178092,1.4387061425397734,1.5753907245660161,9.58800353082261
2022-07-15T00:40:00.0,116.9659562328948,135.93049212042638,149.57768366989438,50.127348870682404,54.64879808998214,71.40815230356806,63.72423109817225,90.47035025285503,102.70109225278333,69.47119811719158,107.90271021142904,89.82838736960503,67.99650965373253,52.80789531243018,90.59304826261597,83.30120654157892,54.95122055968839,63.26821491084646,49.98907576918089,43.16288800429908,63.93265281179935,67.14870962727764,41.650844975196854,54.61192337282602,21.11916228482367,31.390084414061885,60.27130755327213,61.58920806589183,51.90099586588784,47.972820754932584,111.89914037901625,115.01537957447644,114.09024877204088,85.95241247244775,97.26404864607429,98.55758285514352,49.32190793764216,12.170646260237394,34.02209737634325,38.568393167111694,8.147887552284999,47.693289636805034,142.19538754135883,123.79659530316313,158.70216108757853,37.07840948839123,27.349909779038644,40.48781122692608,33.74932572559446,6.451724081607708,15.552121929838302,22.19106836979067,2.4400867934849426,29.998980224903175,119.75065866093313,128.45254654987912,145.41852856832213,1.4863503550298833,1.5934699196778355,1.7102843079142172,0.2429014858990452,1.2736684882687643,0.28547680187919455,1.4582351489574739,1.1643166876951558,0.8151016991759537,1.4672959755927208,1.490939670620918,1.2063481079185396,1.3550615409370972,0.43259035919091005,0.29308865655288757,0.8821674314638592,0.9361066884070527,0.3838448280699195,3.2392942740505237,1.477393888864535,1.493874047547922,2.1548185921298395,2.088073419715681,1.77851598998326,13.271141815821528
2022-07-15T00:45:00.0,146.74835269294312,117.23783952699985,155.9995321418511,48.44712522071141,54.919654811259726,42.3712914957728,86.56956269532076,99.81083918942302,78.00529046644064,87.2468056037849,72.61112405712213,76.81141707043624,74.71471969901829,51.867763870179125,65.56217392403819,59.749247659750544,54.305800921099156,44.03471886612078,44.43654706702798,43.01635132316213,79.29449705075535,58.913661456831335,58.6481001966233,51.42938741006533,33.93058247391869,15.801058476164073,39.31533425168333,48.505996236662284,25.597651823112972,54.075525969655544,157.74847396588237,121.12108922030032,146.29819753448874,137.9354454691839,125.49977908878927,109.84602096631373,20.673767367406278,10.941119419741586,13.630292543873363,14.180241706164008,29.37144292152914,23.361162761250068,150.34413926528399,128.6048266933197,144.89320460254436,21.894200920378164,29.608813760411817,3.1482789868162255,28.09499793963416,4.056073619364591,35.711986356740226,17.817868365620832,12.718788360838213,3.0672165127015174,121.85141547816362,102.8328813830445,105.88944985888438,0.8495412972997132,0.8154676038908302,0.758484495201389,1.3813856276490077,0.6854468729578338,1.4910693994189748,1.055502898949685,0.8704214652823361,0.5348616878104134,0.1499578671218749,0.04934886797387073,0.9560844026449609,1.5101055980573883,1.4984743011085284,0.10342265397517902,1.2850637358424366,0.6002230616162415,1.5435706926870272,2.6735676221506823,2.475603329354897,2.4783511487799266,1.665319631223393,2.1826290003117648,1.6627915109044475,27.623957973180783
