Timestamp;Power Factor [];QoS
08/12/2022 02:26:30 PM;0.851;0
08/12/2022 02:27:00 PM;0.853;0
08/12/2022 02:27:30 PM;0.843;0
08/12/2022 02:28:00 PM;0.834;0
08/12/2022 02:28:30 PM;0.85;0
08/12/2022 02:29:00 PM;0.855;0
08/12/2022 02:29:30 PM;0.819;0
08/12/2022 02:30:00 PM;0.812;0
08/12/2022 02:30:30 PM;0.775;0
08/12/2022 02:31:00 PM;0.802;0
08/12/2022 02:31:30 PM;0.807;0
08/12/2022 02:32:00 PM;0.814;0
08/12/2022 02:32:30 PM;0.786;0
08/12/2022 02:33:00 PM;0.79;0
08/12/2022 02:33:30 PM;0.771;0
08/12/2022 02:34:00 PM;0.789;0
08/12/2022 02:34:30 PM;0.798;0
08/12/2022 02:35:00 PM;0.775;0
08/12/2022 02:35:30 PM;0.771;0
08/12/2022 02:36:00 PM;0.762;0
08/12/2022 02:36:30 PM;0.716;0
08/12/2022 02:37:00 PM;0.755;0
08/12/2022 02:37:30 PM;0.738;0
08/12/2022 02:38:00 PM;0.748;0
08/12/2022 02:38:30 PM;0.762;0
08/12/2022 02:39:00 PM;0.752;0
08/12/2022 02:39:30 PM;0.743;0
08/12/2022 02:40:00 PM;0.757;0
08/12/2022 02:40:30 PM;0.75;0
08/12/2022 02:41:00 PM;0.745;0
08/12/2022 02:41:30 PM;0.755;0
08/12/2022 02:42:00 PM;0.76;0
08/12/2022 02:42:30 PM;0.718;0
