2022_5_13,2022_9_17
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.35620290475312755,0.0
0.36378708714035624,0.0
0.4049174659675857,0.0
0.39970020531481476,0.0
0.3890888383820442,0.0
0.3907099791292731,0.0
0.4380656869965025,0.0
0.3715874553037314,0.0
0.2974881147309607,0.0
0.29090062447818965,0.0
0.2721393069054192,0.0
0.2413762112126487,0.0
0.23545154323987774,0.0
0.27190746370710706,0.0
0.273989896134336,0.0
0.2710511856815655,0.0
0.36943775070879425,0.0
0.40327579277602377,0.0
0.3159446018832527,0.0
0.313624353150482,0.0
0.31927279573771083,0.0
0.3132459866049405,0.0
0.28402477871216947,0.0
0.2757665316593988,0.0
0.19168813324662756,0.0
0.18426268215385713,0.0
0.18897938922108656,0.0
0.19300171616831555,0.0
0.17611414511554505,0.0
0.17221966598277397,0.0
0.21144378457000326,0.0
0.2902001642372324,0.0
0.30883372418446176,0.0
0.37506431305169063,0.0
0.35633140783892014,0.0
0.3310616965461488,0.0
0.3878438670133785,0.0
0.4187642891606074,0.0
0.2714790166678367,0.0
0.38518579429506583,0.0
0.24550354808229516,0.0
0.2304337191560009,0.0
0.25470343706970566,0.0
0.2701071481034113,0.0
0.2549843115371163,0.0
0.29486965865082204,0.0
0.29125850148452703,0.0
0.4102959676382325,0.0
0.39854266511193737,0.0
0.5705404391056432,0.0
0.540223676499348,0.0
0.6243697608530537,0.0
0.40959827720675857,0.0
0.5133856090004641,0.0
0.265695599834169,0.0
0.2900090030278748,0.0
0.3899132880615802,0.0
0.3537120407752853,0.0
0.6064583454089909,0.0
0.6073942928426959,0.0
0.5848918593564015,0.0
0.3022073161501063,0.0
0.434713259383812,0.0
0.4071582935375172,0.0
0.5095048685312227,0.0
0.4467222811249276,0.0
0.2725427090386332,0.0
0.28026141075233824,0.0
0.46896708946604393,0.0
0.24935156753974855,0.0
0.3115881306534545,0.0
0.29965160184716,0.0
0.5299699302808649,0.0
0.43783881479457043,0.0
0.5865325803082755,0.0
0.7076767139819811,0.0
0.5068895780956859,0.0
0.5984104864093917,0.0
0.6642293446030967,0.0
0.24146710835680227,0.0
0.5986422845505073,0.0
0.31339489274421284,0.0
0.6299298656579178,0.0
0.6910488284116234,0.0
0.6505743881253285,0.0
0.6741962760790341,0.0
0.22057405939273958,0.0
0.5364854609064447,0.0
0.9151391898601501,0.0
0.9574990020938551,0.0
0.623987322847561,0.0
0.8471568961612657,0.0
0.8780615179149712,0.0
0.7301712374686763,0.0
0.8557667359423817,0.0
0.6289482718160868,0.0
0.6956384454497924,0.0
0.5486799575634974,0.0
0.574178512117203,0.0
0.8227943626709081,0.0
1.0130472072246135,0.0
1.080278183305432,0.0
1.1181205947462505,0.0
1.1574215079470693,0.0
1.1816426809078875,0.0
1.1970796340687058,0.0
1.1819970859095243,0.0
1.158469534830343,0.0
1.1684472447911611,0.0
1.1972157744319798,0.0
1.213581486912798,0.0
1.241551109713617,0.0
1.2657633540744349,0.0
1.2964657991552537,0.0
1.2984763900760719,0.0
1.2786570553968906,0.0
1.2823177941977093,0.0
1.2700449692785276,0.0
1.2728137009193463,0.0
1.2503874652801645,0.0
1.2038372003209832,0.0
1.2233753239618015,0.0
1.29035925796262,0.0
1.3177546103234383,0.0
1.2789961850842568,0.0
1.2160918308450752,0.0
1.2090593112058938,0.0
1.2164215007267123,0.0
1.202301825487531,0.0
1.2108519742083492,0.0
1.2110740004891676,0.0
1.2248170616099863,0.0
1.2725345929708045,0.0
1.2780424921316236,0.0
1.2532549099724417,0.0
1.2506335502132604,0.0
1.2551404488940787,0.0
1.2411892872948969,0.0
1.2125120040157151,0.0
1.2399971161765342,0.0
1.2453380463773522,0.0
1.260201009698171,0.0
1.2930298599789893,0.0
1.3161030541798078,0.0
1.3054471642206262,0.0
1.2773723392614451,0.0
1.2660857184622636,0.0
1.2723896043830818,0.0
1.2763592377839001,0.0
1.2474059664647188,0.0
1.2573976024655373,0.0
1.2818601457063554,0.0
1.2529830724671742,0.0
1.1678524695079928,0.0
1.105740396268811,0.0
1.1165099106696295,0.0
1.1461305525904484,0.0
1.1565372659112665,0.0
1.1370459452720854,0.0
1.111573164592903,0.0
1.0771264527537219,0.0
1.09035504467835,0.0
0.9828121306829786,0.0
1.1646887276876063,0.0
1.190387070452235,0.0
1.160051270376863,0.0
1.1333539737014915,0.0
1.1453354228261194,0.0
1.0274002256307475,0.0
1.042014657715376,0.0
0.9124417751600044,0.0
1.1041387990046323,0.0
1.1343416273692606,0.0
1.1555705245738885,0.0
1.1416403613785169,0.0
1.086204576663145,0.0
1.0295909950677735,0.0
1.2200627196724017,0.0
1.23515298679703,0.0
1.2480559511616578,0.0
1.225431496326286,0.0
1.0669171341709143,0.0
1.0600054531755427,0.0
1.060857057860171,0.0
1.130187793504799,0.0
1.2342147246694275,0.0
1.1977984127540553,0.0
1.0031505225186836,0.0
1.1879372708833116,0.0
1.0051624572079403,0.0
0.3576084054525682,0.0
0.20924739789719646,0.0
0.6793629039418247,0.0
0.909046764586453,0.0
0.4929153318310814,0.0
0.8614259799157095,0.0
0.9662581926003379,0.0
0.18648008300496585,0.0
0.43915597000959394,0.0
0.17646205169422216,0.0
0.38367700165885077,0.0
0.27906046690347874,0.0
0.5505466030681069,0.0
0.8241031881927348,0.0
0.5588625369173634,0.0
0.3405299808419917,0.0
0.7806457607266197,0.0
0.7460045924912483,0.0
0.7881126716558762,0.0
0.5086062924605044,0.0
0.8734260468251323,0.0
0.5870251710697609,0.0
0.9023283284743894,0.0
0.8976895819990173,0.0
1.0606163354836453,0.0
1.0993975566482737,0.0
1.0376326162929017,0.0
1.03879642757753,0.0
1.0938775518621582,0.0
1.0618323623467865,0.0
1.0167663419914146,0.0
0.8787312374004262,0.0
0.9135975094894387,0.0
0.8943330340984503,0.0
0.9578896727074614,0.0
0.9577725850764728,0.0
0.8824824455654856,0.0
0.9225969404544966,0.0
0.8727385348235084,0.0
0.43745572019251955,0.0
0.573036049201532,0.0
0.9527572234905434,0.0
0.9442921920195549,0.0
1.1107429462285663,0.0
1.1069792131975789,0.0
0.9583131222065903,0.0
1.1181727148956015,0.0
1.1484853126646142,0.0
1.1404354146336257,0.0
1.171283312562637,0.0
1.2059515914516483,0.0
1.1817160616606612,0.0
1.0821301509096721,0.0
0.9142133524786841,0.0
0.0,0.0
0.7666307103767076,0.0
0.745362046265719,0.0
0.5524420683547306,0.0
0.8699573386837418,0.0
1.0423649585727544,0.0
1.0929638820217658,0.0
1.0558600316307771,0.0
1.1937929763597899,0.0
1.2204785817688013,0.0
1.0257565630578127,0.0
1.1223487475068241,0.0
1.2217373197958366,0.0
1.1925580255648476,0.0
1.0529913086538594,0.0
0.9694603639028706,0.0
0.31933037155188315,0.0
0.22761477376089487,0.0
0.23107268100990616,0.0
0.7230644020589174,0.0
0.46208239266793016,0.0
0.27783694111694135,0.0
0.6907444878859529,0.0
0.24437225913496555,0.0
0.12528733478397708,0.0
0.36736170719298833,0.0
0.7093452496819997,0.0
0.7049592369310126,0.0
0.7582742487800233,0.0
0.6087494757890353,0.0
0.7524547130380462,0.0
0.1833734408870589,0.0
0.0,0.0
0.0,0.0
0.4247628472340931,0.0
0.1989172690031055,0.0
0.553120234932117,0.0
1.1270956691486507,0.0
1.274748920525186,0.0
1.3304137390617197,0.0
1.3441134963582535,0.0
1.2343996116947873,0.0
0.42834326359132224,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.046452571130526005,0.0
0.06145635482705994,0.0
0.0,0.0
0.0,0.0
0.10733716755666253,0.0
0.9254642276131978,0.0
0.33972474426973165,0.0
0.2874290458462655,0.0
0.6817725701427991,0.0
1.067901120039334,0.0
0.9298725839758676,0.0
0.9085172758324019,0.0
0.07577632220893546,0.0
0.3730080753454703,0.0
0.7586633717220044,0.0
1.2652790159785379,0.0
0.9609204994750719,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.08358668323774349,0.0
0.1507804762542769,0.0
0.8193611545108112,0.0
0.0754956600873456,0.0
1.1141127592638798,0.0
1.1476721968404138,0.0
1.0206891642169473,0.0
0.5958041341134822,0.0
0.0,0.0
0.15098276522654983,0.0
1.1161591127230837,0.0
1.2530083164996186,0.0
1.2494698093161525,0.0
0.6747476406126863,0.0
0.7663618639492215,0.0
1.4471246808057552,0.0
1.282610656662289,0.0
0.828610861278823,0.0
1.1442097078553575,0.0
1.2841849124718911,0.0
0.5814886323684251,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2444377407145619,0.0
0.30539907377109565,0.0
0.7029285700276305,0.0
0.37301164024416456,0.0
0.4229471879292015,0.0
0.6188213291342397,0.0
0.8930617934592769,0.0
0.9904311353843139,0.0
1.1783045784693513,0.0
1.2863342170743894,0.0
0.7374861023194266,0.0
0.0,0.0
0.25319414580950084,0.0
1.438292560014539,0.0
1.5427308074995763,0.0
1.5613171748646135,0.0
1.2641307259896506,0.0
0.6489832022346885,0.0
0.36442620055972585,0.0
0.4512810152047635,0.0
0.14666257908980077,0.0
0.21510638777483834,0.0
0.0,0.0
0.0,0.0
0.5511761940299509,0.0
0.49995891011498805,0.0
0.9675719866800253,0.0
0.6172257767250625,0.0
0.5801081211701004,0.0
0.0,0.0
0.5286776237801751,0.0
0.07310731174521232,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.8371775944204747,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2259660412106996,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1181709880960359,0.0
0.7687962330610744,0.0
0.25247806894611147,0.0
1.0632248666311483,0.0
0.6886084899561858,0.0
0.0,0.0
1.9022911406062613,0.0
0.0,0.0
0.0,0.0
0.009903356741373603,0.0
0.28954915778641077,0.21773803996001928
1.658799406457728,0.21293536156893755
1.737275953569046,0.21409221747785523
1.187407325560363,0.2189641861367736
1.11491279359168,0.21950247519569055
0.0,0.2318700730546085
1.6361274889743156,0.27476616221352723
0.8208433533256326,0.2829833088724444
0.5671117414369498,0.2099694249313624
0.43378535402826657,0.23000196479027968
1.6551439172595848,0.24207431119919842
0.5147751080909018,0.24426095285811633
1.5392296390822193,0.2874193588670336
1.608405785673536,0.34802659252595136
1.6307461610248541,0.3684703503348692
1.6568917557361715,0.43585329274378715
1.3091748215674885,0.5885251755527052
1.0823537717988068,0.5474759159616234
0.9264733461101237,0.5685811483205413
0.1723751619414409,1.1302268711794587
0.3736920364527584,1.1710204830383764
1.1094285104440762,1.029958442047295
1.7292440855953932,0.6715890044562124
1.2979474201467103,0.69049921716513
0.5729142504180272,0.6023929501740474
1.8518007779693455,0.5243001847829662
1.3064565682806626,0.4552676729418842
0.5911696485519802,0.5038746633508013
1.4110462543432967,0.4145927248097191
1.983722836374615,1.1301229085186368
1.748849090085932,0.7496534461275551
1.2171829178372493,0.48249096633647315
1.8657962225885676,0.38605434124539084
2.1149820154598844,0.2901353911043091
2.1031180328112016,0.20959804581322616
1.4477292678825182,0.21485015317214418
1.8618187155138368,0.14810056353106282
1.5730656724651537,2.7613420841899803
1.335405760456471,2.768870851348898
0.0,0.10585655555781504
0.11589252131910607,0.16933443271673398
0.48991019687042336,0.2632021040256519
0.0,0.9045845093845694
2.1151119772930573,0.354980488843487
0.0,0.1912397495524052
0.4907592075956927,0.2561410022113231
2.1308913950670103,2.766353214070241
0.17049127721832782,0.22670416457915887
0.5954838251696452,2.812089881188077
0.7131018127609623,2.6368963190469943
0.8993011285922794,2.820498633405912
1.7362221042635975,2.824809728714831
1.3947990621349144,2.829233078873748
0.47823069680623154,2.8340721708826657
0.25550775667754866,0.30306717044158293
1.5042430589088671,0.30718674670050183
1.942766749740184,0.5802771591594197
1.0857152645315011,0.8119328675183372
1.0448628031628182,0.895315517077255
0.2848454880341361,0.8274997291361729
0.0,0.49017037854509116
2.1999542094955764,2.8685721149360064
2.2038065079657003,2.8669746957769213
2.2105148268358237,2.8676241919178365
0.0,2.868944323458752
0.0,2.8698123005996665
0.049835993606194146,2.8711058758405823
0.6846146228763174,1.5871461677314973
0.5984286033064405,0.13564777797241223
0.0658566075765637,0.3998053215133266
0.7849055293266879,0.6179416730542427
1.7219688465568108,0.7876783546451575
1.8429273635869337,0.5315984105860724
1.8070782138970574,1.4019213587769879
1.829017014087181,0.151666645567903
1.428161795557304,1.3648106398088182
1.8212907233474276,2.883224121899733
1.840136539657551,2.8846603358406484
2.2630893806876746,2.8856482808815636
0.0,2.9092884258724787
0.01751379482792094,2.8888107428133942
0.0,2.889655410754309
0.3684438654081682,2.890413915595224
0.1277546723982918,2.8915255382861393
0.9973848646284148,2.5016845036270547
0.5913759836585384,0.15865576196796993
0.8357273672086621,2.9002257289588855
0.7657952047587852,2.8964984059998007
1.8138218416689085,2.8975804580407147
2.3048238553390323,2.8988910221316306
2.3075309828891557,2.895829174172546
0.7745921240392782,2.9013554801134607
0.2947141614694021,2.9021963205043764
1.003539090099526,2.9034276802452905
1.321286302649649,1.5004096743362059
0.4855381453997718,0.1698903987771213
0.7596323018698962,2.9086272966680364
0.7676146615800192,2.9079489141589514
0.9619266692101426,0.3697079870498665
0.9823982092402658,0.3893145165907823
1.5062760714703896,0.4324546522816971
1.6260393300205127,0.5613956064226125
1.0921977296906358,0.11808773196352784
2.3559253963207594,1.2302362420044428
0.3494234448308833,0.05603255519535766
2.3613500961810066,0.9527344706862731
2.3679062994911297,2.9195957311271883
0.3120218419612535,2.920247604168104
2.374288677031377,2.9216186452590187
1.6561653607415,0.32837211489993423
1.3224052297716231,2.924791196190848
0.8319084100817471,2.9250571896817643
0.91298539907187,0.5629150322726786
2.3939701337419934,2.9274528800135937
0.03000387781211683,0.3498687659545092
1.4102947136822408,0.5170931430954243
1.2563784118723638,0.42764797658633935
2.408721335342487,0.4272407250272545
2.4119025011726105,2.93433725141817
0.6570663693627344,2.934613855459085
2.4196699893128573,2.9359924348
2.42348167032648,2.9353612272500005
1.3781549771801038,0.8000077152000004
0.1987254803937268,0.4820722165000001
0.30476362656734945,2.9425741887
0.0,2.9353485286
0.0,0.6041632202000001
0.24164946972821896,2.9360885130500005
0.25393745942184154,2.9360591732500003
0.4540599796754643,0.8628065190000004
0.4991903520090878,0.3353336300000006
0.8021606069827111,2.93673357825
0.8006600515963335,2.9353331633000006
0.9190800140899565,2.9362423427500004
1.45143371634358,2.9356267912000003
1.5924665639972029,0.2942428829000002
1.5045280102908256,0.3769884396000003
1.4605979583444493,0.2935721316000006
1.930681181838072,0.2630359861500001
0.9663029215316948,0.3674652463000002
0.9921146407453177,0.4063934447500003
1.3640693983189414,2.9354926759000004
1.6824125929325642,2.9357745333000005
1.5641873742661867,2.61666991615
1.56345262411981,2.93556614035
1.0548296954134337,0.4116008175000002
0.7944362888670563,2.9329046450500003
0.7859065829606788,2.9361419163500004
0.9639082248543017,2.9358696834000004
1.1083700716679257,2.9357796357500003
1.3364173767615481,2.93597034255
1.607054102015171,2.9225681767000005
