IsoDatetime,t02_a,t02_b,t02_c,t01_a,t01_b,t01_c,ss03_a,ss03_b,ss03_c,ss04_a,ss04_b,ss04_c,ss05_a,ss05_b,ss05_c,ss14_a,ss14_b,ss14_c,ss15_a,ss15_b,ss15_c,ss16_a,ss16_b,ss16_c,ss18_a,ss18_b,ss18_c,ss19_a,ss19_b,ss19_c,ss21_a,ss21_b,ss21_c,ss24_a,ss24_b,ss24_c,ss11_a,ss11_b,ss11_c,ss33_a,ss33_b,ss33_c,ss29_a,ss29_b,ss29_c,ss27_a,ss27_b,ss27_c,ss26_a,ss26_b,ss26_c,ss28_a,ss28_b,ss28_c,ss25_a,ss25_b,ss25_c,ss06_a,ss06_b,ss06_c,t07_a,t07_b,t07_c,t08_a,t08_b,t08_c,ss08_a,ss08_b,ss08_c,ss22_a,ss22_b,ss22_c,ss23_a,ss23_b,ss23_c,ss17_a,ss17_b,ss17_c,ss12_a,ss12_b,ss12_c
2022-05-13T00:00:00,38036.29643168797,35054.502993764465,30967.796969460345,-7261.405593616648,-15676.043521780513,-7795.536275936334,37734.80640549164,37796.455939152234,39166.05761974988,24023.916623001143,22517.07507372891,17413.845863103455,13793.7957704167,23058.746915185475,26953.98864624208,1503.9394850196238,11210.985028859743,11008.56495245869,5999.031111630475,5231.571046336001,14237.876057844569,7523.548383908471,10428.694524851835,11878.943985497854,14949.39377113582,10557.8547712043,13886.351562268906,16283.383062998666,17408.12673139712,16656.921179794357,26863.019146673792,32079.110875938743,28818.846614516027,22811.88850619687,30340.781106892016,21479.468918767594,9222.726116054897,13767.1715974252,10643.096403881178,4229.375091999694,4174.81806838358,12590.135843428041,2884.391982201459,14245.760264984707,8984.67361730958,2067.6344874045844,1899.0369408631907,14775.425592696687,11238.278964132382,653.1418125530589,4881.723302957917,3804.934398193168,8625.319643441508,5682.041946900774,27854.4563488931,28537.082024514333,26900.574784648947,14809.196083218276,7098.895739205658,4703.998651902867,11115.580537488904,3863.6293507352902,7818.415548517138,15327.969795081168,6373.075907997135,12804.486256097758,8713.342387766512,1004.0202286700905,15308.577327046836,14687.721723837534,15186.949988574366,853.3818442947579,6470.567300006351,13691.133977308105,2841.995807882343,7497.661041526378,13763.218030397325,8180.112968861967,16235.706571098188,14276.91123771022,13752.597764495802
2022-05-13T00:05:00,43169.05350807686,50274.76983751118,43571.56047743077,-3877.464908989292,-8077.69605375075,-6648.204271284429,29234.72587900988,37885.85061891873,35515.003089128884,24552.00874412099,18284.221137669178,24438.12789967194,12024.344943857006,21278.072972120197,26466.95084780832,3906.079279197082,7007.649495478866,13379.272472979055,4777.798901876899,10184.512686537817,5354.890303994112,11269.344462532734,13423.126457330669,11930.26843124122,12871.190497310872,20016.83462613341,8940.760719698032,19311.613914552203,21090.66797970698,14540.29257698602,32267.73419830844,38605.05739990241,25281.419611236015,30432.258571885213,35741.87255952289,37728.99977131816,15611.42841154971,6300.678335200687,9654.082682288888,10776.088474737984,2627.952067303418,3952.935123630145,5296.701815256077,10091.390065103275,9681.315240686561,4965.992305312701,9220.922747262706,3360.876597828453,15014.851816533217,15191.531345388123,13643.621886833731,12722.175382643376,1524.4091994611747,6160.589838470222,26412.18538222347,35460.31852600271,37405.26190327766,308.92621805777355,12619.664247536828,3994.6433791895506,8998.544727835219,9589.069593802782,11904.51244138275,10210.726371793618,13000.810707147935,9618.901536285199,12769.276239920124,5699.793777701116,3315.3584573841017,10311.373018764813,12363.690213331409,2416.189634236909,7061.489054675896,6103.799883676457,11478.481092974662,2119.301964055651,7958.247743268352,7479.6613052406965,14723.788978936636,12442.113761158063,18501.422531247546
2022-05-13T00:10:00,36938.33968693948,43942.3922267633,43874.79351728924,-8125.578147583563,-1768.6059005102961,-2272.2923586275356,30187.80604560414,36249.41468981177,35838.37701795148,20090.729001441832,13389.210379275311,24256.232124304177,16228.896797396543,24621.835589747912,21231.4739151319,1484.1638299877247,1785.559402552826,3114.351007887576,12155.883783591169,11048.00794077195,12685.746140402915,8398.673125222702,9590.454173226217,12265.319499134515,12729.826024218142,16950.228030065144,19463.829181687623,9819.158525892411,10695.995084829447,9513.056977299571,23873.492648108677,36896.476766254906,34028.737479272124,32486.426464255375,33614.16145359675,28330.592540167956,11238.759324265218,12695.824913840557,4384.5780209084405,2388.3754597512107,2671.2342215224708,7162.1128728997855,933.9283639133351,13004.89198168875,5711.429215365813,3789.164841407608,5541.892981441976,10951.549612995019,7510.448053994844,11298.841929335636,7701.929294120295,7216.908520374275,9462.535040949379,10232.851668670308,28552.84402200094,26099.474070663284,26848.033498260113,4927.989805439094,11086.356497981358,13389.417482424407,3382.0618663015803,58.967258499454275,9171.31217075636,12461.885678610837,8724.542927332994,8123.80138200753,4083.9213403045715,2310.210592461061,1849.896103576623,11711.04588448813,957.3913460928625,8222.141695547536,11806.349278260577,5612.634084891654,4954.064717638942,7837.467224949649,11889.858622251451,1194.6133727562612,16156.885729005631,15762.080085855736,14479.18912922435
2022-05-13T00:15:00,42558.75806869231,42176.17368954398,42404.01154052892,-10806.604155702924,-13278.05753852446,-10231.62318113878,32346.870736270033,34681.53328220384,34406.21040137376,14331.950542765848,25087.676540601013,21058.89086191582,15635.820879688812,17930.272746625058,20816.096400607836,3256.0752596464995,3296.16348576842,1223.5623155272554,4906.05017717194,13030.652209068561,7824.009070150238,12502.183264752271,8058.903127243756,1197.202085616214,15120.501132254893,12490.69983859441,16015.377597185667,17072.026125435532,11038.580917052725,19198.53145171948,31568.796721919447,35118.26749217087,36052.37552155491,30693.708282387764,29940.02998614446,24339.289933791588,13268.012119051835,4006.805523077413,11902.142251866477,6189.422342050806,2959.9149838666117,4704.61295648046,64.44011157277355,553.1175040008438,3963.08290988403,13644.925090499124,1671.1432216007602,3087.4014911816253,7365.145756439739,12770.896471126764,3945.1441750987697,9896.290431519677,13423.28922185975,11730.841698281927,29360.073508330664,30262.421821186534,33271.641935773965,14181.295174996978,9039.366007268569,457.77569161614315,670.320682366395,518.01169785036,10047.763006359211,5877.7481253846,10048.033956182111,13280.111804308763,7815.707996463842,6445.230994171292,8425.500687971587,9267.069982886092,10711.075327571825,6663.526507126008,11513.229347809707,2149.079914158447,14488.718460889477,4972.38713622891,186.86859953122146,5483.431735121033,12347.198749651036,4493.147275950884,4054.1581181018287
2022-05-13T00:20:00,50916.883518401424,52817.570858371255,52915.25363836655,-4782.558109926984,-1971.1873170414601,-10620.450286944564,34590.71661330467,42885.956467628246,32899.73451040757,15026.848960147578,14401.441665688615,24083.054195791865,20504.276934459496,25063.44750688601,15257.560706622782,7715.256236473626,237.64043148485692,3739.1602388397114,3951.8500383512182,7257.612115851531,6757.30569813699,9275.43890759683,2889.6993354743577,1350.960326646533,13232.842299456443,6455.306274711217,8601.113861306541,15146.59198278213,13571.857913052263,20041.753407941884,30439.529904630257,32022.559437881813,23221.602380027194,25093.62477181116,25405.547727501846,21871.147744916892,2802.277892867214,10694.004089799791,4737.745656112363,4389.641561008494,6850.199113118921,6517.898834019702,12246.153953455789,4990.381965972484,12928.452490738155,10400.286547613068,11051.055419680737,8235.446080719947,5648.55873618788,9632.502249198464,13212.846407438406,13715.961845016313,8292.806747574723,4172.19044283047,31982.151545446948,31300.48150441118,32335.387729685128,6550.734375488475,1501.519683307041,13647.177500063906,6439.220005284484,5184.532931259386,1995.2854749002684,10430.250198702923,7637.213707003657,13281.44426960847,10190.82074521762,1701.1990843576639,3470.770434621251,13936.021959465068,7014.161171358507,9607.827395315215,1223.3418848989481,6770.2574605051905,13301.34642756705,1882.0462181837177,1481.0085263555989,6382.397620283536,5943.581738018229,17704.722976341996,4582.368601938347
2022-05-13T00:25:00,40871.62764712379,37251.95208624778,35309.61224757471,-11956.830939385041,-9080.582906486357,-6838.242906268417,37796.15201977198,33648.59299917804,41966.54903012578,19360.705942243003,13918.037984185672,15505.919537658985,16150.48641456916,21139.628766020454,16317.28540914998,12425.508563147107,3935.5653764592244,10017.204586486563,14035.259910641871,10075.195361913942,9787.234743028988,4264.875905779159,9690.15403737845,10586.135353369256,8721.397966782013,14915.85370789886,11695.036154284333,9549.733273793987,7731.729007837976,8009.457394966943,23096.249845669045,30480.21489643749,33667.72572476563,18695.415074657183,31474.045252231917,18685.291136099226,11039.503297473313,12540.020713690728,9012.621926104599,6467.173245892627,1267.1624026613847,13172.781033408446,1477.0866939270404,2495.160800259941,4679.215121750847,2403.5928216244906,13340.406525415003,11342.169712748615,2171.767056592495,5148.902571918301,1757.1731536756738,10516.421179823456,1994.3883897746514,4020.8800648052174,38280.618046349664,30428.041470152137,36553.77890034829,3840.338294881456,11950.260019916337,6320.402630608852,10485.127897856912,13945.505486566655,4071.6187186389266,4638.00207049271,10095.345859218789,3946.4169335424012,9226.232190073217,2923.642542562181,9289.297438691265,9323.951986557413,13405.977585927583,2583.4853293727806,8584.765911002769,10993.450333671322,8313.108585416825,7948.220087869897,2975.34062642247,2488.380372657369,13860.341859532204,13525.243536128939,14435.80718841068
2022-05-13T00:30:00,45827.02635064762,41478.99188096286,44930.830455452415,-7788.4085353480305,-10495.282747546535,-6654.701195060026,26587.460332625775,35652.33159622988,36429.73814108611,17622.77715425706,20117.256633401128,19617.70289311403,26686.97282554475,22375.888158761933,28296.002934474018,8101.839464182109,10434.109335639358,7.208992227688354,7110.5640530464525,5741.088312515133,6966.835187133235,13769.73205394085,11069.950019197062,5646.228355160259,13869.642091158381,5623.925667357258,12128.288499002774,11538.730352547936,11057.929618159456,12802.300137041388,23024.26315585987,36755.99232830324,30418.85295885251,36175.183739548775,35023.870526997416,31548.618298065307,11723.328971244515,11768.932740475753,12858.457963831252,10013.99849662167,7119.739232335261,9965.813456816215,12650.02537675681,9484.160998997471,4452.147714747254,4310.510133276933,2382.357166818838,13560.521119691104,9023.448375587417,7357.138017863128,11937.83224875556,1276.3206009252187,8721.819805824212,11518.898097553707,34551.53781534395,24871.107460287978,38773.32018183185,12007.826946737709,14131.310782762937,6320.721701969723,12596.085828391739,12411.96185224485,4197.597376997436,7355.467352169968,2983.8762105678247,1971.5947977253759,6035.415813496976,577.6809205832334,7042.225845750865,1314.3630886414048,1889.1889604745124,1098.0965674084,3567.1336690336766,3330.7512431699433,5197.649721465259,5015.792609108308,245.61523530559634,10712.248893476504,9340.724970199082,4075.627161706791,8438.699728298507
2022-05-13T00:35:00,45093.95484031268,42753.42094710874,36454.83201123632,-4079.2058618927203,-5690.609240231615,-6844.435910076514,33464.378819121834,35360.722483533784,34295.87301160826,17956.47016981442,26005.871265861315,23806.315777860298,18319.525411856048,20767.38212222596,15041.940108628096,8195.47498713498,1874.9038094204411,12490.372294618373,495.4192900521977,8482.964698901804,1196.6250289823265,3805.5894828139008,3792.2286661400967,1727.9961558304553,8394.744361299026,6390.802695118453,15905.164294010348,8939.258203568439,10886.938784042748,12738.29685665718,34671.44726252952,31325.05640108533,27372.949921358828,25823.878515035314,23625.009756552132,23466.74626621097,590.3642333776997,11951.274624342148,7661.259518749927,11098.822554156854,7302.861630075832,59.766808007418156,11823.912776027304,6903.389388082382,8511.82377116969,7656.2692453824175,8152.30746253294,6326.514903338179,10376.468080650862,7971.931514459054,3931.0245655929616,10050.634560217604,10927.751949933698,10471.975774756367,31452.27395731156,35321.12765872987,37832.87346291345,7273.881465299251,10439.821386079859,7231.693897671934,11846.372236323408,8507.397324559788,247.8069655108311,6194.061260803952,3884.4407686406817,3936.809249612758,12559.437691956078,449.23483854962416,4444.825944992446,8043.0437167556165,3900.586595333198,8379.119352809015,3997.663035012435,8279.287806363218,6486.451101278853,2163.150238389171,9539.251994467637,11046.414696334463,9369.125888613988,3877.997653167515,7488.295730551705
2022-05-13T00:40:00,37046.31393070735,42265.84260372156,46313.623077527925,-4975.735407924114,-6655.384640617756,-12515.514052944984,25518.52938752732,32697.924008647882,36174.800780337886,17063.524139646728,27227.0294405593,22628.025207438128,19304.038981596557,15276.350383959298,25451.084342161936,11821.234347989632,4015.9313611870293,6453.903540818552,6833.299321501536,4974.502826499088,10705.156600254757,11601.96952217809,4844.230173340822,8385.495092356028,7108.028064447123,10124.413251332267,18538.500159708517,20117.05804381601,17344.69195170511,16328.207702557702,23909.695141187454,24734.863239041108,24721.672332948154,19380.766220516223,22454.571540791298,23013.520496802623,13354.472267083096,3518.896478120833,9369.08507697044,10926.073693413959,2306.8902655123507,13604.938521022192,8501.334402413631,3521.083325838299,13238.949400665551,11067.726051559006,8159.109227314322,12170.761445579003,9558.030196328273,1826.0438017445813,4435.308401465489,6129.369752604337,673.5935258942288,8344.36502470995,29314.600067256106,31696.146163229565,36686.74475788918,11189.70616899201,12166.36713823069,13073.453944575544,1828.6426543136697,9725.07928330947,2182.186983810546,10978.086361608794,8890.122054388557,6230.645058195902,11046.126906854144,11383.843493321729,9221.200914095447,10195.014307256928,3300.24784237095,2238.765655496246,6635.0193450312645,7139.287333112215,2931.1778839674967,530.3905956324227,13620.091685187548,13478.354067981285,13944.080377279197,13563.031393049456,10093.716342885502
2022-05-13T00:45:00,46376.172261573774,36644.97897867249,49773.59028618883,-12535.71634813316,-15084.400104258704,-10137.21649746459,32793.87910172999,37120.30594720036,30145.964047933317,24114.629625246944,19254.494761619666,20851.68619380585,20072.51948339116,12549.993779934357,17220.05184576992,6358.246678325191,4437.901623927421,927.0859837903405,3083.628749497235,2584.308698641951,14908.587703893458,11696.263517002055,11584.000285136899,9355.522395137765,12433.170428675774,5694.757186338232,14464.631162990465,19358.172917378808,11101.058285051357,21472.491637476625,35931.41279390965,23510.44483322455,32424.884054858907,35610.00644648702,31345.631862489277,26346.981853431767,7016.007693936014,3815.5502379208765,4735.091640109435,4981.514993050184,10305.659925275204,8264.820136238352,12345.1240624624,4989.995682094712,10860.92037134525,8104.024682026776,10945.292221220787,1173.5593669682605,9866.544959247234,1422.809992798373,12630.260588006486,6102.445092984306,4350.340228173178,1057.9151075427267,38640.81262010651,32065.202652870474,33417.98707329873,7924.659746682126,7714.775809663218,7193.502468001964,12885.816038679417,6484.472427815628,14141.496290899338,9845.921021967628,8234.374321778887,5072.694189782124,1398.7826787857064,466.8350805064773,9067.478605792729,14078.513751715656,14169.819046042845,980.2217138393999,11976.991903721333,5674.042179286262,14625.598591253383,5955.773337255302,7476.752469033193,7396.048078318776,8566.114247108404,16316.011658506332,9008.52104364734
